pro_com_t,cap
018042,27050
018043,27010
018044,27030
018045,27020
018046,27012
018047,27050
018048,27013
018049,27040
018050,27024
018051,27050
018052,27030
018053,27010
018054,27050
018057,27050
018058,27010
018059,27030
018060,27010
018061,27020
018062,27032
018063,27010
018064,27040
018065,27030
018066,27034
018067,27030
018068,27025
018069,27026
018071,27010
018072,27010
018073,27052
018074,27047
018075,27020
018076,27027
018077,27010
018078,27015
018079,27030
018080,27016
018081,27010
018082,27040
018083,27034
018084,27053
018085,27010
018086,27020
018087,27010
018088,27035
018089,27050
018090,27030
018091,27030
018092,27040
018093,27010
018094,27040
018095,27054
018096,27047
018097,27040
018098,27052
018099,27010
018100,27040
018101,27040
018102,27036
018103,27020
018104,27020
018105,27050
018106,27030
018107,27030
018108,27050
018109,27020
018110,27100
018111,27040
018112,27030
018113,27037
018114,27017
018115,27040
018116,27050
018117,27050
018118,27040
018119,27040
018120,27050
018121,27050
018122,27055
018123,27038
018124,27042
018125,27040
018126,27052
018127,27010
018128,27050
018129,27010
018130,27030
018131,27040
018133,27043
018134,27040
018135,27010
018136,27020
018137,27028
018138,27039
018139,27010
018140,27046
018141,27016
018142,27050
018143,27047
018144,27030
018145,27010
018146,27020
018147,27020
018148,27020
018149,27050
018150,27010
018151,27048
018152,27010
018153,27049
018154,27030
018155,27050
018156,27030
018157,27010
018158,27011
018159,27020
018160,27010
018161,27050
018162,27020
018163,27020
018164,27020
018165,27020
018166,27050
018167,27020
018168,27020
018169,27010
018171,27057
018172,27020
018173,27010
018174,27053
018175,27040
018176,27018
018177,27029
018178,27035
018179,27030
018180,27019
018181,27010
018182,27058
018183,27047
018184,27059
018185,27010
018186,27030
018187,27049
018188,27017
018189,27020
018190,27030
018191,27056
018192,27014
018193,27061
019001,26020
019002,26020
019003,26021
019004,26010
019005,26010
019006,26040
019007,26020
019009,26030
019010,26010
019011,26010
019012,26010
019013,26020
019014,26030
019015,26010
019016,26011
019017,26010
019018,26010
019019,26014
019020,26010
019021,26041
019022,26020
019023,26030
019024,26010
019025,26012
019026,26022
019027,26010
019028,26040
019029,26010
019030,26030
019031,26042
019032,26020
019033,26010
019034,26010
019035,26013
019036,26100
019037,26010
019038,26020
019039,26020
019040,26040
019041,26010
019043,26010
019044,26020
019045,26030
019046,26030
019047,26020
019048,26040
019049,26020
019050,26044
019051,26023
019052,26040
019053,26031
019054,26010
019055,26020
019056,26030
019057,26040
019058,26010
019059,26010
019060,26010
019061,26045
019062,26010
019063,26010
019064,26032
019065,26024
019066,26020
019067,26025
019068,26043
019069,26033
019070,26030
019072,26010
019073,26017
019074,26040
019075,26035
019076,26026
019077,26010
019078,26017
019079,26010
019080,26010
019081,26010
019082,26010
019083,26036
019084,26027
019085,26010
019086,26014
019087,26010
019088,26020
019089,26046
019090,26037
019091,26040
019092,26040
019093,26047
019094,26010
019095,26028
019096,26030
019097,26029
019098,26015
019099,26048
019100,26020
019101,26030
019102,26016
019103,26049
019104,26020
019105,26017
019106,26030
019107,26038
019108,26040
019109,26017
019110,26018
019111,26010
019112,26019
019113,26039
019114,26030
019115,26030
019116,26034
020001,46011
020002,46041
020003,46031
020007,46012
020008,46013
020010,46040
020011,46040
020012,46040
020013,46032
020014,46033
020015,46042
020016,46014
020017,46043
020018,46040
020019,46040
020020,46010
020021,46010
020022,46030
020024,46040
020025,46010
020026,46044
020027,46023
020028,46040
020029,46020
020030,46100
020031,46010
020032,46010
020033,46045
020034,46046
020035,46024
020036,46040
020037,46020
020038,46035
020039,46020
020041,46040
020042,46025
020043,46030
020044,46040
020045,46047
020046,46020
020047,46026
020048,46010
020050,46017
020051,46040
020052,46037
020053,46048
020054,46018
020055,46027
020056,46020
020057,46030
020058,46020
020059,46010
020060,46020
020061,46028
020062,46030
020063,46040
020064,46030
020065,46029
020066,46019
020068,46039
020070,46049
020071,46034
020072,46036
020073,46020
021001,39040
021002,39010
021003,39040
021004,39057
021005,39010
021006,39036
021007,39040
021008,39100
021009,39030
021010,39041
021011,39042
021012,39051
021013,39031
021014,39010
021015,39052
021016,39040
021017,39032
021018,39020
021019,39040
021020,39010
021021,39030
021022,39043
021023,39053
021024,39040
021025,39040
021026,39033
021027,39027
021028,39034
021029,39044
021030,39030
021031,39050
021032,39045
021033,39040
021034,39030
021035,39010
021036,39020
021037,39021
021038,39022
021039,39040
021040,39055
021041,39011
021042,39023
021043,39040
021044,39040
021045,39040
021046,39024
021047,39030
021048,39020
021049,39020
021050,39010
021051,39012
021052,39035
021053,39040
021054,39013
021055,39010
021056,39025
021057,39040
021058,39056
021059,39050
021060,39040
021061,39046
021062,39020
021063,39030
021064,39025
021065,39040
021066,39014
021067,39026
021068,39030
021069,39040
021070,39040
021071,39030
021072,39054
021073,39010
021074,39037
021075,39037
021076,39040
021077,39038
021079,39050
021080,39015
021081,39030
021082,39030
021083,39010
021084,39010
021085,39047
021086,39058
021087,39017
021088,39030
021089,39048
021091,39020
021092,39030
021093,39028
021094,39020
021095,39029
021096,39030
021097,39018
021098,39040
021099,39010
021100,39050
021101,39019
021102,39040
021103,39020
021104,39016
021105,39051
021106,39030
021107,39049
021108,39030
021109,39030
021110,39030
021111,39040
021112,39010
021113,39039
021114,39040
021115,39049
021116,39040
021117,39030
021118,39010
022001,38061
022002,38041
022003,38060
022005,38010
022006,38062
022007,38063
022009,38042
022011,38043
022013,38060
022015,38050
022017,38071
022018,38080
022021,38080
022022,38051
022025,38060
022026,38020
022029,38080
022032,38050
022033,38022
022034,38052
022035,14031
022036,38031
022037,38010
022038,38050
022039,38032
022040,38030
022042,38080
022043,38050
022045,38082
022047,38030
022048,38053
022049,38050
022050,38033
022051,38011
022052,38010
022053,38073
022054,38022
022058,38060
022059,38050
022060,38020
022061,38045
022062,38023
022064,38020
022068,38027
022071,38010
022074,38010
022078,38074
022079,38074
022081,38010
022083,38075
022085,38050
022087,38064
022089,38040
022090,38050
022091,38060
022092,38030
022093,38086
022095,38055
022097,38050
022098,38060
022102,38046
022103,38015
022104,38056
022106,22010
022108,38040
022109,38040
022110,38027
022112,38086
022113,38030
022114,38020
022115,38050
022116,38016
022117,38017
022118,38035
022120,38018
022123,38065
022124,38069
022127,38060
022128,38060
022129,38050
022130,38050
022131,38026
022133,38050
022134,38030
022135,38060
022136,38024
022137,38020
022138,38079
022139,38057
022142,38050
022143,38086
022144,38060
022147,38037
022150,38020
022153,38066
022155,38010
022156,38050
022157,38050
022159,38010
022160,38030
022161,38068
022162,38010
022163,38020
022164,38050
022165,38059
022167,38010
022168,38050
022169,38010
022170,38011
022171,38050
022172,38047
022173,38010
022176,38030
022177,38048
022179,38088
022180,38010
022181,38010
022182,38070
022183,38089
022184,38080
022188,38050
022189,38050
022190,38050
022191,38060
022193,38060
022195,38027
022196,38038
022199,38079
022200,38010
022202,38050
022203,38068
022205,38121
022209,38040
022210,38060
022213,38029
022216,38057
022222,38060
022224,38060
022226,38030
022228,38077
022229,38067
022230,38012
022231,38078
022232,
022233,38025
022234,38085
022235,38092
022236,38049
022237,38011
022238,38083
022239,38079
022240,38059
022241,38034
022242,38010
022243,38076
022244,38094
022245,38054
022246,38087
022247,38070
022248,38070
022249,38019
022250,38039
022251,38010
022252,
022253,38028
022254,38030
023001,37010
023002,37041
023003,37050
023004,37040
023005,37030
023006,37011
023007,37050
023008,37040
023009,37040
023010,37040
023011,37021
023012,37051
023013,37020
023014,37010
023015,37012
023016,37060
023017,37042
023018,37013
023019,37052
023020,37043
023021,37060
023022,37014
023023,37010
023024,37030
023025,37053
023026,37020
023027,37044
023028,37030
023029,37050
023030,37010
023031,37020
023032,37060
023033,37020
023034,37020
023035,37022
023036,37016
023037,37060
023038,37023
023039,37031
023040,37063
023041,37050
023042,37030
023043,37017
023044,37045
023045,37018
023046,37020
023047,37030
023048,37046
023049,37030
023050,37032
023051,37060
023052,37024
023053,37054
023054,37060
023055,37050
023056,37050
023057,37010
023058,37026
023059,37019
023060,37064
023061,37040
023062,37010
023063,37030
023064,37055
023065,37050
023066,37040
023067,37028
023068,37056
023069,37047
023070,37035
023071,37057
023072,37058
023073,37036
023074,37030
023075,37050
023076,37029
023077,37015
023078,37020
023079,37010
023080,37030
023081,37038
023082,37066
023083,37060
023084,37060
023085,37040
023086,37010
023087,37039
023088,37060
023089,37067
023090,37030
023091,37121
023092,37040
023093,37030
023094,37068
023095,37049
023096,37069
023097,37059
023098,37040
024001,36020
024002,36020
024003,36045
024004,36077
024005,36070
024006,36057
024007,36011
024008,36071
024009,36012
024010,36020
024012,36061
024013,36050
024014,36042
024015,36040
024016,36050
024017,36070
024018,36030
024019,36030
024020,36030
024021,36043
024022,36020
024024,36010
024025,36050
024026,36022
024027,36020
024028,36070
024029,36072
024030,36010
024032,36010
024034,36073
024035,36030
024036,36051
024037,36070
024038,36031
024039,36052
024040,36030
024041,36010
024042,36032
024043,36053
024044,36050
024046,36040
024047,36040
024048,36033
024049,36010
024050,36040
024051,36023
024052,36045
024053,36030
024055,36034
024056,36035
024057,36063
024060,36054
024061,36075
024062,36030
024063,36030
024064,36047
024065,36047
024066,36050
024067,36010
024068,36050
024070,36065
024071,36024
024072,36070
024073,36055
024074,36025
024075,36040
024076,36040
024077,36060
024078,36013
024079,36026
024080,36010
024081,36020
024082,36050
024083,36050
024084,36076
024085,36010
024086,36060
024087,36027
024088,36028
024089,36010
024090,36040
024091,36066
024094,36070
024095,36014
024096,36030
024097,36030
024098,36040
024099,36060
024100,36015
024101,36020
024102,36040
024103,36050
024104,36056
024105,36016
024106,36040
024107,36036
024108,36040
024110,36070
024111,36078
024112,36040
024113,36030
024115,36010
024116,36100
024117,36021
024118,36030
024119,36010
024120,36050
024121,36020
024122,36030
024123,36040
024124,36048
024125,36020
024126,36064
024127,36046
025001,32021
025002,32031
025003,32022
025004,32030
025005,32041
025006,32100
025007,32040
025008,32042
025010,32020
025011,32030
025012,32010
025013,32040
025014,32020
025015,32040
025016,32043
025017,32040
025018,32040
025019,32020
025021,32032
025022,32030
025023,32020
025025,32020
025026,32033
025027,32020
025029,32020
025030,32020
025032,32040
025033,32040
025035,32010
025036,32034
025037,32010
025039,32044
025040,32014
025043,32020
025044,32020
025045,32030
025046,32040
025047,32040
025048,32035
025049,32020
025050,32045
025051,32046
025053,32036
025054,32020
025055,32030
025056,32037
025057,32010
025058,32030
025059,32027
025060,32010
025062,32020
025063,32040
025065,32040
025066,32040
025067,32020
025069,32010
025070,32038
025071,32013
025072,32010
025073,32010
025074,32026
026001,31030
026002,31030
026003,31011
026004,31030
026005,31030
026006,31031
026007,31012
026008,31030
026009,31032
026010,31030
026011,31030
026012,31033
026013,31030
026014,31034
026015,31040
026016,31040
026017,31010
026018,31030
026019,31013
026020,31014
026021,31015
026022,31016
026023,31041
026025,31035
026026,31010
026027,31051
026028,31043
026029,31010
026030,31010
026031,31018
026032,31040
026033,31010
026034,31040
026035,31036
026036,31037
026037,31040
026038,31010
026039,31010
026040,31052
026041,31040
026042,31050
026043,31021
026044,31050
026045,31010
026046,31044
026047,31050
026048,31010
026049,31045
026050,31040
026051,31046
026052,31024
026053,31010
026055,31038
026056,31040
026057,31053
026058,31047
026059,31050
026060,31040
026061,31054
026062,31050
026063,31022
026064,31055
026065,31020
026066,31023
026067,31020
026068,31039
026069,31056
026070,31040
026071,31048
026072,31020
026073,31020
026074,31020
026075,31025
026076,31020
026077,31020
026078,31026
026079,31040
026080,31020
026081,31057
026082,31027
026083,31058
026084,31020
026085,31040
026086,31100
026087,31049
026088,31028
026089,31050
026090,31020
026091,31020
026092,31029
026093,31040
026094,31050
026095,31059
026096,31017
027001,30020
027002,30010
027003,30010
027004,30010
027005,30021
027006,30014
027007,30022
027008,30015
027009,30020
027010,30010
027011,30023
027012,30031
027013,30020
027014,30032
027015,30020
027016,30025
027017,30030
027018,30020
027019,30016
027020,30020
027021,30030
027022,30020
027023,30034
027024,30035
027025,30024
027026,30033
027027,30020
027028,30030
027029,30026
027030,30020
027031,30020
027032,30030
027033,30027
027034,30028
027035,30036
027036,30029
027037,30037
027038,30038
027039,30039
027040,30025
027041,30020
027042,30100
027043,30030
027044,30013
028001,35031
028002,35021
028003,35020
028004,35022
028005,35032
028006,35020
028007,35020
028008,35023
028009,35030
028010,35040
028011,35041
028012,35040
028013,35010
028014,35024
028015,35020
028016,35010
028017,35011
028018,35010
028019,35012
028020,35010
028021,35020
028022,35040
028023,35010
028026,35025
028027,35040
028028,35020
028029,35040
028030,35030
028031,35030
028032,35013
028033,35020
028034,35026
028035,35020
028036,35010
028037,35042
028038,35014
028039,35015
028040,35030
028041,35010
028042,35010
028043,35040
028044,35020
028045,35010
028046,35010
028047,35034
028048,35020
028049,35040
028050,35010
028052,35040
028053,35040
028054,35035
028055,35043
028056,35044
028057,35036
028058,35027
028059,35045
028060,35122
028061,35020
028062,35040
028063,35016
028064,35017
028065,35028
028066,35020
028067,35040
028068,35029
028069,35020
028070,35020
028071,35030
028072,35030
028073,35030
028075,35010
028076,35010
028077,35018
028078,35010
028079,35020
028080,35010
028082,35020
028083,35040
028084,35040
028085,35020
028086,35030
028087,35047
028088,35048
028089,35037
028090,35020
028091,35019
028092,35038
028093,35010
028094,35020
028095,35040
028096,35030
028097,35040
028098,35040
028099,35010
028100,35010
028101,35010
028102,35040
028103,35010
028104,35010
028105,35030
028106,35020
028107,35046
029001,45011
029002,45012
029003,45031
029004,45021
029005,45022
029006,45032
029007,45033
029008,45030
029009,45034
029010,45020
029011,45020
029012,45035
029013,45030
029014,45030
029015,45010
029017,45015
029018,45023
029019,45030
029021,45036
029022,45024
029023,45030
029024,45025
029025,45030
029026,45010
029027,45020
029028,45030
029029,45026
029030,45017
029031,45020
029032,45037
029033,45030
029034,45010
029035,45010
029036,45020
029037,45038
029038,45030
029039,45018
029040,45010
029041,45100
029042,45030
029043,45020
029044,45030
029045,45039
029046,45019
029047,45027
029048,45010
029049,45030
029050,45020
029051,45030
029052,45014
030001,33041
030002,33020
030003,33021
030004,33051
030005,33022
030006,33011
030007,33040
030008,33050
030009,33031
030010,33032
030011,33050
030012,33010
030013,33030
030014,33042
030015,33030
030016,33030
030018,33050
030019,33010
030020,33050
030021,33020
030022,33020
030023,33052
030024,33048
030025,33010
030026,33043
030027,33033
030028,33010
030029,33023
030030,33040
030031,33030
030032,33030
030033,33010
030034,33040
030035,33020
030036,33040
030037,33034
030039,33030
030040,33020
030041,33024
030042,33020
030043,33013
030044,33050
030045,33040
030046,33053
030047,33029
030048,33050
030049,33054
030051,33010
030052,33010
030053,33030
030054,33010
030055,33044
030056,33050
030057,33035
030058,33036
030059,33015
030060,33040
030061,33010
030062,33050
030063,33030
030064,33055
030065,33045
030066,33010
030067,33025
030068,33010
030069,33056
030070,33057
030071,33026
030072,33037
030073,33027
030074,33050
030075,33050
030076,33016
030077,33050
030078,33040
030079,33050
030080,33040
030081,33020
030082,33050
030083,33040
030084,33020
030085,33040
030086,33046
030087,33030
030088,33020
030089,33029
030090,33010
030091,33047
030092,33010
030093,33010
030094,33020
030095,33030
030097,33050
030098,33050
030099,33038
030100,33058
030101,33048
030102,33040
030103,33049
030104,33050
030105,33050
030106,33030
030107,33020
030108,33040
030109,33039
030110,33020
030111,33040
030112,33020
030113,33040
030114,33030
030116,33017
030117,33018
030118,33010
030120,33050
030121,33028
030122,33040
030123,33050
030124,33010
030126,33010
030127,33019
030128,33050
030129,33100
030130,33030
030131,33010
030132,33020
030133,33029
030135,33040
030136,33020
030137,33030
030138,33040
030188,33061
030189,33012
030190,33050
030191,33014
031001,34070
031002,34071
031003,34070
031004,34070
031005,34072
031006,34070
031007,34170
031008,34072
031009,34073
031010,34070
031011,34076
031012,34074
031013,34070
031014,34070
031015,34076
031016,34077
031017,34078
031018,34075
031019,34070
031020,34070
031021,34070
031022,34070
031023,34079
031024,34070
031025,34070
032001,34011
032002,34016
032003,34015
032004,34018
032005,34010
032006,34121
033001,29010
033002,29010
033003,29010
033004,29021
033005,29022
033006,29011
033007,29010
033008,29010
033010,29012
033011,29013
033012,29014
033013,29015
033014,29010
033015,29020
033016,29020
033017,29020
033018,29016
033019,29023
033020,29024
033021,29017
033022,29010
033023,29020
033024,29010
033025,29025
033026,29018
033027,29010
033028,29020
033030,29026
033032,29120
033033,29010
033034,29010
033035,29027
033036,29028
033037,29010
033038,29029
033039,29010
033040,29019
033041,29010
033042,29010
033043,29020
033044,29010
033045,29020
033046,29010
033047,29020
033048,29010
033049,29010
034001,43051
034002,43032
034003,43041
034004,43042
034005,43030
034006,43043
034007,43011
034008,43030
034009,43044
034010,43052
034011,43053
034012,43021
034013,43035
034014,43036
034015,43012
034016,43010
034017,43045
034018,43013
034019,43037
034020,43014
034022,43010
034023,43022
034024,43024
034025,43015
034026,43025
034027,43121
034028,43047
034030,43010
034031,43038
034032,43039
034033,43017
034035,43040
034036,43019
034038,43040
034039,43028
034040,43059
034041,43056
034042,43029
034044,43050
034045,43040
034046,43049
034049,43018
034050,43010
034051,43058
035001,42020
035002,42011
035003,42031
035004,42021
035005,42022
035006,42041
035008,42023
035009,42012
035010,42040
035011,42033
035012,42013
035013,42034
035014,42014
035015,42024
035016,42035
035017,42025
035018,42026
035020,42015
035021,42042
035022,42043
035023,42044
035024,42016
035026,42045
035027,42027
035028,42017
035029,42028
035030,42020
035032,42046
035033,42121
035034,42010
035035,42047
035036,42048
035037,42018
035038,42020
035039,42049
035040,42019
035041,42010
035042,42020
035043,42030
035044,42030
035045,42030
035046,42032
036001,41030
036002,41030
036003,41011
036004,41031
036005,41012
036006,41013
036007,41051
036008,41014
036009,41032
036010,41033
036011,41021
036012,41034
036013,41042
036014,41022
036015,41043
036016,41044
036017,41052
036018,41023
036019,41053
036020,41054
036021,41036
036022,41037
036023,41121
036024,41025
036025,41045
036026,41055
036027,41015
036028,41016
036029,41046
036030,41026
036031,41027
036032,41040
036033,41048
036034,41017
036035,41020
036036,41018
036037,41038
036038,41039
036039,41030
036040,41049
036041,41056
036042,41028
036043,41029
036044,41019
036045,41057
036046,41058
036047,41059
037001,40011
037002,40050
037003,40052
037005,40010
037006,40121
037007,40021
037008,40054
037009,40012
037010,40032
037011,40033
037012,40020
037013,40034
037014,40022
037015,40030
037016,40023
037017,40050
037019,40013
037020,40024
037021,40055
037022,40035
037024,40014
037025,40060
037026,40025
037027,40041
037028,40015
037030,40057
037031,40030
037032,40026
037033,40042
037034,40050
037035,40051
037036,40043
037037,40059
037038,40061
037039,40062
037040,40063
037041,40050
037042,40050
037044,40036
037045,40027
037046,40064
037047,40065
037048,40066
037050,40010
037051,40048
037052,40016
037053,40017
037054,40068
037055,40018
037056,40019
037057,40037
037059,40038
037060,40069
037061,40053
037062,40046
038001,44011
038003,44012
038004,44042
038005,44021
038006,44022
038007,44034
038008,44121
038010,44037
038011,44023
038012,44020
038014,44026
038017,44020
038018,44028
038019,44015
038022,44049
038023,44019
038025,44020
038027,44027
038028,44047
038029,44033
038030,44039
039001,48011
039002,48012
039003,48010
039004,48013
039005,48010
039006,48014
039007,48015
039008,48017
039009,48010
039010,48018
039011,48010
039012,48022
039013,48024
039014,48121
039015,48025
039016,48026
039017,48020
039018,48027
040001,47021
040003,47032
040004,47030
040005,47011
040007,47520
040008,47042
040009,47012
040011,47013
040012,47121
040013,47034
040014,47010
040015,47035
040016,47043
040018,47020
040019,47014
040020,47025
040022,47015
040028,47020
040031,47010
040032,47016
040033,47010
040036,47017
040037,47020
040041,47030
040043,47018
040044,47027
040045,47039
040046,47030
040049,47019
040050,47028
041001,61041
041002,61042
041005,61026
041006,61040
041007,61043
041008,61044
041009,61021
041010,61030
041013,61032
041014,61033
041015,61034
041016,61040
041017,61021
041018,61040
041019,61011
041020,61012
041021,61030
041022,61026
041023,61023
041025,61040
041026,61013
041027,61024
041028,61040
041029,61037
041030,61020
041031,61010
041033,61014
041034,61030
041035,61010
041036,61025
041038,61040
041041,22010
041043,61045
041044,61024
041045,61020
041047,61026
041048,61023
041049,61046
041051,61039
041054,61047
041057,61048
041058,61040
041060,61013
041061,61040
041064,61020
041065,61010
041066,61049
041067,61029
041068,61022
041069,61030
041070,61038
041071,61028
042001,60020
042002,60100
042003,60011
042004,60010
042005,60030
042006,60021
042007,60020
042008,60030
042010,60022
042011,60010
042012,60031
042013,60043
042014,60033
042015,60013
042016,60034
042017,60044
042018,60015
042019,60024
042020,60040
042021,60035
042022,60025
042023,60030
042024,60030
042025,60030
042026,60036
042027,60018
042029,60030
042030,60037
042031,60030
042032,60026
042033,60020
042034,60027
042035,60010
042036,60010
042037,60030
042038,60020
042040,60030
042041,60030
042042,60038
042043,60030
042044,60041
042045,60019
042046,60030
042047,60048
042048,60020
042049,60039
042050,60012
043002,62021
043003,62010
043004,62020
043005,62035
043006,62020
043007,62032
043008,62020
043009,62022
043010,62039
043011,62020
043012,62011
043013,62012
043014,62020
043015,62014
043016,62024
043017,62035
043019,62025
043020,62022
043021,62020
043022,62020
043023,62100
043024,62024
043025,62010
043026,62010
043027,62036
043028,62010
043029,62010
043030,62010
043031,62015
043032,62020
043033,62010
043034,62034
043035,62020
043036,62014
043038,62036
043039,62025
043040,62021
043041,62010
043042,62017
043043,62018
043044,62019
043045,62020
043046,62026
043047,62027
043048,62020
043049,62028
043050,62025
043051,62020
043052,62038
043053,62029
043054,62010
043055,62010
043056,62039
043057,62039
043058,62035
044001,63095
044002,63075
044005,63083
044006,63096
044007,63100
044010,63063
044011,63082
044012,63072
044013,63081
044014,63079
044015,63087
044016,63067
044017,63064
044020,63084
044021,63086
044023,63066
044027,63085
044029,63061
044031,63077
044032,63068
044034,63069
044036,63062
044038,63094
044044,63088
044045,63076
044054,63073
044056,63092
044063,63065
044064,63093
044065,63071
044066,63074
044071,63078
044073,63091
045001,54011
045002,54021
045003,54033
045004,54014
045005,54015
045006,54023
045007,54013
045008,54035
045009,54016
045010,54100
045011,54038
045012,54026
045013,54010
045014,54027
045015,54012
045016,54028
045017,54029
046001,55011
046002,55022
046003,55051
046004,55023
046005,55041
046006,55031
046007,55012
046008,55030
046009,55032
046010,55033
046011,55025
046013,55042
046014,55020
046015,55027
046017,55100
046018,55054
046019,55034
046020,55020
046021,55015
046022,55064
046023,55035
046024,55045
046025,55036
046026,55016
046027,55038
046028,55047
046030,55040
046031,55030
046033,55049
046034,55019
046035,55030
046036,55021
046037,55030
047002,51031
047003,51011
047005,51035
047006,51036
047007,51010
047008,51010
047009,51015
047010,51037
047011,51016
047012,51017
047013,51018
047014,51100
047016,51019
047017,51039
047018,51020
047020,51030
047021,51010
047022,51013
047023,51024
047024,51028
048001,50012
048002,50031
048004,50032
048005,50041
048006,50013
048008,50050
048010,50051
048011,50050
048012,50052
048013,50062
048014,50053
048015,50014
048017,50122
048018,50033
048019,50054
048020,50050
048021,50022
048022,50023
048024,50055
048025,50060
048026,50034
048027,50050
048028,50056
048030,50025
048031,50035
048032,50060
048033,50065
048035,50066
048036,50067
048037,50068
048038,50026
048039,50060
048041,50018
048043,50019
048044,50058
048046,50036
048049,50039
048050,50059
048052,50063
048053,50038
048054,50028
049001,57020
049002,57021
049003,57034
049004,57031
049005,57032
049006,57022
049007,57023
049008,57014
049009,57123
049010,57030
049011,57033
049012,57025
049013,57036
049014,57037
049017,57016
049018,57027
049019,57020
049020,57028
049021,57038
050001,56031
050002,56032
050003,56011
050004,56012
050005,56033
050006,56040
050008,56021
050009,56022
050010,56040
050011,56041
050012,56034
050014,56043
050015,56040
050016,56030
050019,56040
050020,56040
050021,56040
050022,56020
050023,56040
050024,56036
050025,56037
050026,56120
050027,56045
050028,56038
050029,56025
050030,56046
050031,56017
050032,56028
050033,56029
050034,56040
050035,56020
050036,56030
050037,56019
050038,56010
050039,56048
050040,56035
050041,56042
051001,52031
051002,52100
051003,52032
051004,52011
051005,52021
051006,52010
051007,52033
051008,52016
051010,52018
051011,52029
051012,52043
051013,52022
051014,52010
051015,52010
051016,52041
051017,52044
051018,52045
051020,52024
051021,52046
051022,52047
051023,52010
051024,52035
051025,52048
051026,52025
051027,52010
051030,52036
051031,52014
051033,52027
051034,52037
051035,52038
051037,52010
051038,52010
051039,52028
051040,52026
051041,52015
051042,52020
052001,53021
052002,53041
052003,53022
052004,53031
052005,53011
052006,53019
052007,53023
052008,53040
052009,53042
052010,53012
052011,53043
052012,53034
052013,53013
052015,53045
052016,53035
052017,53014
052018,53015
052019,53016
052020,53025
052021,53026
052022,53036
052023,53017
052024,53040
052025,53030
052026,53040
052027,53040
052028,53037
052030,53027
052031,53047
052032,53100
052033,53048
052034,53018
052035,53049
052036,53020
052037,53024
053001,58031
053002,58042
053003,58011
053004,58033
053005,58034
053006,58043
053007,58044
053008,58045
053009,58022
053010,58023
053011,58100
053012,58012
053013,58051
053014,58014
053015,58024
053016,58019
053017,58026
053018,58015
053019,58017
053020,58053
053021,58036
053022,58037
053023,58054
053024,58020
053025,58038
053026,58010
053027,58025
053028,58055
054001,06081
054002,06083
054003,06084
054004,06031
054005,06042
054006,06033
054007,06043
054008,06044
054009,06061
054010,06041
054011,06010
054012,06062
054013,06012
054014,06050
054015,06073
054016,06021
054017,06053
054018,06034
054019,06022
054020,06054
054021,06030
054022,06035
054023,06023
054024,06024
054025,06060
054026,06063
054027,06055
054028,06056
054029,06057
054030,06036
054031,06045
054032,06010
054033,06014
054034,06025
054035,06046
054036,06060
054037,06064
054038,06065
054039,06121
054040,06066
054041,06026
054042,06040
054043,06047
054044,06016
054045,06040
054046,06027
054047,06040
054048,06030
054049,06028
054050,06038
054051,06049
054052,06059
054053,06089
054054,06039
054055,06069
054056,06019
054057,06029
054058,06040
054059,06030
055001,05021
055002,05011
055003,05020
055004,05022
055005,05031
055006,05012
055007,05023
055008,05032
055009,05013
055010,05014
055011,05015
055012,05034
055013,05016
055014,05024
055015,05025
055016,05020
055017,05026
055018,05020
055019,05030
055020,05010
055021,05017
055022,05035
055023,05018
055024,05030
055025,05010
055026,05028
055027,05030
055028,05010
055029,05029
055030,05010
055031,05039
055032,05100
055033,05020
056001,01021
056002,01010
056003,01022
056004,01010
056005,01030
056006,01030
056007,01010
056008,01023
056009,01020
056010,01030
056011,01030
056012,01011
056013,01010
056014,01012
056015,01032
056016,01030
056017,01030
056018,01024
056019,01020
056020,01010
056021,01033
056022,01020
056023,01030
056024,01034
056025,01030
056026,01010
056027,01035
056028,01010
056029,01020
056030,01025
056031,01010
056032,01010
056033,01020
056034,01010
056035,01014
056036,01027
056037,01010
056038,01030
056039,01036
056040,01010
056041,01010
056042,01028
056043,01010
056044,01020
056045,01037
056046,01010
056047,01020
056048,01038
056049,01015
056050,01016
056051,01010
056052,01017
056053,01018
056054,01030
056055,01030
056056,01010
056057,01019
056058,01039
056059,01100
056060,01030
057001,02011
057002,02012
057003,02013
057004,02020
057005,02020
057006,02010
057007,02021
057008,02010
057009,02014
057010,02040
057011,02030
057012,02041
057013,02020
057014,02031
057015,02010
057016,02015
057017,02010
057018,02022
057019,02020
057020,02020
057021,02042
057022,02010
057023,02020
057024,02040
057025,02043
057026,02040
057027,02032
057028,02023
057029,02044
057030,02030
057031,02045
057032,02010
057033,02016
057034,02020
057035,02046
057036,02020
057037,02010
057038,02040
057039,02040
057040,02040
057041,02033
057042,02040
057043,02040
057044,02034
057045,02010
057046,02020
057047,02035
057048,02020
057049,02024
057050,02025
057051,02018
057052,02040
057053,02047
057054,02037
057055,02030
057056,02030
057057,02019
057058,02030
057059,02100
057060,02010
057061,02040
057062,02026
057063,02040
057064,02038
057065,02040
057066,02048
057067,02040
057068,02039
057069,02030
057070,02049
057071,02020
057072,02040
057073,02020
058001,00021
058002,00020
058003,00041
058004,00051
058005,00061
058006,00022
058007,00042
058008,00020
058009,00040
058010,00023
058011,00031
058012,00030
058013,00062
058014,00020
058015,00063
058016,00060
058017,00020
