pro_com_t,cap
058018,00060
058019,00030
058020,00032
058021,00010
058022,00040
058023,00024
058024,00060
058025,00030
058026,00033
058027,00020
058028,00020
058029,00052
058030,00020
058031,00020
058032,00053
058033,00060
058034,00034
058035,00030
058036,00065
058037,00060
058038,00060
058039,00044
058040,00010
058041,00030
058042,00030
058043,00045
058044,00025
058045,00030
058046,00046
058047,00012
058048,00020
058049,00030
058050,00040
058051,00026
058052,00060
058053,00020
058054,00066
058055,00020
058056,00010
058057,00047
058058,00060
058059,00013
058060,00040
058061,00010
058062,00030
058063,00010
058064,00040
058065,00015
058066,00010
058067,00010
058068,00067
058069,00060
058070,00040
058071,00017
058072,00048
058073,00035
058074,00036
058075,00018
058076,00020
058077,00020
058078,00010
058079,00071
058080,00060
058081,00060
058082,00068
058083,00020
058084,00020
058085,00030
058086,00040
058087,00020
058088,00040
058089,00030
058090,00030
058091,00186
058092,00027
058093,00060
058094,00020
058095,00010
058096,00010
058097,00058
058098,00010
058099,00060
058100,00030
058101,00020
058102,00037
058103,00028
058104,00019
058105,00059
058106,00060
058107,00069
058108,00020
058109,00020
058110,00038
058111,00049
058112,00029
058113,00020
058114,00039
058115,00040
058116,00055
058117,00040
058118,00043
058119,00030
058120,00054
058122,00013
059001,04011
059002,04010
059003,04020
059004,04021
059005,04012
059006,04010
059007,04022
059008,04023
059009,04024
059010,04020
059011,04100
059012,04025
059013,04010
059014,04026
059015,04020
059016,04010
059017,04014
059018,04027
059019,04015
059020,04010
059021,04010
059022,04010
059023,04010
059024,04016
059025,04017
059026,04020
059027,04013
059028,04018
059029,04010
059030,04029
059031,04020
059032,04019
059033,04020
060001,03040
060002,03010
060003,03011
060004,03041
060005,03021
060006,03012
060007,03031
060008,03032
060009,03020
060010,03033
060011,03042
060012,03040
060013,03040
060014,03022
060015,03030
060016,03030
060017,03030
060018,03034
060019,03043
060020,03030
060021,03040
060022,03030
060023,03020
060024,03023
060025,03024
060026,03044
060027,03030
060028,03010
060029,03030
060030,03040
060031,03045
060032,03020
060033,03013
060034,03010
060035,03014
060036,03035
060037,03030
060038,03100
060039,03010
060040,03040
060041,03020
060042,03016
060043,03036
060044,03025
060045,03017
060046,03018
060047,03020
060048,03010
060049,03030
060050,03040
060051,03020
060052,03030
060053,03010
060054,03040
060055,03026
060056,03037
060057,03030
060058,03027
060059,03030
060060,03038
060061,03040
060062,03046
060063,03047
060064,03028
060065,03040
060066,03040
060067,03048
060068,03049
060069,03030
060070,03040
060071,03010
060072,03040
060073,03010
060074,03039
060075,03020
060076,03019
060077,03040
060078,03010
060079,03020
060080,03010
060081,03010
060082,03020
060083,03040
060084,03040
060085,03029
060086,03030
060087,03010
060088,03040
060089,03030
060090,03020
060091,03040
061001,81010
061002,81011
061003,81012
061004,81021
061005,81031
061006,81010
061007,81041
061008,81059
061009,81013
061010,81042
061011,81050
061012,81030
061013,81020
061014,81014
061015,81043
061016,81032
061017,81030
061018,81022
061019,81033
061020,81030
061021,81020
061022,81100
061023,81010
061024,81040
061025,81016
061026,81020
061027,81030
061028,81023
061029,81030
061030,81010
061031,81044
061032,81040
061033,81010
061034,81014
061035,81040
061036,81050
061037,81030
061038,81010
061039,81044
061040,81042
061041,81010
061042,81046
061043,81030
061044,81010
061045,81040
061046,81030
061047,81047
061048,81024
061049,81025
061050,81035
061051,81049
061052,81034
061053,81030
061054,81030
061055,81050
061056,81013
061057,81016
061058,81051
061059,81040
061060,81052
061061,81040
061062,81050
061063,81010
061064,81010
061065,81050
061066,81017
061067,81020
061068,81053
061069,81040
061070,81035
061071,81051
061072,81042
061073,81010
061074,81036
061075,81027
061076,81010
061077,81030
061078,81020
061079,81049
061080,81016
061081,81054
061082,81028
061083,81055
061084,81050
061085,81050
061086,81017
061087,81030
061088,81037
061089,81056
061090,81030
061091,81057
061092,81030
061093,81044
061094,81038
061095,81058
061096,81010
061097,81020
061098,81030
061099,81039
061100,81041
061101,81030
061102,81030
061103,81030
061104,81020
062001,82011
062002,82031
062003,82021
062004,82030
062005,82011
062006,82010
062007,82020
062008,82100
062009,82013
062010,82010
062011,82020
062012,82018
062013,82020
062014,82030
062015,82027
062016,82022
062017,82024
062018,82030
062019,82037
062020,82023
062021,82030
062022,82010
062023,82032
062024,82020
062025,82024
062026,82033
062027,82030
062028,82015
062029,82030
062030,82030
062031,82020
062032,82011
062033,82020
062034,82020
062035,82030
062036,82020
062037,82034
062038,82030
062039,82030
062040,82010
062041,82020
062042,82025
062043,82016
062044,82026
062045,82020
062046,82020
062047,82017
062048,82011
062049,82030
062050,82020
062051,82030
062052,82020
062053,82030
062054,82027
062055,82030
062056,82020
062057,82028
062058,82018
062059,82020
062060,82010
062061,82030
062062,82034
062063,82034
062064,82029
062065,82010
062066,82018
062067,82010
062068,82030
062069,82020
062070,82019
062071,82010
062072,82026
062073,82036
062074,82037
062075,82030
062076,82030
062077,82038
062078,82021
063001,80011
063002,80021
063003,80051
063004,80071
063005,80022
063006,80070
063007,80070
063008,80041
063009,80042
063010,80031
063011,80023
063012,80012
063013,80030
063014,80073
063015,80030
063016,80024
063017,80013
063018,80032
063019,80074
063020,80025
063021,80020
063022,80050
063023,80026
063024,80053
063025,80030
063026,80040
063027,80033
063028,80030
063029,80030
063030,80020
063031,80075
063032,80027
063033,80020
063034,80014
063035,80054
063036,80028
063037,80077
063038,80076
063039,80050
063040,80030
063041,80016
063042,80030
063043,80034
063044,80061
063045,80017
063046,80062
063047,80070
063048,80018
063049,80123
063050,80035
063051,80044
063052,80036
063053,80063
063054,80050
063055,80040
063056,80040
063057,80038
063058,80045
063059,80055
063060,80078
063061,80079
063062,80019
063063,80010
063064,80056
063065,80030
063066,80040
063067,80046
063068,80047
063069,80030
063070,80040
063071,80065
063072,80048
063073,80029
063074,80057
063075,80030
063076,80039
063077,80030
063078,80070
063079,80049
063080,80067
063081,80040
063082,80040
063083,80058
063084,80059
063085,80030
063086,80069
063087,80010
063088,80030
063089,80040
063090,80050
063091,80040
063092,80040
064001,83020
064002,83011
064003,83040
064004,83041
064005,83031
064006,83042
064007,83021
064008,83100
064009,83043
064010,83022
064011,83044
064012,83032
064013,83040
064014,83040
064015,83045
064016,83040
064017,83040
064018,83010
064019,83040
064020,83034
064021,83040
064022,83040
064023,83040
064024,83040
064025,83012
064026,83020
064027,83010
064028,83040
064029,83020
064030,83040
064031,83020
064032,83040
064033,83040
064034,83020
064035,83040
064036,83040
064037,83030
064038,83035
064039,83010
064040,83040
064041,83046
064042,83030
064043,83023
064044,83047
064045,83040
064046,83030
064047,83020
064048,83030
064049,83013
064050,83036
064051,83030
064052,83037
064053,83030
064054,83024
064055,83030
064056,83030
064057,83048
064058,83040
064059,83038
064060,83049
064063,83040
064064,83020
064065,83027
064066,83051
064067,83014
064068,83020
064069,83050
064070,83052
064071,83010
064072,83030
064073,83015
064074,83030
064075,83039
064076,83020
064077,83020
064078,83016
064079,83050
064080,83017
064081,83050
064082,83050
064083,83018
064084,83020
064085,83050
064086,83050
064087,83050
064088,83020
064089,83053
064090,83050
064091,83010
064092,83054
064093,83030
064095,83050
064096,83030
064097,83050
064098,83050
064099,83028
064100,83020
064101,83029
064102,83050
064103,83020
064104,83055
064105,83010
064106,83020
064107,83030
064108,83056
064109,83057
064110,83030
064111,83010
064112,83058
064113,83010
064114,83059
064115,83050
064116,83030
064117,83050
064118,83030
064119,83050
064120,83030
064121,83025
065001,84042
065002,84043
065003,84044
065004,84040
065005,84045
065006,84011
065007,84012
065008,84020
065009,84046
065010,84030
065011,84010
065012,84031
065013,84081
065014,84091
065015,84020
065016,84082
065017,84021
065018,84032
065019,84030
065020,84080
065021,84040
065022,84022
065023,84040
065024,84040
065025,84047
065026,84030
065027,84030
065028,84040
065029,84030
065030,84020
065031,84048
065032,84040
065033,84020
065034,84083
065035,84049
065036,84090
065037,84013
065038,84040
065039,84051
065040,84052
065041,84010
065042,84053
065043,84020
065044,84010
065045,84020
065046,84024
065047,84010
065048,84020
065049,84050
065050,84025
065051,84055
065052,84084
065053,84010
065054,84050
065055,84090
065056,84095
065057,84056
065058,84050
065059,84050
065060,84050
065061,84057
065062,84050
065063,84020
065064,84050
065065,84050
065066,84010
065067,84085
065068,84010
065069,84060
065070,84060
065071,84060
065072,84090
065073,84096
065074,84060
065075,84030
065076,84033
065077,84030
065078,84014
065079,84015
065080,84060
065081,84061
065082,84062
065083,84020
065084,84060
065085,84060
065086,84020
065087,84034
065088,84016
065089,84020
065090,84080
065091,84060
065092,84060
065093,84030
065094,84020
065095,84065
065096,84066
065097,84035
065098,84068
065099,84098
065100,84017
065101,84026
065102,84010
065103,84060
065104,84010
065105,84020
065106,84069
065107,84060
065108,84086
065109,84070
065110,84020
065111,84020
065112,84070
065113,84070
065114,84036
065115,84070
065116,84121
065117,84020
065118,84099
065119,84070
065120,84020
065121,84090
065122,84010
065123,84070
065124,84070
065125,84030
065126,84030
065127,84070
065128,84027
065129,84037
065130,84010
065131,84020
065132,84010
065133,84030
065134,84073
065135,84087
065136,84038
065137,84018
065138,84010
065139,84070
065140,84028
065141,84074
065142,84088
065143,84029
065144,84070
065145,84075
065146,84039
065147,84076
065148,84030
065149,84077
065150,84030
065151,84010
065152,84070
065153,84070
065154,84078
065155,84020
065156,84079
065157,84019
065158,84092
066001,67020
066002,67041
066003,67030
066004,67030
066005,67030
066006,67051
066007,67052
066008,67010
066009,67021
066010,67030
066011,67050
066012,67030
066013,67012
066014,67020
066015,67030
066016,67013
066017,67050
066018,67030
066019,67022
066020,67053
066021,67014
066022,67020
066023,67060
066024,67020
066025,67061
066026,67023
066027,67020
066028,67031
066029,67050
066030,67020
066031,67024
066032,67043
066033,67044
066034,67050
066035,67030
066036,67054
066037,67030
066038,67040
066039,67050
066040,67020
066041,67030
066042,67020
066043,67020
066044,67020
066045,67020
066046,67055
066047,67030
066048,67030
066049,67100
066050,67050
066051,67056
066052,67045
066053,67062
066054,67050
066055,67020
066056,67015
066057,67050
066058,67020
066059,67040
066060,67025
066061,67030
066062,67063
066063,67050
066064,67050
066065,67046
066066,67030
066067,67064
066068,67032
066069,67057
066070,67033
066071,67034
066072,67017
066073,67026
066074,67020
066075,67035
066076,67030
066077,67027
066078,67036
066079,67030
066080,67066
066081,67047
066082,67048
066083,67030
066084,67037
066085,67058
066086,67020
066087,67028
066088,67020
066089,67067
066090,67020
066091,67020
066092,67050
066093,67038
066094,67030
066095,67019
066096,67068
066097,67029
066098,67039
066099,67069
066100,67020
066101,67049
066102,67059
066103,67030
066104,67020
066105,67020
066106,67050
066107,67030
066108,67030
067001,64011
067002,64010
067003,64031
067004,64032
067005,64030
067006,64020
067007,64033
067008,64012
067009,64020
067010,64030
067011,64020
067012,64041
067013,64034
067014,64035
067015,64036
067016,64037
067017,64010
067018,64042
067019,64010
067020,64010
067021,64013
067022,64040
067023,64043
067024,64044
067025,64021
067026,64045
067027,64030
067028,64046
067029,64020
067030,64023
067031,64015
067032,64024
067033,64039
067034,64047
067035,64025
067036,64010
067037,64026
067038,64016
067039,64027
067040,64028
067041,64100
067042,64010
067043,64010
067044,64018
067045,64049
067046,64010
067047,64014
068001,65020
068002,65020
068003,65020
068004,65010
068005,65022
068006,65010
068007,65023
068008,65010
068009,65020
068010,65011
068011,65012
068012,65013
068013,65010
068014,65010
068015,65010
068016,65020
068017,65020
068018,65010
068019,65010
068020,65020
068021,65014
068022,65024
068023,65010
068024,65015
068025,65010
068026,65010
068027,65017
068028,65121
068029,65020
068030,65019
068031,65010
068032,65020
068033,65026
068034,65020
068035,65020
068036,65020
068037,65020
068038,65020
068039,65027
068040,65025
068041,65010
068042,65028
068043,65029
068044,65020
068045,65010
068046,65010
069001,66040
069002,66044
069003,66010
069004,66030
069005,66041
069006,66042
069007,66040
069008,66011
069009,66040
069010,66010
069011,66030
069012,66050
069013,66010
069014,66031
069015,66021
069016,66012
069017,66043
069018,66032
069019,66040
069020,66033
069021,66050
069022,66100
069023,66040
069024,66010
069025,66010
069026,66040
069027,66014
069028,66051
069029,66050
069030,66010
069031,66015
069032,66030
069033,66022
069034,66050
069035,66023
069036,66050
069037,66030
069038,66050
069039,66040
069040,66010
069041,66052
069042,66010
069043,66016
069044,66050
069045,66010
069046,66034
069047,66050
069048,66010
069049,66050
069050,66010
069051,66030
069052,66040
069053,66040
069054,66010
069055,66050
069056,66030
069057,66036
069058,66026
069059,66020
069060,66017
069061,66050
069062,66010
069063,66040
069064,66010
069065,66040
069066,66040
069067,66030
069068,66020
069069,66010
069070,66040
069071,66010
069072,66010
069073,66010
069074,66020
069075,66040
069076,66050
069077,66040
069078,66040
069079,66050
069080,66050
069081,66020
069082,66010
069083,66050
069084,66030
069085,66037
069086,66038
069087,66020
069088,66045
069089,66018
069090,66010
069091,66020
069092,66046
069093,66050
069094,66010
069095,66019
069096,66030
069097,66050
069098,66010
069099,66054
069100,66020
069101,66010
069102,66047
069103,66040
069104,66040
070001,86030
070002,86011
070003,86021
070004,86041
070005,86010
070006,86100
070007,86020
070008,86010
070009,86040
070010,86042
070011,86043
070012,86010
070013,86030
070014,86020
070015,86031
070016,86010
070017,86012
070018,86010
070019,86030
070020,86020
070021,86044
070022,86020
070023,86010
070024,86020
070025,86013
070026,86010
070027,86030
070028,86014
070029,86034
070030,86015
070031,86035
070032,86022
070033,86030
070034,86030
070035,86040
070036,86030
070037,86030
070038,86010
070039,86020
070040,86040
070041,86023
070042,86032
070043,86033
070044,86040
070045,86030
070046,86036
070047,86040
070048,86040
070049,86010
070050,86037
070051,86038
070052,86024
070053,86040
070054,86020
070055,86045
070056,86040
070057,86016
070058,86040
070059,86025
070060,86020
070061,86040
070062,86026
070063,86020
070064,86030
070065,86030
070066,86010
070067,86010
070068,86040
070069,86046
070070,86027
070071,86020
070072,86047
070073,86020
070074,86048
070075,86017
070076,86020
070077,86030
070078,86039
070079,86028
070080,86018
070081,86029
070082,86010
070083,86049
070084,86019
071001,71021
071002,71031
071003,71020
071004,71011
071005,71022
071006,71032
071007,71023
071008,71010
071009,71024
071010,71041
071011,71030
071012,71010
071013,71033
071014,71030
071015,71025
071016,71020
071017,71034
071018,71035
071019,71020
071020,71042
071021,71010
071022,71026
071023,71020
071024,71121
071025,71010
071026,71040
071027,71010
071028,71036
071029,71043
071031,71030
071032,71020
071033,71037
071034,71030
071035,71027
071036,71045
071037,71020
071038,71010
071039,71038
071040,71010
071041,71010
071042,71020
071043,71012
071044,71039
071046,71013
071047,71014
071048,71030
071049,71015
071050,71010
071051,71016
071052,71028
071053,71010
071054,71047
071055,71048
071056,71017
071058,71029
071059,71018
071060,71019
071061,71030
071062,71030
071063,71040
071064,71030
072001,70021
072002,70010
072003,70011
072004,70022
072006,70122
072008,70020
072010,70020
072011,70032
072012,70020
072014,70010
072015,70010
072016,70020
072017,70013
072018,70010
072019,70014
072020,70033
072021,70023
072022,70054
072023,70024
072024,70025
072025,70010
072027,70026
072028,70042
072029,70056
072030,70043
072031,70015
072032,70016
072033,70027
072034,70020
072035,70044
072036,70017
072037,70018
072038,70037
072039,70010
072040,70028
072041,70029
072043,70038
072044,70020
072046,70019
072047,70010
072048,70010
073001,74020
073002,74021
073003,74011
073004,74012
073005,74020
073006,74022
073007,74013
073008,74023
073009,74014
073010,74020
073011,74020
073012,74024
073013,74015
073014,74020
073015,74016
073016,74020
073017,74020
073018,74020
073019,74017
073020,74018
073021,74019
073022,74026
073023,74020
073024,74027
073025,74020
073026,74028
073027,74120
073028,74020
073029,74010
074001,72100
074002,72012
074003,72013
074004,72020
074005,72014
074006,72020
074007,72015
074008,72021
074009,72022
074010,72023
074011,72024
074012,72017
074013,72025
074014,72018
074015,72026
074016,72027
074017,72019
074018,72020
074019,72028
074020,72029
075002,73031
075003,73011
075004,73040
075005,73032
075006,73040
075007,73010
075008,73020
075009,73020
075010,73021
075011,73012
075012,73020
075013,73010
075014,73041
075015,73020
075016,73042
075017,73020
075018,73020
075019,73040
075020,73020
075021,73040
075022,73043
075023,73022
075024,73033
075025,73020
075026,73020
075027,73030
075028,73034
075029,73013
075030,73044
075031,73014
075032,73030
075033,73020
075034,73010
075035,73100
075036,73010
075037,73045
075038,73023
075039,73024
075040,73025
075041,73020
075042,73046
075043,73026
075044,73040
075045,73020
075046,73035
075047,73027
075048,73047
075049,73030
075050,73040
075051,73036
075052,73048
075053,73040
075054,73020
075055,73051
075056,73030
075057,73028
075058,73020
075059,73052
075060,73053
075061,73037
075063,73055
075064,73049
075065,73015
075066,73050
075067,73030
075068,73016
075069,73010
075070,73017
075071,73010
075072,73020
075073,73020
075074,73050
075075,73010
075076,73010
075077,73040
075078,73038
075079,73018
075080,73010
075081,73040
075082,73030
075083,73010
075084,73056
075085,73057
075086,73030
075087,73019
075088,73039
075089,73058
075090,73059
075091,73020
075092,73010
075093,73029
075094,73010
075095,73020
075096,24063
075097,73010
075098,73054
076001,85010
076002,85011
076003,85010
076004,85010
076005,85010
076006,85020
076007,85021
076008,85050
076009,85010
076010,85050
076011,85022
076012,85051
076013,85050
076014,85010
076015,85010
076016,85030
076017,85010
076018,85010
076019,85030
076020,85030
076021,85050
076022,85040
076023,85040
076024,85010
076025,85031
076026,85030
076027,85030
076028,85032
076029,85012
076030,85033
076031,85034
076032,85020
076033,85023
076034,85034
076035,85010
076036,85013
076037,85050
076038,85010
076039,85042
076040,85043
076041,85014
076042,85044
076043,85024
076044,85046
076045,85052
076046,85050
076047,85020
076048,85025
076049,85010
076050,85047
076051,85020
076052,85053
076053,85054
076054,85040
076055,85035
076056,85015
076057,85026
076058,85020
076059,85055
076060,85016
076061,85010
076062,85010
076063,85100
076064,85027
076065,85020
076066,85028
076067,85020
076068,85040
076069,85036
076070,85048
076071,85056
076072,85020
076073,85010
076074,85030
076075,85030
076076,85020
076077,85030
076078,85030
076079,85050
076080,85037
076081,85050
076082,85050
076083,85050
076084,85050
076085,85038
076086,85039
076087,85032
076088,85030
076089,85050
076090,85017
076091,85057
076092,85049
076093,85018
076094,85010
076095,85029
076096,85058
076097,85040
076098,85059
076099,85020
076100,85050
077001,75011
077002,75010
077003,75012
077004,75010
077005,75010
077006,75021
077007,75010
077008,75013
077009,75010
077010,75010
077011,75014
077012,75010
077013,75022
077014,75100
077015,75010
077016,75023
077017,75024
077018,75020
077019,75010
077020,75015
077021,75025
077022,75016
077023,75026
077024,75017
077025,75027
077026,75010
077027,75018
077028,75019
077029,75028
077030,75029
077031,75020
078001,87010
078002,87020
078003,87041
078004,87031
078005,87020
078006,87070
078007,87070
078008,87040
078009,87042
078010,87032
078011,87071
078012,87051
078013,87033
078014,87030
078015,87021
078016,87050
078017,87043
078018,87060
078019,87020
078020,87020
078021,87060
078022,87060
078023,87061
078024,87070
078025,87062
078026,87030
078027,87050
078029,87011
078030,87040
078031,87040
078032,87070
078033,87012
078034,87053
078035,87050
078036,87070
078037,87044
078038,87010
078039,87040
078040,87022
078041,87010
078042,87030
078043,87050
078045,87100
078046,87060
078047,87060
078048,87023
078049,87045
078050,87030
078051,87013
078052,87030
078053,87050
078054,87010
078055,87030
078056,87072
078057,87010
078058,87024
078059,87034
078060,87020
078061,87020
078062,87035
078063,87014
078064,87015
078065,87050
078066,87010
078067,87030
078068,87066
078069,87010
078070,87040
078071,87020
078072,87030
078073,87010
078074,87060
078075,87050
078076,87040
078077,87040
078078,87050
078079,87040
078080,87040
078081,87046
078082,87070
078083,87016
078084,87026
078085,87010
078086,87070
078087,87073
078088,87020
078089,87060
078090,87050
078091,87027
078092,87020
078093,87040
078094,87040
078096,87050
078097,87050
078098,87050
078099,87060
078100,87070
078101,87028
078102,87036
078103,87074
078104,87017
078105,87054
078106,87040
078107,87070
078109,87010
078110,87050
078111,87010
078112,87040
078113,87060
078114,87069
078115,87010
078116,87037
078117,87020
078118,87060
078119,87055
078120,87070
078121,87040
078122,87038
078123,87018
078124,87010
078125,87020
078126,87030
078127,87047
078128,87010
078129,87010
078130,87020
078131,87010
078132,87020
078133,87048
078134,87056
078135,87030
078136,87010
078137,87060
078138,87029
078139,87057
078140,87030
078142,87019
078143,87058
078145,87040
078146,87010
078147,87060
078148,87010
078149,87020
078150,87075
078152,87060
078153,87020
078154,87076
078155,87040
078156,87050
078157,87064
079002,88055
079003,88050
079004,88040
079005,88050
079007,88060
079008,88060
079009,88050
079011,88021
079012,88070
079017,88050
079018,88062
079020,88040
079023,88100
079024,88067
079025,88067
079027,88050
079029,88064
079030,88040
079033,88040
079034,88020
079036,88051
079039,88022
079042,88060
079043,88041
079047,88042
079048,88040
079052,88050
079055,88060
079056,88060
079058,88045
079059,88024
079060,88040
079061,88065
079063,88060
079065,88020
079068,88050
079069,88025
079071,88050
079072,88044
079073,88040
079074,88040
079077,88040
079080,88060
079081,88060
079083,88040
079087,88047
079088,88067
079089,88050
079092,88050
079094,88060
079095,88050
079096,88040
079099,88040
079108,88021
079110,88040
079114,88025
079115,88040
079116,88060
079117,88060
079118,88060
079122,88067
079123,88060
079126,88050
079127,88050
079129,88040
079130,88054
079131,88040
079133,88050
079134,88050
079137,88068
079138,88049
079139,88050
079142,88069
079143,88069
079146,88055
079147,88056
079148,88060
079151,88050
079157,88050
079160,88046
080001,89030
080002,89040
080003,89020
080004,89040
080005,89031
080006,89060
080007,89011
080008,89030
080009,89032
080010,89040
080011,89033
080012,89034
080013,89035
080014,89036
080015,89030
080016,89050
080017,89040
080018,89052
080019,89020
080020,89040
080021,89030
080022,89060
080023,89030
080024,89030
080025,89041
080026,89040
080027,89021
080028,89022
080029,89030
080030,89050
080031,89012
080032,89050
080033,89030
080034,89050
080035,89054
080036,89040
080037,89020
080038,89013
080039,89042
080040,89043
080041,89050
080042,89023
080043,89044
080044,89045
080045,89046
080046,89020
080047,89040
080048,89020
080049,89020
080050,89063
080051,89010
080052,89040
080053,89064
080054,89065
080055,89014
080056,89038
080057,89015
080058,89040
080059,89040
080060,89039
080061,89024
080062,89040
080063,89124
080064,89040
080065,89016
080066,89060
080067,89047
080068,89060
080069,89025
080070,89030
080071,89017
080072,89040
080073,89069
080074,89030
080075,89020
080076,89020
080077,89050
080078,89056
080079,89030
080080,89050
080081,89027
080082,89040
080083,89057
080084,89010
080085,89058
080086,89028
080087,89020
080088,89048
080089,89020
080090,89030
080091,89040
080092,89049
080093,89029
080094,89010
080095,89010
080096,89018
080097,89026
081001,91011
081002,91012
081003,91013
081004,91021
081005,91014
081006,91022
081007,91015
081008,91016
081009,91023
081010,91024
081011,91025
081012,91026
081013,91027
081014,91017
081015,91028
081016,91020
081017,91020
081018,91018
081019,91029
081020,91010
081021,91100
081022,91019
081023,91010
081024,91020
081025,91031
082001,90021
082002,90020
082003,90020
082004,90010
082005,90030
082006,90011
082007,90041
082008,90020
082009,90031
082010,90032
082011,90030
082012,90020
082013,90042
082014,90012
082015,90022
082016,90030
082017,90010
082018,90030
082019,90043
082020,90040
082021,90044
082022,90013
082023,90014
082024,90020
082025,90030
082026,90030
082027,90015
082028,90010
082029,90033
082030,90023
082031,90045
082032,90016
082033,90030
082034,90034
082035,90010
082036,90024
082037,90010
082038,90040
082039,90030
082040,90030
082041,90010
082042,90010
082043,90040
082044,90010
082045,90025
082046,90035
082047,90030
082048,90036
082049,90046
082050,90040
082051,90020
082052,90030
082053,90133
082054,90047
082055,90026
082056,90027
082057,90037
082058,90028
082059,90010
082060,90038
082061,90040
082062,90020
082063,90040
082064,90048
082065,90010
082066,90030
082067,90017
082068,90020
082069,90020
082070,90018
082071,90049
082072,90040
082073,90019
082074,90040
082075,90010
082076,90029
082077,90020
082078,90020
082079,90039
082080,90030
082081,90020
082082,90020
083001,98070
083002,98020
083003,98021
083004,98030
083005,98051
083006,98060
083007,98061
083008,98031
083009,98071
083010,98070
083011,98072
083012,98032
083013,98070
083014,98070
083015,98030
083016,98053
083017,98033
083018,98040
083019,98060
083020,98062
083021,98022
083022,98030
083023,98050
083024,98030
083025,98034
083026,98070
083027,98023
083028,98054
083029,98030
083030,98070
083031,98030
083032,98035
083033,98063
083034,98036
083035,98040
083036,98025
083037,98050
083038,98037
083039,98064
083040,98030
083041,98055
083042,98070
083043,98050
083044,98030
083045,98020
083046,98056
083047,98040
083048,98122
083049,98057
083050,98070
083051,98070
083052,98073
083053,98030
083054,98041
083055,98030
083056,98060
083057,98065
083058,98030
083059,98070
083060,98074
083061,98026
083062,98058
083063,98060
083064,98042
083065,98020
083066,98066
083067,98070
083068,98060
083069,98067
083070,98070
083071,98030
083072,98027
083073,98040
083074,98030
083075,98059
083076,98043
083077,98044
083078,98075
083079,98070
083080,98045
083081,98068
083082,98070
083083,98030
083084,98076
083085,98030
083086,98046
083087,98050
083088,98060
083089,98028
083090,98030
083091,98077
083092,98047
083093,98038
083094,98029
083095,98069
083096,98048
083097,98039
083098,98040
083099,98078
083100,98060
083101,98079
083102,98060
083103,98040
083104,98040
083105,98049
083106,98050
083107,98070
083108,98070
084001,92100
084002,92010
084003,92021
084004,92010
084005,92010
084006,92010
084007,92010
084008,92020
084009,92022
084010,92023
084011,92024
084012,92025
084013,92020
084014,92011
084015,92012
084016,92020
084017,92026
084018,92020
084019,92010
084020,92010
084021,92027
084022,92010
084023,92013
084024,92010
084025,92010
084026,92028
084027,92020
084028,92014
084029,92020
084030,92015
084031,92029
084032,92010
084033,92016
084034,92017
084035,92020
084036,92020
084037,92020
084038,92018
084039,92020
084040,92020
084041,92019
084042,92010
084043,92020
085001,93010
085002,93010
085003,93011
085004,93100
085005,93010
085006,93010
085007,93012
085008,93010
085009,93013
085010,93010
085011,93010
085012,93014
085013,93015
085014,93010
085015,93016
085016,93017
085017,93018
085018,93010
085019,93019
085020,93010
085021,93010
085022,93010
086001,94011
086002,94010
086003,94010
086004,94012
086005,94010
086006,94010
086007,94010
086008,94010
086009,94100
086010,94010
086011,94013
086012,94014
086013,94010
086014,94015
086015,94016
086016,94017
086017,94010
086018,94018
086019,94019
086020,94010
087001,95020
087002,95021
087003,95022
087004,95024
087005,95025
087006,95031
087007,95032
087008,95033
087009,95034
087010,95011
087011,95041
087012,95040
087013,95040
087014,95012
087015,95124
087016,95013
087017,95014
087018,95042
087019,95030
087020,95040
087021,95015
087022,95035
087023,95016
087024,95030
087025,95043
087026,95010
087027,95044
087028,95040
087029,95045
087030,95040
087031,95030
087032,95046
087033,95047
087034,95030
087035,95017
087036,95040
087037,95040
087038,95036
087039,95018
087040,95040
087041,95037
087042,95027
087043,95040
087044,95030
087045,95030
087046,95010
087047,95038
087048,95010
087049,95048
087050,95039
087051,95030
087052,95028
087053,95029
087054,95049
087055,95019
087056,95040
087057,95030
087058,95030
088001,97011
088002,97012
088003,97013
088004,97010
088005,97014
088006,97015
088007,97010
088008,97016
088009,97100
088010,97017
088011,97018
088012,97019
089001,96011
089002,96012
089003,96010
089004,96010
089005,96010
089006,96013
089007,96010
089008,96010
089009,96014
089010,96015
089011,96016
089012,96010
089013,96017
089014,96018
089015,96010
089016,96019
089017,96100
089018,96010
089019,96010
089020,96010
089021,96010
090001,07020
090002,07020
090003,07041
090004,07010
090005,07010
090006,07021
090007,07040
090008,07010
090009,07022
090010,07040
090011,07043
090012,07011
090013,07012
090014,07030
090015,07040
090016,07010
090017,07020
090018,07010
090019,07030
090020,07010
090021,07023
090022,07030
090023,07031
090024,07040
090025,07030
090026,07040
090027,07010
090028,07010
090029,07030
090030,07010
090031,07010
090032,07010
090033,07044
090034,07030
090035,07024
090036,07020
090037,07025
090038,07010
090039,07030
090040,07010
090041,07020
090042,07013
090043,07030
090044,07010
090045,07010
090046,07032
090047,07026
090048,07040
090049,07027
090050,07033
090051,07045
090052,07014
090053,07015
090054,07020
090055,07016
090056,07034
090057,07017
090058,07046
090059,07018
090060,07040
090061,07010
090062,07020
090063,07028
090064,07100
090065,07035
090066,07010
090067,07036
090068,07040
