pro_com_t,lat,long
016184,45.955688,9.75235
016185,45.768007,9.561298
016186,45.830854,9.512792
016187,45.892989,9.983457
016188,45.874075,9.653022
016189,45.688557,9.804066
016190,45.838631,9.664731
016191,45.984547,9.621791
016193,45.670143,9.963513
016194,45.710782,9.735055
016195,46.008793,10.157759
016196,45.781783,9.624051
016197,45.781144,9.751675
016198,45.684371,9.717998
016199,45.871941,9.729336
016200,45.781784,10.025203
016201,45.879525,9.989516
016202,45.744579,9.661195
016203,45.705467,9.503737
016204,45.820724,10.023098
016205,45.767485,9.924158
016206,45.582078,9.668856
016207,45.65138,9.65351
016208,45.773082,9.57745
016209,45.655902,9.500154
016210,45.894385,9.562672
016211,45.709385,10.046262
016212,45.628881,9.851659
016213,45.685479,9.530951
016214,45.716272,9.708189
016215,45.774566,9.480377
016216,45.700822,9.773514
016217,45.446377,9.877063
016218,45.696483,9.842557
016219,45.521724,9.593148
016220,45.671543,9.611742
016221,45.780936,9.605822
016222,45.597197,9.694856
016223,46.034193,10.005855
016224,45.717833,9.607536
016225,45.97489,9.913554
016226,46.02819,9.743749
016227,45.94941,9.690018
016229,45.977787,9.534945
016230,45.89087,9.540057
016232,45.603136,9.61561
016233,45.604778,9.628954
016234,45.810219,9.853507
016235,45.684342,9.962284
016236,45.726531,9.89399
016237,45.715775,10.022717
016238,45.71398,9.461649
016239,45.749682,9.614451
016240,45.722665,9.732378
016241,45.904689,9.930855
016242,45.673042,9.933834
016243,45.997675,10.09248
016244,45.687882,9.853358
016245,45.63946,9.684126
016246,45.793706,9.666203
016247,45.83242,9.741937
016248,45.826185,9.722152
016249,45.851729,9.743234
016250,45.668579,9.49565
016251,45.677143,9.488937
016252,45.811687,9.535963
016253,45.824643,9.601566
017001,45.307378,10.414677
017002,45.622402,9.961376
017003,45.650676,10.353335
017004,45.266975,10.148172
017005,45.76639,10.493771
017006,45.891036,10.146099
017007,45.848982,10.164556
017008,45.454722,10.116823
017009,45.429079,10.18437
017010,45.823561,10.462731
017011,45.405077,10.054367
017012,45.681887,10.41217
017013,45.327176,10.12837
017014,45.510571,10.423032
017015,45.50298,10.043665
017016,46.093418,10.336266
017017,45.931693,10.280587
017018,45.935562,10.294791
017019,45.672786,10.338869
017020,45.346975,9.968467
017021,45.477262,10.240811
017022,45.94733,10.206404
017023,45.543262,10.323184
017024,45.793307,10.273756
017025,45.593137,10.24348
017026,45.454178,10.052666
017027,45.990034,10.34319
017028,45.956324,10.30404
017029,45.77958,10.425873
017030,45.642923,10.146156
017031,45.612677,10.315085
017032,45.457182,10.413574
017033,45.54004,10.445833
017034,45.348052,10.345921
017035,46.030996,10.345862
017036,45.754435,10.54469
017037,45.454869,10.130348
017038,45.637256,9.933605
017039,45.364606,10.429385
017040,45.560714,10.115309
017041,45.498413,9.943282
017042,45.499592,10.145008
017043,45.471576,10.29831
017044,45.69455,10.321243
017045,45.512505,9.977855
017046,45.580508,10.026215
017047,46.076646,10.350068
017048,45.584106,10.180245
017049,46.002509,10.325791
017050,46.002595,10.351963
017051,46.081397,10.368562
017052,45.536462,9.928846
017053,45.308636,10.189375
017054,46.024096,10.365663
017055,45.942493,10.277462
017056,45.563448,9.978272
017057,45.581315,10.210271
017058,45.809312,10.332872
017059,45.58152,9.941172
017060,45.471278,9.950064
017061,45.605184,10.216967
017062,45.637417,10.006468
017063,46.166198,10.243457
017064,45.443778,10.007366
017065,45.883486,10.180707
017066,45.41811,10.075203
017067,45.469485,10.538947
017068,46.179375,10.330757
017069,45.5985,9.972216
017070,45.925692,10.250862
017071,45.231475,10.324177
017072,45.482887,10.175008
017073,45.255246,10.293411
017074,45.618785,10.559101
017075,45.687914,10.183724
017076,45.688138,10.663501
017077,45.584627,10.438237
017078,45.401081,10.279276
017079,45.86453,10.183653
017080,45.291033,10.269829
017081,45.592664,10.15345
017082,45.737745,10.478326
017083,46.2203,10.358759
017084,45.771317,10.284168
017085,45.659555,10.051049
017086,45.309153,10.322164
017087,45.739689,10.43907
017088,45.367012,10.218452
017089,45.814119,10.791579
017090,45.719687,10.277667
017091,45.484238,10.053276
017092,45.461039,10.484535
017093,45.437678,10.059667
017094,45.983494,10.316163
017095,45.986103,10.26036
017096,45.648258,10.264546
017097,45.476998,10.042715
017098,45.781392,10.615973
017099,45.449179,10.079567
017100,45.950602,10.273339
017101,46.122581,10.319212
017102,45.556043,10.562593
017103,45.355777,10.13517
017104,45.709374,10.215326
017105,45.75545,10.287315
017106,45.736086,10.093762
017107,45.518804,10.354162
017108,45.273575,10.199273
017109,45.528523,10.537573
017110,46.211571,10.339878
017111,45.716536,10.080176
017112,45.63219,10.09857
017113,45.415181,10.390675
017114,45.44638,10.228771
017115,45.71398,10.34365
017116,45.562485,10.461874
017117,45.587727,10.289235
017118,45.975994,10.333263
017119,45.545784,10.386772
017120,45.532183,10.369172
017121,45.64685,10.388448
017122,45.386133,10.117457
017123,45.627283,10.121365
017124,46.016895,10.328362
017125,45.403976,9.921564
017126,45.42066,9.961729
017127,45.555222,10.073946
017128,45.946192,10.230561
017129,45.509584,10.506376
017130,45.589187,10.076411
017131,46.078305,10.290733
017132,45.553076,10.401255
017133,45.599069,9.884966
017134,45.659876,9.95507
017135,46.030996,10.370963
017136,45.599487,10.064918
017137,45.301256,10.208401
017138,45.370576,10.026767
017139,45.744402,10.343936
017140,45.754489,10.37467
017141,45.774127,10.237377
017142,45.843752,10.157887
017143,45.805731,10.10819
017144,45.661484,10.123964
017145,45.551185,10.504875
017146,45.431977,9.989265
017147,45.460663,10.173909
017148,46.258603,10.508662
017149,45.274374,10.092471
017150,45.56938,9.85346
017151,45.40597,10.631373
017152,45.267999,10.217413
017153,45.668287,10.39677
017155,45.551482,10.421857
017156,45.635971,10.044167
017157,45.684864,10.436601
017158,45.565692,10.51147
017159,45.310875,10.008568
017160,45.279498,10.371743
017161,45.514182,10.316671
017162,45.4643,9.914056
017163,45.597646,10.109468
017164,45.616764,10.49587
017165,45.527608,10.149701
017166,45.567038,9.998601
017167,45.488578,9.887062
017168,45.658587,10.420571
017169,45.715453,10.111139
017170,45.605678,10.520069
017171,45.589546,10.551733
017172,45.307376,10.148671
017173,45.491572,10.217058
017174,45.66187,10.195876
017175,46.080497,10.399663
017176,46.055989,10.34399
017177,45.242674,10.177973
017178,45.570284,10.366071
017179,45.468849,10.607824
017180,45.527784,10.512675
017181,46.165499,10.35286
017182,45.690385,10.100963
017183,45.746987,10.240565
017184,46.249214,10.46805
017185,45.739781,10.721765
017186,45.50531,10.102464
017187,45.63453,10.609521
017188,45.523906,10.079783
017189,45.771079,10.760773
017190,45.477279,10.010665
017191,45.713126,10.463664
017192,45.515978,9.869661
017193,45.610193,10.390175
017194,45.762092,10.594646
017195,45.328581,10.076086
017196,45.327012,10.057256
017197,45.710641,10.403471
017198,46.240213,10.399732
017199,45.632214,10.194442
017200,45.355375,9.930966
017201,45.60168,10.453872
017202,46.248402,10.447161
017203,45.318378,10.372376
017204,45.643643,10.499454
017205,45.763445,10.115882
017206,45.919692,10.225262
018001,45.169861,8.889846
018002,45.115325,9.247959
018003,45.294438,8.706322
018004,45.186626,9.27504
018005,45.096606,9.362846
018006,45.120328,9.468797
018007,44.827262,9.122605
018008,45.076662,9.205155
018009,45.308268,9.313453
018011,45.086061,9.085152
018012,45.274665,9.078048
018013,45.158565,9.313756
018014,45.257378,9.027957
018015,45.240665,9.14055
018016,44.966449,9.148504
018017,44.930658,9.193257
018018,45.234969,8.913361
018019,45.266566,9.217951
018020,45.064363,9.358477
018021,44.738186,9.28137
018022,45.126922,8.623567
018023,45.083601,9.122253
018024,45.062162,9.261191
018025,44.982744,9.168163
018026,45.094424,9.244955
018027,45.178758,8.59484
018029,45.050462,9.278757
018030,45.165422,9.061957
018031,45.094464,9.213452
018032,45.04906,9.131954
018033,45.006146,8.926989
018034,45.312366,9.016846
018035,45.36556,8.810088
018036,45.026761,9.272457
018037,45.014114,9.123578
018038,45.071839,9.090044
018039,45.234561,8.68714
018040,45.25476,8.611838
018041,45.140173,9.10686
018042,44.850969,9.080238
018043,45.260266,9.243152
018044,45.244961,8.67244
018045,45.198201,8.772843
018046,45.257015,9.148114
018047,45.061259,9.016151
018048,45.148166,9.481559
018049,45.032761,9.244856
018050,45.309752,8.743348
018051,44.963288,9.057385
018052,45.332162,8.556336
018053,45.196266,9.322455
018054,45.061659,8.96835
018057,45.010186,9.162397
018058,45.132054,9.378904
018059,45.192659,8.61104
018060,45.212072,9.255463
018061,45.155085,8.951882
018062,45.115059,8.864347
018063,45.177065,9.315955
018064,44.921176,9.183875
018065,45.046656,8.682044
018066,45.097559,8.818846
018067,45.028959,8.762538
018068,45.25903,8.85906
018069,45.197362,8.923746
018071,45.206566,9.359656
018072,45.284766,9.140749
018073,44.890183,9.065673
018074,44.962021,9.306952
018075,45.327664,8.76414
018076,45.178609,8.994031
018077,45.197866,9.385256
018078,45.311968,9.260052
018079,45.214367,8.56373
018080,45.235341,9.233213
018081,45.160981,9.27091
018082,44.993982,9.255568
018083,45.121059,8.796245
018084,45.04066,9.081353
018085,45.223566,9.329355
018086,45.253065,9.079349
018087,45.247967,9.295054
018088,45.097858,8.735944
018089,44.796364,9.27928
018090,45.059858,8.848447
018091,45.094863,9.031254
018092,45.124654,9.205338
018093,45.171966,9.445558
018094,44.979273,9.209761
018095,45.000959,9.103454
018096,44.971268,9.285541
018097,45.032644,9.296167
018098,44.906251,9.127073
018099,45.110731,9.515049
018100,45.036946,9.315538
018101,45.010331,9.205113
018102,45.247922,8.736385
018103,45.285662,8.667939
018104,45.21296,8.717269
018105,45.00356,9.179355
018106,45.152816,8.829209
018107,45.301761,8.533436
018108,45.074928,9.05079
018109,45.282602,8.750845
018110,45.036855,9.137825
018111,45.020704,9.230576
018112,45.113111,8.9588
018113,45.049957,8.804146
018114,45.109364,9.435759
018115,45.069861,9.167254
018116,45.036505,9.048212
018117,44.851548,9.097243
018118,45.097563,9.318857
018119,45.113365,9.154658
018120,45.037446,9.203918
018121,44.9493,9.036174
018122,44.930767,9.014159
018123,45.289971,8.593278
018124,45.048364,9.15016
018125,44.951562,9.253644
018126,44.919153,9.094131
018127,45.288466,9.090248
018128,44.83948,9.330068
018129,45.228166,9.275453
018130,45.25106,8.578938
018131,45.011421,9.348753
018133,45.108679,9.282905
018134,45.024862,9.346559
018135,45.234765,9.178551
018136,45.174413,8.790098
018137,45.160963,9.135952
018138,45.102259,8.906348
018139,45.154392,9.418996
018140,45.033836,9.181503
018141,45.224687,9.229855
018142,44.76484,9.254617
018143,44.986177,9.300198
018144,45.247061,8.644439
018145,45.108564,9.361758
018146,45.113845,8.664244
018147,45.124984,8.909653
018148,45.137475,8.729267
018149,45.04037,8.947606
018150,45.314367,9.20315
018151,45.13065,9.083384
018152,45.112728,9.34943
018153,45.077356,9.295017
018154,45.034656,8.742945
018155,44.975948,9.087823
018156,45.075614,8.690528
018157,45.242767,9.317354
018158,45.149665,9.334556
018159,45.217464,9.076149
018160,45.283242,9.29665
018161,45.017926,9.175582
018162,45.149067,9.159647
018163,45.258464,9.042748
018164,45.20913,8.871731
018165,45.282965,9.035447
018166,44.870977,9.175823
018167,45.15066,8.859946
018168,45.153058,8.668542
018169,45.171612,9.234493
018171,44.82354,9.196904
018172,45.163359,8.737243
018173,45.270665,9.099249
018174,45.039234,9.108476
018175,45.109649,9.17556
018176,45.292267,9.236651
018177,45.317094,8.858603
018178,45.090658,8.787145
018179,45.171662,9.042349
018180,45.219467,9.364356
018181,45.210766,9.308254
018182,44.99284,9.008593
018183,44.953036,9.297097
018184,44.868476,9.26523
018185,45.257869,9.201144
018186,45.197302,8.66592
018187,45.054262,9.325658
018188,45.110464,9.396058
018189,45.207166,9.012955
018190,45.112799,9.003176
018191,45.045405,8.912614
018192,45.166777,9.364813
018193,44.916917,9.24869
019001,45.168436,9.890147
019002,45.444374,9.557056
019003,45.244572,9.879466
019004,45.312869,9.921597
019005,45.361172,9.612958
019006,45.11367,10.077473
019007,45.293985,9.98671
019009,45.128574,10.441281
019010,45.443275,9.74576
019011,45.398474,9.669459
019012,45.337572,9.64336
019013,45.246858,9.838366
019014,45.158573,10.229976
019015,45.444075,9.643258
019016,45.245645,9.973919
019017,45.436968,9.720895
019018,45.318071,9.617559
019019,45.419175,9.782561
019020,45.408174,9.628758
019021,44.986386,10.41535
019022,45.286373,9.899666
019023,45.069472,10.406281
019024,45.468276,9.716459
019025,45.293813,9.764302
019026,45.188771,9.99557
019027,45.305374,9.941067
019028,45.095271,10.221477
019029,45.340472,9.616459
019030,45.164573,10.194575
019031,45.085071,10.275478
019032,45.267444,10.003095
019033,45.220029,10.096684
019034,45.296063,9.650529
019035,45.362828,9.687457
019036,45.220864,10.037038
019037,45.394917,9.639553
019038,45.158491,9.854158
019039,45.355503,9.835562
019040,45.109972,10.247977
019041,45.365153,9.541688
019043,45.336361,9.77761
019044,45.223221,9.771767
019045,45.218437,10.207747
019046,45.167703,10.114948
019047,45.332574,9.877265
019048,45.090209,10.051407
019049,45.261556,9.728
019050,45.201873,10.150773
019051,45.20073,9.866095
019052,45.011263,10.350137
019053,45.176269,10.312957
019054,45.355385,9.750043
019055,45.3443,9.726703
019056,45.134771,10.114774
019057,45.011112,10.379751
019058,45.373482,9.572766
019059,45.285171,9.707262
019060,45.292271,9.683461
019061,45.055097,10.259247
019062,45.378874,9.742361
019063,45.235873,10.02227
019064,45.220775,10.252075
019065,45.238872,9.930268
019066,45.390073,9.569557
019067,45.407073,9.553456
019068,45.181365,10.076639
019069,45.195148,10.187717
019070,45.185474,10.248676
019072,45.402174,9.694759
019073,45.425794,9.610376
019074,45.08957,10.123675
019075,45.130272,10.186275
019076,45.18907,9.789865
019077,45.211016,10.0462
019078,45.420474,9.618557
019079,45.405674,9.72396
019080,45.301872,9.728962
019081,45.32856,9.679244
019082,45.306008,9.70514
019083,45.027972,10.469783
019084,45.470659,9.512551
019085,45.259374,10.076571
019086,45.377177,9.784985
019087,45.355543,9.780243
019088,45.243546,9.807876
019089,45.06377,10.182276
019090,45.078872,10.37518
019091,45.073248,10.31686
019092,45.05312,10.3017
019093,45.221074,10.159773
019094,45.428875,9.701659
019095,45.186436,9.935128
019096,45.081572,10.35628
019097,45.398975,9.874424
019098,45.286473,9.856965
019099,45.108571,10.157675
019100,45.148751,9.929672
019101,45.060301,10.513381
019102,45.398872,9.492255
019103,45.073157,10.089205
019104,45.369274,9.827663
019105,45.417962,9.594702
019106,45.104373,10.430781
019107,45.143573,10.286877
019108,45.019602,10.292653
019109,45.401573,9.624958
019110,45.329394,9.816401
019111,45.371972,9.587158
019112,45.46331,9.602816
019113,45.175073,10.164574
019114,45.212247,10.301874
019115,45.111973,10.332979
019116,45.135779,10.358068
020001,45.162475,10.43468
020002,45.22112,10.413065
020003,45.092253,10.880429
020007,45.102474,10.483982
020008,45.149405,10.379736
020010,45.259577,10.404478
020011,45.254777,10.474379
020012,45.200675,10.369378
020013,45.214712,10.892761
020014,45.189008,10.97513
020015,45.295278,10.472982
020016,45.147276,10.648485
020017,45.389677,10.488874
020018,45.347559,10.598522
020019,45.26513,10.567035
020020,45.034443,10.545345
020021,45.109553,10.715842
020022,44.953372,10.637588
020024,45.200277,10.579383
020025,45.069175,10.583113
020026,45.254507,10.672941
020027,44.952488,10.822623
020028,45.32068,10.580481
020029,45.005578,11.1811
020030,45.169362,10.670616
020031,45.120575,10.532783
020032,45.192876,10.486881
020033,45.220563,10.756393
020034,45.324254,10.514405
020035,44.937174,10.913395
020036,45.386139,10.692404
020037,45.03494,10.764023
020038,45.07039,11.13641
020039,44.995988,10.858772
020041,45.227309,10.534508
020042,44.975558,11.114649
020043,44.928756,10.591879
020044,45.412515,10.687221
020045,45.192526,10.755221
020046,45.039077,11.045796
020047,45.006579,10.98046
020048,45.166376,10.512282
020050,45.070309,10.432104
020051,45.199577,10.624984
020052,45.135929,10.951354
020053,45.26578,10.767527
020054,44.998436,10.488587
020055,45.041924,10.928295
020056,44.972575,11.033097
020057,45.18053,10.871789
020058,44.966893,11.081617
020059,45.099056,10.518348
020060,44.995094,11.072981
020061,44.97833,11.29043
020062,45.072885,11.100535
020063,45.368581,10.566679
020064,45.069272,11.019604
020065,44.991873,10.74309
020066,44.926786,10.520223
020068,45.144747,11.030232
020070,45.321302,10.659224
020071,45.088107,10.785801
020072,45.026484,11.121971
020073,45.034383,11.214786
097001,45.900045,9.334056
097002,45.75388,9.424247
097003,45.807621,9.332414
097004,45.898184,9.423444
097005,45.755479,9.314244
097006,45.733474,9.312813
097007,45.946095,9.468765
097008,46.042957,9.304032
097009,45.80228,9.290743
097010,45.741969,9.444142
097011,45.754703,9.291047
097012,45.724868,9.415905
097013,45.801472,9.432979
097014,45.803482,9.462047
097015,46.03952,9.388244
097016,45.696378,9.311646
097017,45.738206,9.291088
097018,45.932085,9.478945
097019,45.756471,9.345355
097020,45.69286,9.400698
097021,45.816781,9.299543
097022,45.828081,9.342944
097023,46.116215,9.314998
097024,45.761661,9.362425
097025,45.999922,9.383165
097026,45.767002,9.278316
097027,46.022892,9.378763
097028,45.74168,9.299885
097029,45.93485,9.473729
097030,46.076574,9.304528
097031,45.76698,9.339345
097032,46.101812,9.31927
097033,45.78568,9.365345
097034,45.821582,9.452846
097035,45.993939,9.3332
097036,45.817534,9.375015
097037,45.772926,9.302566
097038,45.80604,9.40197
097039,45.705873,9.444549
097040,45.972641,9.45307
097042,45.900548,9.412025
097043,45.959202,9.302478
097044,45.667978,9.376047
097045,45.8526,9.375298
097046,45.919183,9.319341
097047,46.030987,9.381641
097048,45.698679,9.411648
097049,45.708717,9.335754
097050,45.932266,9.487907
097051,45.78038,9.307444
097052,45.770781,9.454647
097053,45.705744,9.375436
097054,45.70878,9.314141
097055,45.879515,9.486227
097056,45.746479,9.268944
097057,45.79188,9.346745
097058,45.730279,9.403347
097059,45.800938,9.413279
097060,45.929247,9.285912
097061,45.675678,9.391148
097062,45.681458,9.44456
097063,46.059741,9.402893
097064,46.017886,9.34494
097065,45.951783,9.442169
097067,46.012835,9.29632
097068,45.833482,9.393945
097069,46.05173,9.423463
097070,45.986971,9.429608
097071,45.691134,9.441322
097072,45.782379,9.274043
097074,45.744389,9.375011
097075,45.77268,9.322144
097076,45.736579,9.330845
097077,46.086061,9.33236
097078,45.816781,9.311543
097079,46.024486,9.36394
097082,45.769871,9.412168
097083,45.846282,9.358244
097084,46.009978,9.283159
097086,45.812946,9.424433
097090,45.724635,9.32456
097091,45.665698,9.43761
097092,45.728714,9.3692
097093,46.08489,9.361448
098001,45.311912,9.594212
098002,45.23307,9.668062
098003,45.359771,9.494156
098004,45.213268,9.499683
098005,45.278042,9.435836
098006,45.214568,9.57146
098008,45.293568,9.361954
098009,45.35387,9.374353
098010,45.179329,9.648396
098011,45.102568,9.795567
098012,45.280388,9.360225
098013,45.112842,9.867959
098014,45.218912,9.694111
098015,45.264809,9.392875
098017,45.28401,9.601442
098018,45.373871,9.424054
098019,45.160066,9.70437
098020,45.440973,9.464654
098021,45.286169,9.487957
098022,45.133291,9.758512
098023,45.136668,9.799367
098024,45.30961,9.564308
098025,45.356672,9.575158
098026,45.136629,9.684479
098027,45.357971,9.445355
098028,45.209188,9.452577
098029,45.109902,9.679791
098030,45.192268,9.54646
098031,45.26131,9.491678
098032,45.301075,9.416599
098033,45.14433,9.855215
098034,45.251769,9.57836
098035,45.168938,9.7635
098036,45.252967,9.377155
098037,45.26472,9.490245
098038,45.118868,9.836968
098039,45.433372,9.429853
098040,45.33577,9.468656
098041,45.373492,9.397993
098042,45.160313,9.554207
098043,45.168767,9.578661
098044,45.245669,9.537059
098045,45.263268,9.458357
098046,45.296569,9.385155
098047,45.136368,9.722165
098048,45.271532,9.528032
098049,45.081966,9.697165
098050,45.238067,9.408656
098051,45.120066,9.735614
098052,45.232869,9.59346
098053,45.151667,9.593862
098054,45.14672,9.637931
098055,45.341143,9.365693
098056,45.334092,9.403652
098057,45.19832,9.677121
098058,45.24887,9.621461
098059,45.256932,9.336008
098060,45.237968,9.481858
098061,45.41106,9.431757
098062,45.200297,9.743802
108001,45.576173,9.350948
108002,45.639977,9.414949
108003,45.65899,9.255796
108004,45.626556,9.321465
108005,45.656416,9.130101
108006,45.618748,9.418633
108007,45.647508,9.406138
108008,45.701804,9.288298
108009,45.630987,9.27512
108010,45.6109,9.151857
108011,45.710077,9.240644
108012,45.550749,9.301222
108013,45.59666,9.377706
108014,45.655977,9.319646
108015,45.676549,9.237162
108016,45.647281,9.379087
108017,45.584917,9.416059
108018,45.628349,9.080797
108019,45.628189,9.14624
108020,45.64548,9.080732
108021,45.589675,9.335948
108022,45.665689,9.303626
108023,45.61831,9.208124
108024,45.699381,9.209729
108025,45.672326,9.08522
108026,45.648974,9.305652
108027,45.598605,9.119731
108028,45.61077,9.240841
108029,45.640116,9.269371
108030,45.662505,9.156753
108031,45.628977,9.44485
108032,45.662375,9.083941
108033,45.583442,9.273526
108034,45.593195,9.227138
108035,45.58929,9.20034
108036,45.598404,9.422214
108037,45.724378,9.279944
108038,45.667563,9.400698
108039,45.649723,9.205392
108040,45.643466,9.137379
108041,45.648556,9.264837
108042,45.633999,9.420684
108043,45.661364,9.267441
108044,45.652458,9.354342
108045,45.597444,9.156293
108046,45.611508,9.275072
108047,45.73363,9.262513
108048,45.688186,9.230477
108049,45.603981,9.300571
108050,45.613963,9.37006
108051,45.616184,9.46567
108052,45.565438,9.375441
108053,45.646699,9.465939
108054,45.678405,9.11817
108055,45.602443,9.457611
021001,46.368675,11.354324
021002,46.517616,11.231373
021003,46.279747,11.367961
021004,46.461908,11.260867
021005,46.644615,11.224384
021006,46.610124,11.893487
021007,46.603257,11.519816
021008,46.655942,11.229637
021009,46.688625,12.103757
021010,47.00378,11.504557
021011,46.716549,11.657851
021012,46.404262,11.320055
021013,46.796319,11.935512
021014,46.69948,11.169487
021015,46.413259,11.246202
021016,46.857187,11.508955
021017,46.919236,11.955182
021018,46.622161,10.923999
021019,46.547539,11.608297
021020,46.634619,11.146564
021021,46.809381,11.840872
021022,46.639687,11.566643
021023,46.489912,11.408388
021024,46.313473,11.223501
021025,46.268702,11.222685
021026,46.549574,11.874034
021027,46.803738,10.555045
021028,46.735636,12.223958
021029,46.316916,11.27257
021030,46.81198,11.884006
021031,46.517598,11.502614
021032,46.789626,11.609977
021033,46.6451,11.696841
021034,46.833156,11.947484
021035,46.584781,11.20273
021036,46.671492,10.553913
021037,46.617344,10.859539
021038,46.682519,11.123069
021039,46.609229,11.564263
021040,46.422819,11.334771
021041,46.616019,11.144859
021042,46.616614,10.700159
021043,46.454414,11.062015
021044,46.746466,11.761084
021045,46.287388,11.209846
021046,46.687919,10.546549
021047,46.648879,12.026938
021048,46.655561,11.140291
021049,46.515319,10.721431
021050,46.586392,11.256156
021051,46.669555,11.159418
021052,46.781145,12.118922
021053,46.330836,11.304634
021054,46.831832,11.167293
021055,46.543487,11.204627
021056,46.649886,11.004195
021057,46.763074,11.677935
021058,46.430234,11.53895
021059,46.413993,11.425181
021060,46.346595,11.298634
021061,46.590462,11.684557
021062,46.683848,11.07352
021063,46.794307,11.982383
021064,46.656575,11.041498
021065,46.598216,11.53251
021066,46.607583,11.193324
021067,46.603767,10.581909
021068,47.040741,12.105891
021069,46.477426,11.022437
021070,46.880128,11.376056
021071,46.839015,12.111611
021072,46.562935,11.441435
021073,46.70364,11.181443
021074,46.795946,11.666827
021075,46.780775,11.689757
021076,46.239608,11.211075
021077,46.732863,12.282416
021079,46.535035,11.331384
021080,46.811893,11.247136
021081,46.783424,11.90264
021082,46.650928,11.841677
021083,46.783939,11.226799
021084,46.586514,11.086361
021085,46.558875,11.720036
021086,46.695259,11.387379
021087,46.690046,11.186563
021088,46.890747,11.85666
021089,46.552588,11.766541
021091,46.727724,10.862756
021092,46.702743,12.350544
021093,46.628069,10.773476
021094,46.664538,10.584817
021095,46.542439,10.557829
021096,46.8288,11.776016
021097,46.529301,11.248678
021098,46.341512,11.242272
021099,46.563898,11.169497
021100,46.467348,11.52748
021101,46.708518,11.142386
021102,46.322143,11.349812
021103,46.645612,10.464153
021104,46.511994,10.899493
021105,46.413995,11.305077
021106,46.759829,12.030987
021107,46.948993,11.577499
021108,46.988356,11.942898
021109,46.824096,12.232504
021110,46.876036,11.720904
021111,46.740386,11.634569
021112,46.605366,11.226271
021113,46.739482,12.170006
021114,46.632934,11.540101
021115,46.896324,11.43194
021116,46.668674,11.598439
021117,46.657719,11.924326
021118,46.509531,11.137327
022001,45.757901,11.001818
022002,46.144906,11.193479
022003,45.97678,11.090857
022005,46.166136,11.003402
022006,45.918133,10.886095
022007,45.733793,10.937181
022009,46.131281,11.256837
022011,46.167698,11.301589
022013,45.941922,11.109544
022015,46.080679,11.554041
022017,46.006942,10.789644
022018,46.119103,10.758862
022021,45.80623,10.551537
022022,46.053346,11.4566
022025,45.818774,10.956013
022026,46.423298,10.92869
022029,46.130202,10.75747
022032,46.004241,11.242883
022033,46.365389,10.94258
022034,45.991523,11.262133
022035,45.933851,11.093758
022036,46.476168,11.741525
022037,46.257827,11.0332
022038,46.154846,11.732955
022039,46.476881,11.771075
022040,46.261913,11.338584
022042,46.168776,10.759159
022043,46.070325,11.493343
022045,45.914395,10.60277
022047,46.256056,11.404439
022048,46.064175,11.632171
022049,46.052859,11.493282
022050,46.291187,11.460468
022051,46.408412,11.138073
022052,46.184698,11.031416
022053,45.9952,10.973577
022054,46.367501,10.957923
022058,45.97985,11.063017
022059,46.056768,11.614868
022060,46.399187,11.00296
022061,46.089367,11.180026
022062,46.365262,11.033245
022064,46.31299,10.832832
022068,46.344779,10.903423
022071,46.404712,11.093072
022074,46.275008,11.049074
022078,45.969299,10.944477
022079,45.961471,10.91111
022081,46.179331,11.06893
022083,46.00458,10.842052
022085,46.108087,11.34631
022087,45.914973,11.173015
022089,46.118196,11.206501
022090,46.080854,11.319519
022091,46.002649,11.087054
022092,46.185824,11.146814
022093,46.14844,10.769479
022095,46.017035,11.635942
022097,46.15106,11.796303
022098,45.88527,11.009311
022102,45.941289,11.288638
022103,46.139742,11.110227
022104,46.009126,11.301777
022106,46.404711,11.019271
022108,46.149818,11.219168
022109,45.921665,11.32429
022110,46.351607,10.912876
022112,46.141756,10.773134
022113,46.468805,11.700375
022114,46.317316,10.801007
022115,46.154712,11.807993
022116,46.215436,11.120786
022117,46.212094,11.093509
022118,46.376943,11.659266
022120,46.142106,10.963777
022123,45.852444,10.978275
022124,45.851159,10.885079
022127,45.912089,11.023046
022128,45.928599,11.071881
022129,46.022818,11.366434
022130,46.043569,11.552958
022131,46.306453,10.737701
022133,46.130737,11.366488
022134,46.285653,11.542587
022135,45.889597,10.950079
022136,46.362886,10.673244
022137,46.309824,10.760451
022138,46.0885,10.72387
022139,46.060529,11.240675
022142,46.069309,11.608091
022143,46.161732,10.765004
022144,45.928099,11.04308
022147,46.312361,11.602694
022150,46.400901,10.824948
022153,45.884771,10.839694
022155,46.393997,11.120273
022156,46.051623,11.410302
022157,46.068406,11.435186
022159,46.423073,11.148899
022160,46.249988,11.169348
022161,45.886548,11.045237
022162,46.42463,11.1941
022163,46.461057,10.988246
022164,46.191396,11.933561
022165,46.081607,11.522588
022167,46.192907,11.133577
022168,46.108138,11.302706
022169,46.379233,11.071511
022170,46.418728,11.140792
022171,46.064466,11.505931
022172,46.192637,11.281873
022173,46.337155,11.115757
022176,46.394607,11.666168
022177,46.221709,11.315681
022179,46.103601,10.73937
022180,46.217752,11.048268
022181,46.236807,11.030274
022182,46.052168,10.854089
022183,45.849075,10.579914
022184,46.119912,10.751452
022188,46.071328,11.479592
022189,46.071352,11.471672
022190,46.015703,11.264283
022191,45.918797,10.832775
022193,45.865249,11.177422
022195,46.361605,10.926088
