comune,comune_codice_istat,nome_file,nome_cod_istat,link_stemma_cod_istat_ods,link_stemma_nomi_ods,link_stemma_araldica
Sessano del Molise,94049,Sessano-del-Molise.jpg,094049.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/094049.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Sessano-del-Molise.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Sessano-del-Molise.jpg?fit=227%2C300&ssl=1
Sesto Campano,94050,Sesto_Campano-Stemma.png,094050.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/094050.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Sesto_Campano-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Sesto_Campano-Stemma.png?fit=227%2C300&ssl=1
Vastogirardi,94051,Vastogirardi-Stemma.png,094051.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/094051.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Vastogirardi-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Vastogirardi-Stemma.png?fit=234%2C300&ssl=1
Venafro,94052,Venafro-Stemma.png,094052.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/094052.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Venafro-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Venafro-Stemma.png?fit=220%2C300&ssl=1
Abbasanta,95001,Abbasanta.png,095001.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095001.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Abbasanta.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Abbasanta.png?fit=223%2C300&ssl=1
Aidomaggiore,95002,aidomaggiore-1.jpg,095002.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095002.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/aidomaggiore-1.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/aidomaggiore-1.jpg?fit=227%2C300&ssl=1
Albagiara,95003,albagiara-1.jpg,095003.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095003.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/albagiara-1.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/albagiara-1.jpg?fit=227%2C300&ssl=1
Ales,95004,ales-1.jpg,095004.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095004.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/ales-1.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/ales-1.jpg?fit=227%2C300&ssl=1
Allai,95005,allai-1.jpg,095005.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095005.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/allai-1.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/allai-1.jpg?fit=227%2C300&ssl=1
Arborea,95006,arborea-1.jpg,095006.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095006.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/arborea-1.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/arborea-1.jpg?fit=239%2C300&ssl=1
Ardauli,95007,ardauli-1.jpg,095007.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095007.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/ardauli-1.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/ardauli-1.jpg?fit=227%2C300&ssl=1
Assolo,95008,assolo-1.jpg,095008.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095008.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/assolo-1.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/assolo-1.jpg?fit=206%2C300&ssl=1
Asuni,95009,asuni-1.jpg,095009.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095009.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/asuni-1.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/asuni-1.jpg?fit=250%2C300&ssl=1
Baradili,95010,baradili-1.jpg,095010.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095010.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/baradili-1.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/baradili-1.jpg?fit=200%2C300&ssl=1
Baratili San Pietro,95011,baratilisanpietro-1.jpg,095011.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095011.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/baratilisanpietro-1.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/baratilisanpietro-1.jpg?fit=203%2C300&ssl=1
Baressa,95012,baressa-1.jpg,095012.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095012.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/baressa-1.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/baressa-1.jpg?fit=202%2C300&ssl=1
Bauladu,95013,bauladu-1.jpg,095013.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095013.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/bauladu-1.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/bauladu-1.jpg?fit=217%2C300&ssl=1
Bidonì,95014,bidoni-1.jpg,095014.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095014.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/bidoni-1.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/bidoni-1.jpg?fit=200%2C300&ssl=1
Bonarcado,95015,bonarcado-1.jpg,095015.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095015.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/bonarcado-1.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/bonarcado-1.jpg?fit=227%2C300&ssl=1
Boroneddu,95016,boroneddu-1.jpg,095016.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095016.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/boroneddu-1.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/boroneddu-1.jpg?fit=227%2C300&ssl=1
Busachi,95017,busachi-1.jpg,095017.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095017.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/busachi-1.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/busachi-1.jpg?fit=202%2C300&ssl=1
Cabras,95018,cabras-1.jpg,095018.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095018.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/cabras-1.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/cabras-1.jpg?fit=239%2C300&ssl=1
Cuglieri,95019,cuglieri-1.jpg,095019.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095019.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/cuglieri-1.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/cuglieri-1.jpg?fit=227%2C300&ssl=1
Fordongianus,95020,fordongianus-1.jpg,095020.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095020.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/fordongianus-1.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/fordongianus-1.jpg?fit=234%2C300&ssl=1
Ghilarza,95021,Ghilarza-Stemma.png,095021.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095021.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Ghilarza-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Ghilarza-Stemma.png?fit=227%2C300&ssl=1
Gonnoscodina,95022,Gonnoscodina-Stemma.png,095022.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095022.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Gonnoscodina-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Gonnoscodina-Stemma.png?fit=244%2C300&ssl=1
Gonnosnò,95023,Gonnosno-Stemma.png,095023.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095023.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Gonnosno-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Gonnosno-Stemma.png?fit=239%2C300&ssl=1
Gonnostramatza,95024,Gonnostramatza-Stemma.png,095024.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095024.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Gonnostramatza-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Gonnostramatza-Stemma.png?fit=239%2C300&ssl=1
Marrubiu,95025,Marrubiu-Stemma.png,095025.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095025.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Marrubiu-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Marrubiu-Stemma.png?fit=217%2C300&ssl=1
Masullas,95026,Masullas-Stemma.png,095026.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095026.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Masullas-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Masullas-Stemma.png?fit=246%2C300&ssl=1
Milis,95027,Milis-Stemma.png,095027.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095027.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Milis-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Milis-Stemma.png?fit=215%2C300&ssl=1
Mogorella,95028,Mogorella-Stemma.png,095028.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095028.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Mogorella-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Mogorella-Stemma.png?fit=238%2C300&ssl=1
Mogoro,95029,Mogoro-Stemma.png,095029.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095029.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Mogoro-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Mogoro-Stemma.png?fit=227%2C300&ssl=1
Morgongiori,95030,Morgongiori-Stemma.png,095030.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095030.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Morgongiori-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Morgongiori-Stemma.png?fit=227%2C300&ssl=1
Narbolia,95031,Narbolia-Stemma.png,095031.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095031.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Narbolia-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Narbolia-Stemma.png?fit=202%2C300&ssl=1
Neoneli,95032,Neoneli-Stemma.png,095032.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095032.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Neoneli-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Neoneli-Stemma.png?fit=214%2C300&ssl=1
Norbello,95033,Norbello-Stemma.png,095033.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095033.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Norbello-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Norbello-Stemma.png?fit=198%2C300&ssl=1
Nughedu Santa Vittoria,95034,Nughedu-Santa-Vittoria.jpg,095034.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095034.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Nughedu-Santa-Vittoria.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Nughedu-Santa-Vittoria.jpg?fit=229%2C300&ssl=1
Nurachi,95035,Nurachi-Stemma.png,095035.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095035.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Nurachi-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Nurachi-Stemma.png?fit=221%2C300&ssl=1
Nureci,95036,Nureci-Stemma.png,095036.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095036.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Nureci-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Nureci-Stemma.png?fit=228%2C300&ssl=1
Ollastra,95037,Ollastra-Stemma.png,095037.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095037.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Ollastra-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Ollastra-Stemma.png?fit=239%2C300&ssl=1
Oristano,95038,Oristano.jpg,095038.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095038.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Oristano.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Oristano.jpg?fit=288%2C300&ssl=1
Palmas Arborea,95039,Palmas_Arborea-Stemma.png,095039.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095039.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Palmas_Arborea-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Palmas_Arborea-Stemma.png?fit=202%2C300&ssl=1
Pau,95040,Pau-Stemma.png,095040.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095040.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Pau-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Pau-Stemma.png?fit=239%2C300&ssl=1
Paulilatino,95041,Paulilatino-Stemma.png,095041.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095041.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Paulilatino-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Paulilatino-Stemma.png?fit=239%2C300&ssl=1
Pompu,95042,Pompu-Stemma.png,095042.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095042.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Pompu-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Pompu-Stemma.png?fit=227%2C300&ssl=1
Riola Sardo,95043,riola_Sardo_stemma.gif,095043.gif,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095043.gif,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/riola_Sardo_stemma.gif,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/riola_Sardo_stemma.gif?fit=201%2C300&ssl=1
Ruinas,95044,Ruinas-Stemma.png,095044.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095044.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Ruinas-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Ruinas-Stemma.png?fit=235%2C300&ssl=1
Samugheo,95045,Samugheo.jpg,095045.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095045.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Samugheo.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Samugheo.jpg?fit=209%2C300&ssl=1
San Nicolò d'Arcidano,95046,San-Nicolò-dArcidano.jpg,095046.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095046.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/San-Nicolò-dArcidano.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/San-Nicolò-dArcidano.jpg?fit=218%2C300&ssl=1
Santa Giusta,95047,Santa_Giusta-Stemma.png,095047.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095047.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Santa_Giusta-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Santa_Giusta-Stemma.png?fit=224%2C300&ssl=1
Villa Sant'Antonio,95048,Villa_SantAntonio-Stemma.png,095048.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095048.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Villa_SantAntonio-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Villa_SantAntonio-Stemma.png?fit=227%2C300&ssl=1
Santu Lussurgiu,95049,Santu_Lussurgiu-Stemma.png,095049.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095049.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Santu_Lussurgiu-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Santu_Lussurgiu-Stemma.png?fit=204%2C300&ssl=1
San Vero Milis,95050,San_Vero_Milis-Stemma.png,095050.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095050.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/San_Vero_Milis-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/San_Vero_Milis-Stemma.png?fit=212%2C300&ssl=1
Scano di Montiferro,95051,Scano_di_Montiferro-Stemma.png,095051.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095051.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Scano_di_Montiferro-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Scano_di_Montiferro-Stemma.png?fit=227%2C300&ssl=1
Sedilo,95052,Sedilo-Stemma.png,095052.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095052.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Sedilo-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Sedilo-Stemma.png?fit=227%2C300&ssl=1
Seneghe,95053,Seneghe-Stemma.png,095053.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095053.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Seneghe-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Seneghe-Stemma.png?fit=237%2C300&ssl=1
Senis,95054,Senis-Stemma.png,095054.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095054.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Senis-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Senis-Stemma.png?fit=202%2C300&ssl=1
Sennariolo,95055,Sennariolo-Stemma.png,095055.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095055.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Sennariolo-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Sennariolo-Stemma.png?fit=227%2C300&ssl=1
Siamaggiore,95056,Siamaggiore-Stemma.png,095056.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095056.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Siamaggiore-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Siamaggiore-Stemma.png?fit=227%2C300&ssl=1
Siamanna,95057,Siamanna-Stemma.png,095057.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095057.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Siamanna-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Siamanna-Stemma.png?fit=227%2C300&ssl=1
Simala,95058,Simala-Stemma.png,095058.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095058.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Simala-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Simala-Stemma.png?fit=230%2C300&ssl=1
Simaxis,95059,Simaxis-Stemma.png,095059.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095059.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Simaxis-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Simaxis-Stemma.png?fit=195%2C300&ssl=1
Sini,95060,Sini-Stemma.png,095060.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095060.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Sini-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Sini-Stemma.png?fit=217%2C300&ssl=1
Siris,95061,Siris_Italia-Stemma.png,095061.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095061.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Siris_Italia-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Siris_Italia-Stemma.png?fit=227%2C300&ssl=1
Solarussa,95062,solarussastemma.jpg,095062.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095062.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/solarussastemma.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/solarussastemma.jpg?fit=218%2C300&ssl=1
Sorradile,95063,Sorradile-Stemma.png,095063.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/095063.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Sorradile-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Sorradile-Stemma.png?fit=223%2C300&ssl=1
