pro_com_t,pop_res_21
83048,225546
83049,29884
83050,1221
83051,911
83052,4509
83053,675
83054,2581
83055,543
83056,1450
83057,2054
83058,794
83059,664
83060,3556
83061,3539
83062,1206
83063,2062
83064,6152
83065,1114
83066,12842
83067,1260
83068,3832
83069,895
83070,719
83071,181
83072,3932
83073,1008
83074,580
83075,1968
83076,6429
83077,6770
83078,3379
83079,1818
83080,2638
83081,2657
83082,1180
83083,869
83084,12190
83085,1487
83086,4505
83087,843
83088,2883
83089,9414
83090,1278
83091,4489
83092,3726
83093,1693
83094,1916
83095,2552
83096,4793
83097,10514
83098,7215
83099,5952
83100,766
83101,2703
83102,937
83103,1298
83104,3940
83105,8236
83106,7223
83107,5493
83108,4495
84001,56045
84002,2628
84003,9013
84004,3349
84005,2572
84006,1224
84007,3341
84008,1960
84009,5981
84010,9313
84011,34990
84012,7528
84013,2685
84014,3397
84015,3253
84016,884
84017,32446
84018,5352
84019,1120
84020,6373
84021,35189
84022,1740
84023,12009
84024,2404
84025,2778
84026,7155
84027,21361
84028,15818
84029,7694
84030,12369
84031,10862
84032,4384
84033,17953
84034,5545
84035,2977
84036,7714
84037,2179
84038,6187
84039,1191
84040,4237
84041,39078
84042,4210
84043,1359
85001,881
85002,512
85003,4284
85004,59425
85005,2781
85006,3942
85007,71535
85008,1675
85009,11186
85010,2799
85011,1438
85012,10111
85013,25603
85014,1823
85015,10854
85016,20812
85017,4904
85018,5701
85019,6570
85020,1240
85021,3238
85022,1489
86001,7799
86002,4487
86003,4906
86004,11947
86005,4158
86006,4578
86007,5183
86008,1866
86009,26030
86010,3413
86011,12679
86012,13054
86013,2884
86014,20842
86015,6472
86016,6814
86017,684
86018,8778
86019,7161
86020,4448
87001,3560
87002,17618
87003,27620
87004,50744
87005,17882
87006,33788
87007,27498
87008,22938
87009,18429
87010,5147
87011,35758
87012,5105
87013,4373
87014,3007
87015,294298
87016,9119
87017,26588
87018,12773
87019,25116
87020,2962
87021,5094
87022,3660
87023,13895
87024,30919
87025,6914
87026,1036
87027,4623
87028,4286
87029,49290
87030,12187
87031,7423
87032,16081
87033,45756
87034,14638
87035,4015
87036,2911
87037,10398
87038,10452
87039,14001
87040,2526
87041,22846
87042,11362
87043,3062
87044,8031
87045,9283
87046,1532
87047,7408
87048,8361
87049,16234
87050,11130
87051,19762
87052,7816
87053,8604
87054,5804
87055,9449
87056,3912
87057,3655
87058,4086
88001,10945
88002,7959
88003,30202
88004,2827
88005,16190
88006,53638
88007,2815
88008,19057
88009,71281
88010,10789
88011,26976
88012,62271
89001,34490
89002,30492
89003,1831
89004,975
89005,6643
89006,16864
89007,726
89008,2371
89009,21138
89010,11847
89011,21919
89012,13345
89013,23742
89014,21722
89015,8323
89016,20667
89017,118093
89018,7617
89019,8324
89020,3814
89021,11508
90001,1418
90002,1812
90003,42295
90004,589
90005,754
90006,13452
90007,536
90008,1758
90009,2648
90010,399
90011,954
90012,3413
90013,3273
90014,736
90015,269
90016,654
90017,3704
90018,853
90019,467
90020,856
90021,3926
90022,601
90023,5796
90024,408
90025,1553
90026,1298
90027,771
90028,378
90029,1493
90030,500
90031,780
90032,482
90033,8291
90034,872
90035,10825
90036,1853
90037,2475
90038,532
90039,477
90040,107
90041,2373
90042,1824
90043,830
90044,762
90045,1326
90046,2687
90047,60491
90048,4206
90049,3119
90050,2888
90051,5613
90052,10271
90053,622
90054,4103
90055,2956
90056,2302
90057,4415
90058,21443
90059,2477
90060,709
90061,505
90062,1195
90063,5100
90064,124111
90065,1301
90066,129
90067,7043
90068,807
90069,14421
90070,13477
90071,2842
90072,2352
90073,913
90074,2265
90075,1485
90076,2875
90077,4284
90078,2178
90079,4289
90080,2249
90081,1851
90082,1661
90083,2411
90084,3616
90085,1454
90086,603
90087,1326
90088,705
90089,1565
90090,2068
90091,5262
90092,5034
91001,1237
91002,2298
91003,1057
91004,760
91005,3873
91006,3522
91007,581
91008,508
91009,2688
91010,2504
91011,2026
91012,1252
91016,2192
91017,8402
91018,589
91019,561
91024,3746
91025,730
91026,1334
91027,2416
91028,2545
91031,1298
91032,2046
91033,2257
91035,3128
91037,5146
91038,474
91039,1284
91040,505
91041,1577
91042,2139
91043,1288
91044,9680
91046,2432
91047,1661
91050,297
91051,34536
91055,6736
91056,1224
91057,793
91058,371
91059,710
91060,889
91061,2759
91062,4058
91063,6927
91064,1931
91066,1080
91067,2217
91068,218
91069,733
91070,2246
91071,1543
91072,1771
91073,3057
91077,1636
91083,2048
91084,1641
91085,11425
91086,1571
91088,974
91089,3884
91090,613
91091,454
91093,1859
91094,2741
91095,10787
91097,1084
91098,1399
91099,1178
91100,492
91101,3045
91103,1976
91104,312
92003,26121
92009,149474
92011,22435
92015,8263
92037,7909
92050,7117
92051,67823
92066,5170
92068,28631
92074,20837
92075,6837
92080,17000
92090,8716
92099,2162
92105,13084
92108,9249
92109,19289
95001,2556
95002,409
95003,242
95004,1345
95005,345
95006,3826
95007,805
95008,355
95009,316
95010,80
95011,1230
95012,573
95013,653
95014,134
95015,1537
95016,160
95017,1213
95018,8957
95019,2524
95020,861
95021,4362
95022,455
95023,723
95024,828
95025,4644
95026,1027
95027,1501
95028,415
95029,4004
95030,673
95031,1690
95032,636
95033,1184
95034,458
95035,1712
95036,329
95037,1154
95038,30383
95039,1495
95040,288
95041,2130
95042,229
95043,2087
95044,621
95045,2888
95046,2519
95047,4690
95048,337
95049,2273
95050,2422
95051,1466
95052,2042
95053,1710
95054,429
95055,159
95056,889
95057,782
95058,297
95059,2157
95060,482
95061,225
95062,2301
95063,350
95064,144
95065,9934
95066,938
95067,1124
95068,491
95069,2779
95070,728
95071,301
95072,1525
95073,294
95074,1150
95075,1009
95076,351
95077,311
95078,120
95079,7669
95080,437
95082,1712
95083,582
95084,154
95085,444
95086,197
95087,1025
95088,240
111001,5886
111002,436
111003,734
111004,1114
111005,1201
111006,1047
111007,2712
111008,2822
111009,26472
111010,5960
111011,1663
111012,791
111013,4269
111014,9595
111015,1625
111016,5993
111017,1977
111018,2105
111019,545
111020,577
111021,2784
111022,1554
111023,791
111024,310
111025,1163
111026,797
111027,1197
111028,1931
111029,466
111030,4801
111031,6330
111032,942
111033,2584
111034,11385
111035,25602
111036,2524
111037,219
111038,1655
111039,2071
111040,1253
111041,4562
111042,5220
111043,1521
111044,3144
111045,853
111046,1188
111047,2431
111048,2083
111049,1473
111050,2088
111051,871
111052,2600
111053,575
111054,1352
111055,1148
111056,822
111057,4906
111058,914
111059,4930
111060,1558
111061,1172
111062,8224
111063,5705
111064,731
111065,8384
111066,3504
111067,8308
111068,3264
111069,1701
111070,2691
111071,10814
111072,3926
111073,1123
111074,1326
111075,4782
111076,2692
111077,8715
111078,4672
111079,624
111080,137
111081,1222
111082,794
111083,613
111084,3674
111085,1113
111086,1885
111087,1850
111088,1105
111089,3384
111090,1019
111091,966
111092,401
111093,4058
111094,500
111095,1853
111096,13306
111097,2522
111098,3480
111099,1041
111100,665
111101,1219
111102,1032
111103,4570
111104,994
111105,3690
111106,6729
111107,2577
