comune_denominazione,comune_codice_istat,latitudine,longitudine
Polignano a Mare,072035,40.996118,17.219586
Putignano,072036,40.85183,17.121294
Rutigliano,072037,41.011159,17.005479
Ruvo di Puglia,072038,41.114087,16.486397
Sammichele di Bari,072039,40.887987,16.949456
Sannicandro di Bari,072040,41.00052,16.797697
Santeramo in Colle,072041,40.793027,16.755286
Terlizzi,072043,41.130234,16.542471
Toritto,072044,40.99823,16.679779
Triggiano,072046,41.063448,16.921698
Turi,072047,40.917331,17.021191
Valenzano,072048,41.045333,16.885086
Avetrana,073001,40.349942,17.727374
Carosino,073002,40.465824,17.397605
Castellaneta,073003,40.630424,16.934678
Crispiano,073004,40.60548,17.232135
Faggiano,073005,40.419823,17.386605
Fragagnano,073006,40.431924,17.472207
Ginosa,073007,40.579751,16.756208
Grottaglie,073008,40.536193,17.434221
Laterza,073009,40.629524,16.799689
Leporano,073010,40.383922,17.334904
Lizzano,073011,40.391023,17.447607
Manduria,073012,40.401825,17.633511
Martina Franca,073013,40.704238,17.339991
Maruggio,073014,40.32226,17.572366
Massafra,073015,40.588831,17.11699
Monteiasi,073016,40.499725,17.381007
Montemesola,073017,40.56302,17.339228
Monteparano,073018,40.444024,17.415105
Mottola,073019,40.633225,17.037195
Palagianello,073020,40.611891,16.975118
Palagiano,073021,40.578224,17.037395
Pulsano,073022,40.384693,17.35567
Roccaforzata,073023,40.437424,17.389605
San Giorgio Ionico,073024,40.456624,17.378704
San Marzano di San Giuseppe,073025,40.454425,17.505607
Sava,073026,40.403424,17.558409
Taranto,073027,40.548816,17.08058
Torricella,073028,40.354062,17.499392
Statte,073029,40.563225,17.209799
Brindisi,074001,40.636227,17.688501
Carovigno,074002,40.707185,17.656848
Ceglie Messapica,074003,40.646044,17.517057
Cellino San Marco,074004,40.472228,17.966318
Cisternino,074005,40.742985,17.425745
Erchie,074006,40.436042,17.734629
Fasano,074007,40.834432,17.358399
Francavilla Fontana,074008,40.530162,17.582677
Latiano,074009,40.553783,17.718222
Mesagne,074010,40.558829,17.808313
Oria,074011,40.497327,17.64131
Ostuni,074012,40.727631,17.576406
San Donaci,074013,40.44938,17.922606
San Michele Salentino,074014,40.630386,17.633576
San Pancrazio Salentino,074015,40.419133,17.839385
San Pietro Vernotico,074016,40.491529,17.998918
San Vito dei Normanni,074017,40.656248,17.703752
Torchiarolo,074018,40.484029,18.051619
Torre Santa Susanna,074019,40.465627,17.735612
Villa Castelli,074020,40.584527,17.474605
Alessano,075002,39.889678,18.331208
Alezio,075003,40.061321,18.058224
Alliste,075004,39.948618,18.088826
Andrano,075005,39.983019,18.382202
Aradeo,075006,40.130922,18.129625
Arnesano,075007,40.3352,18.091628
Bagnolo del Salento,075008,40.150624,18.35263
Botrugno,075009,40.064722,18.32443
Calimera,075010,40.250022,18.280727
Campi Salentina,075011,40.398496,18.018319
Cannole,075012,40.166225,18.36603
Caprarica di Lecce,075013,40.258126,18.249026
Carmiano,075014,40.344826,18.043021
Carpignano Salentino,075015,40.197781,18.340827
Casarano,075016,40.01082,18.161765
Castri di Lecce,075017,40.273826,18.263327
Castrignano de' Greci,075018,40.173897,18.297011
Castrignano del Capo,075019,39.832318,18.351233
Cavallino,075020,40.312527,18.200425
Collepasso,075021,40.07302,18.163073
Copertino,075022,40.271681,18.050252
Corigliano d'Otranto,075023,40.159624,18.259428
Corsano,075024,39.889219,18.369333
Cursi,075025,40.149624,18.314829
Cutrofiano,075026,40.126323,18.201627
Diso,075027,40.009522,18.392532
Gagliano del Capo,075028,39.844218,18.369534
Galatina,075029,40.174278,18.167839
Galatone,075030,40.142922,18.070424
Gallipoli,075031,40.05672,17.996423
Giuggianello,075032,40.094423,18.368931
Giurdignano,075033,40.121524,18.432732
Guagnano,075034,40.401227,17.949018
Lecce,075035,40.152217,18.226063
Lequile,075036,40.305826,18.140223
Leverano,075037,40.289425,17.999414
Lizzanello,075038,40.304127,18.222525
Maglie,075039,40.118463,18.298853
Martano,075040,40.203621,18.30198
Martignano,075041,40.237425,18.255227
Matino,075042,40.03251,18.133853
Melendugno,075043,40.271701,18.336912
Melissano,075044,39.971065,18.125779
Melpignano,075045,40.157081,18.293078
Miggiano,075046,39.95972,18.311631
Minervino di Lecce,075047,40.088424,18.420432
Monteroni di Lecce,075048,40.324398,18.09759
Montesano Salentino,075049,39.975621,18.321431
Morciano di Leuca,075050,39.847818,18.312432
Muro Leccese,075051,40.102323,18.33813
Nardò,075052,40.176261,18.030637
Neviano,075053,40.107722,18.114025
Nociglia,075054,40.039222,18.326031
Novoli,075055,40.378527,18.04922
Ortelle,075056,40.033896,18.39112
Otranto,075057,40.147825,18.485933
Palmariggi,075058,40.131322,18.381176
Parabita,075059,40.051921,18.129526
Patù,075060,39.841218,18.338933
Poggiardo,075061,40.054223,18.379132
Racale,075063,39.963119,18.093826
Ruffano,075064,39.984092,18.247476
Salice Salentino,075065,40.385662,17.963748
Salve,075066,39.861318,18.293332
Sanarica,075067,40.089123,18.348731
San Cesario di Lecce,075068,40.302961,18.159865
San Donato di Lecce,075069,40.268126,18.184225
Sannicola,075070,40.091921,18.066124
San Pietro in Lama,075071,40.308426,18.128623
Santa Cesarea Terme,075072,40.036323,18.456834
Scorrano,075073,40.091623,18.299629
Seclì,075074,40.130126,18.100507
Sogliano Cavour,075075,40.148823,18.195226
Soleto,075076,40.187708,18.207372
Specchia,075077,39.93712,18.297631
Spongano,075078,40.017822,18.365632
Squinzano,075079,40.436528,18.04182
Sternatia,075080,40.222125,18.225226
Supersano,075081,40.017721,18.243229
Surano,075082,40.028322,18.345131
Surbo,075083,40.396028,18.133422
Taurisano,075084,39.956619,18.214129
Taviano,075085,39.983519,18.086826
Tiggiano,075086,39.905819,18.364433
Trepuzzi,075087,40.405472,18.07062
Tricase,075088,39.93042,18.355332
Tuglie,075089,40.073821,18.098125
Ugento,075090,39.926319,18.157428
Uggiano la Chiesa,075091,40.101724,18.449333
Veglie,075092,40.335126,17.965219
Vernole,075093,40.289527,18.303527
Zollino,075094,40.206006,18.250589
San Cassiano,075095,40.056287,18.333936
Castro,075096,40.007022,18.425733
Porto Cesareo,075097,40.262824,17.898418
Presicce-Acquarica,075098,39.903241,18.254798
Andria,110001,41.227646,16.295435
Barletta,110002,41.321498,16.28687
Bisceglie,110003,41.240274,16.501011
Canosa di Puglia,110004,41.219631,16.067466
Margherita di Savoia,110005,41.374235,16.150166
Minervino Murge,110006,41.085052,16.077776
San Ferdinando di Puglia,110007,41.302632,16.070465
Spinazzola,110008,40.969168,16.088007
Trani,110009,41.275088,16.416258
Trinitapoli,110010,41.358853,16.087436
Abriola,076001,40.507882,15.81376
Acerenza,076002,40.792121,15.936568
Albano di Lucania,076003,40.584445,16.036716
Anzi,076004,40.516615,15.924571
Armento,076005,40.307712,16.064977
Atella,076006,40.880321,15.650161
Avigliano,076007,40.729718,15.720264
Balvano,076008,40.650315,15.514161
Banzi,076009,40.861559,16.013768
Baragiano,076010,40.679738,15.593966
Barile,076011,40.946322,15.67266
Bella,076012,40.760917,15.54056
Brienza,076013,40.477849,15.630151
Brindisi Montagna,076014,40.609517,15.939771
Calvello,076015,40.476014,15.84857
Calvera,076016,40.149509,16.143881
Campomaggiore,076017,40.566012,16.073217
Cancellara,076018,40.730219,15.925769
Carbone,076019,40.142409,16.08938
San Paolo Albanese,076020,40.036708,16.334586
Castelgrande,076021,40.786617,15.430157
Castelluccio Inferiore,076022,40.003905,15.980879
Castelluccio Superiore,076023,40.010305,15.975079
Castelmezzano,076024,40.530237,16.046551
Castelsaraceno,076025,40.163708,15.991877
Castronuovo di Sant'Andrea,076026,40.19071,16.185481
Cersosimo,076027,40.047009,16.349386
Chiaromonte,076028,40.124009,16.213835
Corleto Perticara,076029,40.383513,16.040676
Episcopia,076030,40.074807,16.098181
Fardella,076031,40.113809,16.169782
Filiano,076032,40.831879,15.716292
Forenza,076033,40.859583,15.855268
Francavilla in Sinni,076034,40.080192,16.203224
Gallicchio,076035,40.289012,16.139079
Genzano di Lucania,076036,40.849102,16.032463
Grumento Nova,076037,40.28281,15.888773
Guardia Perticara,076038,40.360513,16.098877
Lagonegro,076039,40.128306,15.761472
Latronico,076040,40.089807,16.011778
Laurenzana,076041,40.460514,15.970973
Lauria,076042,40.047351,15.836595
Lavello,076043,41.045625,15.790762
Maratea,076044,39.996703,15.722373
Marsico Nuovo,076045,40.423012,15.734868
Marsicovetere,076046,40.376601,15.824493
Maschito,076047,40.908922,15.829464
Melfi,076048,40.996127,15.655654
Missanello,076049,40.282012,16.16598
Moliterno,076050,40.241932,15.86902
Montemilone,076051,41.030026,15.969266
Montemurro,076052,40.296911,15.991275
Muro Lucano,076053,40.752517,15.485759
Nemoli,076054,40.067505,15.800274
Noepoli,076055,40.086809,16.329685
Oppido Lucano,076056,40.76182,15.98667
Palazzo San Gervasio,076057,40.931324,15.980767
Pescopagano,076058,40.835618,15.398856
Picerno,076059,40.638456,15.635874
Pietragalla,076060,40.747522,15.880648
Pietrapertosa,076061,40.518017,16.063207
Pignola,076062,40.573637,15.783504
Potenza,076063,40.518319,15.82096
Rapolla,076064,40.975723,15.67126
Rapone,076065,40.846719,15.501158
Rionero in Vulture,076066,40.926188,15.669441
Ripacandida,076067,40.911781,15.724783
Rivello,076068,40.078005,15.756073
Roccanova,076069,40.212011,16.203181
Rotonda,076070,39.952786,16.039088
Ruoti,076071,40.718017,15.678963
Ruvo del Monte,076072,40.848819,15.541359
San Chirico Nuovo,076073,40.676747,16.078534
San Chirico Raparo,076074,40.190715,16.076348
San Costantino Albanese,076075,40.035808,16.304686
San Fele,076076,40.819326,15.538428
San Martino d'Agri,076077,40.23971,16.053078
San Severino Lucano,076078,40.020607,16.137882
Sant'Angelo Le Fratte,076079,40.545913,15.558963
Sant'Arcangelo,076080,40.247312,16.271182
Sarconi,076081,40.247891,15.890397
Sasso di Castalda,076082,40.488266,15.677963
Satriano di Lucania,076083,40.543914,15.638265
Savoia di Lucania,076084,40.569813,15.552562
Senise,076085,40.147158,16.289501
Spinoso,076086,40.269694,15.966769
Teana,076087,40.124809,16.151781
Terranova di Pollino,076088,39.978107,16.296286
Tito,076089,40.583615,15.675465
Tolve,076090,40.694219,16.016271
Tramutola,076091,40.31661,15.791071
Trecchina,076092,40.025658,15.776787
Trivigno,076093,40.581017,15.989872
Vaglio Basilicata,076094,40.665873,15.92007
Venosa,076095,40.961323,15.814863
Vietri di Potenza,076096,40.598647,15.507246
Viggianello,076097,39.973195,16.085353
Viggiano,076098,40.340711,15.900773
Ginestra,076099,40.929822,15.734562
Paterno,076100,40.378311,15.732769
Accettura,077001,40.491016,16.157977
Aliano,077002,40.313827,16.229961
Bernalda,077003,40.412918,16.691097
Calciano,077004,40.588018,16.192376
Cirigliano,077005,40.394414,16.172578
Colobraro,077006,40.187312,16.424986
Craco,077007,40.379916,16.437084
Ferrandina,077008,40.501218,16.454683
Garaguso,077009,40.548418,16.227178
Gorgoglione,077010,40.394414,16.144578
Grassano,077011,40.63262,16.282778
Grottole,077012,40.60102,16.37928
Irsina,077013,40.749622,16.235775
Matera,077014,40.447642,16.473574
Miglionico,077015,40.56842,16.502484
Montalbano Jonico,077016,40.28841,16.568171
Montescaglioso,077017,40.552221,16.666887
Nova Siri,077018,40.148212,16.538889
Oliveto Lucano,077019,40.535317,16.184577
Pisticci,077020,40.390527,16.556732
Policoro,077021,40.21046,16.676376
Pomarico,077022,40.517944,16.545945
Rotondella,077023,40.171312,16.525589
Salandra,077024,40.527518,16.31918
San Giorgio Lucano,077025,40.11191,16.387986
San Mauro Forte,077026,40.487117,16.248079
Stigliano,077027,40.401238,16.231594
Tricarico,077028,40.620076,16.143617
Tursi,077029,40.245213,16.469687
Valsinni,077030,40.169912,16.443487
Scanzano Jonico,077031,40.249792,16.69804
Acquaformosa,078001,39.7231,16.089885
Acquappesa,078002,39.493695,15.952084
Acri,078003,39.493005,16.38495
Aiello Calabro,078004,39.117469,16.166663
Aieta,078005,39.928575,15.82398
Albidona,078006,39.924121,16.469869
Alessandria del Carretto,078007,39.958107,16.379488
Altilia,078008,39.13049,16.252695
Altomonte,078009,39.697882,16.127128
Amantea,078010,39.133189,16.074591
Amendolara,078011,39.952438,16.582284
Aprigliano,078012,39.241693,16.341796
Belmonte Calabro,078013,39.162203,16.082536
Belsito,078014,39.177191,16.288295
Belvedere Marittimo,078015,39.617973,15.861853
Bianchi,078016,39.100891,16.410099
Bisignano,078017,39.500197,16.274461
Bocchigliero,078018,39.419799,16.749002
Bonifati,078019,39.585296,15.900282
Buonvicino,078020,39.690177,15.883999
Calopezzati,078021,39.560673,16.801158
Caloveto,078022,39.50585,16.759549
Campana,078023,39.412448,16.822564
Canna,078024,40.093911,16.504289
Cariati,078025,39.49625,16.947448
Carolei,078026,39.256292,16.220093
Carpanzano,078027,39.147491,16.303296
Cassano all'Ionio,078029,39.785022,16.315928
Castiglione Cosentino,078030,39.351639,16.284431
Castrolibero,078031,39.308093,16.194392
Castroregio,078032,39.992408,16.47759
Castrovillari,078033,39.815494,16.202772
Celico,078034,39.310094,16.339895
Cellara,078035,39.218492,16.334796
Cerchiara di Calabria,078036,39.860405,16.382789
Cerisano,078037,39.276092,16.175392
Cervicati,078038,39.542497,16.128287
Cerzeto,078039,39.507796,16.114988
Cetraro,078040,39.516595,15.941584
Civita,078041,39.828804,16.312488
Cleto,078042,39.090189,16.158393
Colosimi,078043,39.119091,16.399698
Cosenza,078045,39.596685,16.333056
Cropalati,078046,39.517201,16.726501
Crosia,078047,39.567602,16.772801
Diamante,078048,39.67773,15.821128
Dipignano,078049,39.237492,16.253094
Domanico,078050,39.219691,16.206093
Fagnano Castello,078051,39.565697,16.053673
Falconara Albanese,078052,39.275892,16.09179
Figline Vegliaturo,078053,39.225192,16.330296
Firmo,078054,39.721401,16.170186
Fiumefreddo Bruzio,078055,39.234427,16.069517
Francavilla Marittima,078056,39.817846,16.386644
Frascineto,078057,39.836404,16.261987
Fuscaldo,078058,39.414294,16.029787
Grimaldi,078059,39.14199,16.235694
Grisolia,078060,39.724499,15.854179
Guardia Piemontese,078061,39.466163,15.999259
Lago,078062,39.166767,16.149135
Laino Borgo,078063,39.95352,15.973719
Laino Castello,078064,39.936304,15.97658
Lappano,078065,39.319506,16.312166
Lattarico,078066,39.463378,16.137829
Longobardi,078067,39.20709,16.07649
Longobucco,078068,39.448299,16.610499
Lungro,078069,39.742265,16.122825
Luzzi,078070,39.446105,16.287255
Maierà,078071,39.717518,15.849327
Malito,078072,39.15499,16.248595
Malvito,078073,39.599698,16.053285
Mandatoriccio,078074,39.467201,16.834804
Mangone,078075,39.205592,16.331996
Marano Marchesato,078076,39.315993,16.173791
Marano Principato,078077,39.299593,16.175091
Marzi,078078,39.170791,16.306396
Mendicino,078079,39.263596,16.195352
Mongrassano,078080,39.526897,16.110587
Montalto Uffugo,078081,39.404795,16.15799
Montegiordano,078082,40.04301,16.534391
Morano Calabro,078083,39.843941,16.135613
Mormanno,078084,39.888303,15.98678
Mottafollone,078085,39.648699,16.063385
Nocara,078086,40.099411,16.481889
Oriolo,078087,40.053809,16.446088
Orsomarso,078088,39.800172,15.909528
Paludi,078089,39.529394,16.681569
Panettieri,078090,39.05999,16.4567
Paola,078091,39.359893,16.039588
Papasidero,078092,39.871915,15.905552
Parenti,078093,39.162192,16.410498
Paterno Calabro,078094,39.228492,16.264894
Pedivigliano,078096,39.10949,16.302896
Piane Crati,078097,39.234093,16.325495
Pietrafitta,078098,39.261393,16.338595
Pietrapaola,078099,39.487501,16.815803
Plataci,078100,39.900406,16.43199
Praia a Mare,078101,39.900902,15.779276
Rende,078102,39.331993,16.184383
Rocca Imperiale,078103,40.109711,16.580191
Roggiano Gravina,078104,39.618199,16.159687
Rogliano,078105,39.178764,16.323409
Rose,078106,39.398495,16.287193
Roseto Capo Spulico,078107,39.987009,16.601693
Rota Greca,078109,39.468496,16.112588
Rovito,078110,39.307994,16.321094
San Basile,078111,39.809603,16.163285
San Benedetto Ullano,078112,39.427095,16.123789
San Cosmo Albanese,078113,39.5831,16.420193
San Demetrio Corone,078114,39.569899,16.361492
San Donato di Ninea,078115,39.7116,16.048491
San Fili,078116,39.338893,16.14349
Sangineto,078117,39.604797,15.914882
San Giorgio Albanese,078118,39.581818,16.454187
San Giovanni in Fiore,078119,39.252976,16.697377
San Lorenzo Bellizzi,078120,39.889205,16.330288
San Lorenzo del Vallo,078121,39.668201,16.29739
San Lucido,078122,39.308892,16.050788
San Marco Argentano,078123,39.557408,16.119089
San Martino di Finita,078124,39.490596,16.109788
San Nicola Arcella,078125,39.848174,15.794971
San Pietro in Amantea,078126,39.136389,16.111592
San Pietro in Guarano,078127,39.342094,16.311247
San Sosti,078128,39.660948,16.028228
Santa Caterina Albanese,078129,39.586119,16.070479
Santa Domenica Talao,078130,39.819501,15.854578
Sant'Agata di Esaro,078131,39.622798,15.983783
Santa Maria del Cedro,078132,39.746199,15.836379
Santa Sofia d'Epiro,078133,39.54709,16.329117
Santo Stefano di Rogliano,078134,39.192492,16.318196
San Vincenzo La Costa,078135,39.365194,16.15169
Saracena,078136,39.776837,16.156472
Scala Coeli,078137,39.449801,16.885405
Scalea,078138,39.81666,15.790547
Scigliano,078139,39.128688,16.308213
Serra d'Aiello,078140,39.090288,16.127493
Spezzano Albanese,078142,39.668801,16.31049
Spezzano della Sila,078143,39.299411,16.33945
Tarsia,078145,39.6209,16.27169
Terranova da Sibari,078146,39.656901,16.339491
Terravecchia,078147,39.464901,16.946006
Torano Castello,078148,39.506296,16.145588
Tortora,078149,39.941303,15.805176
Trebisacce,078150,39.870107,16.530667
Vaccarizzo Albanese,078152,39.5854,16.432894
Verbicaro,078153,39.7556,15.91358
Villapiana,078154,39.846505,16.455191
Zumpano,078155,39.310894,16.292094
Casali del Manco,078156,39.294833,16.450109
Corigliano-Rossano,078157,39.616315,16.577896
Albi,079002,39.02499,16.596404
Amaroni,079003,38.793085,16.448103
Amato,079004,38.941788,16.462202
Andali,079005,39.013391,16.768407
Argusto,079007,38.680783,16.435404
Badolato,079008,38.568681,16.524607
Belcastro,079009,39.017992,16.786408
Borgia,079011,38.826186,16.508804
Botricello,079012,38.93199,16.85831
Caraffa di Catanzaro,079017,38.881287,16.485603
Cardinale,079018,38.642336,16.38748
Carlopoli,079020,39.05669,16.4549
Catanzaro,079023,38.82996,16.431557
Cenadi,079024,38.719483,16.417203
Centrache,079025,38.728984,16.432103
Cerva,079027,39.018824,16.742749
Chiaravalle Centrale,079029,38.680383,16.410603
Cicala,079030,39.02219,16.486101
Conflenti,079033,39.071689,16.284496
Cortale,079034,38.840086,16.409602
Cropani,079036,38.967791,16.781308
Curinga,079039,38.826185,16.3134
Davoli,079042,38.647383,16.486205
Decollatura,079043,39.047789,16.355098
Falerna,079047,38.995559,16.162568
Feroleto Antico,079048,38.961095,16.388327
Fossato Serralta,079052,38.99629,16.579604
Gagliato,079055,38.676978,16.462646
Gasperina,079056,38.73965,16.507381
Gimigliano,079058,38.974489,16.530503
Girifalco,079059,38.823355,16.426384
Gizzeria,079060,38.979987,16.203296
Guardavalle,079061,38.50498,16.503507
Isca sullo Ionio,079063,38.601282,16.519607
Jacurso,079065,38.84618,16.380042
Magisano,079068,39.01339,16.627904
Maida,079069,38.858841,16.364824
Marcedusa,079071,39.027792,16.836309
Marcellinara,079072,38.928093,16.493077
Martirano,079073,39.081748,16.248479
Martirano Lombardo,079074,39.074949,16.232759
Miglierina,079077,38.948986,16.471932
Montauro,079080,38.74877,16.51291
Montepaone,079081,38.721458,16.498972
Motta Santa Lucia,079083,39.09189,16.292396
Nocera Terinese,079087,39.036893,16.160718
Olivadi,079088,38.725584,16.423703
Palermiti,079089,38.748534,16.452216
Pentone,079092,38.98579,16.582504
Petrizzi,079094,38.701383,16.473005
Petronà,079095,39.043692,16.755907
Pianopoli,079096,38.953917,16.388125
Platania,079099,39.005388,16.320098
San Floro,079108,38.837986,16.518704
San Mango d'Aquino,079110,39.060284,16.193707
San Pietro a Maida,079114,38.846804,16.343454
San Pietro Apostolo,079115,39.004389,16.468401
San Sostene,079116,38.637882,16.487106
Santa Caterina dello Ionio,079117,38.532681,16.522007
Sant'Andrea Apostolo dello Ionio,079118,38.622582,16.528307
San Vito sullo Ionio,079122,38.711783,16.409703
Satriano,079123,38.666883,16.481205
Sellia,079126,38.982284,16.629684
Sellia Marina,079127,38.899625,16.74433
Serrastretta,079129,39.013189,16.4163
Sersale,079130,39.010891,16.726907
Settingiano,079131,38.911388,16.513903
Simeri Crichi,079133,38.909644,16.656018
Sorbo San Basile,079134,39.01939,16.569103
Soverato,079137,38.687717,16.550044
Soveria Mannelli,079138,39.08289,16.371898
Soveria Simeri,079139,38.946589,16.680106
Squillace,079142,38.779485,16.512205
Stalettì,079143,38.765485,16.537605
Taverna,079146,39.02179,16.581803
Tiriolo,079147,38.943288,16.508303
Torre di Ruggiero,079148,38.653382,16.372803
Vallefiorita,079151,38.776385,16.461003
Zagarise,079157,38.99919,16.663205
Lamezia Terme,079160,38.964507,16.302145
Africo,080001,38.050669,16.133204
Agnana Calabra,080002,38.302674,16.222904
Anoia,080003,38.436192,16.080633
Antonimina,080004,38.272273,16.148402
Ardore,080005,38.19097,16.168222
Bagaladi,080006,38.026667,15.821398
Bagnara Calabra,080007,38.288471,15.807795
Benestare,080008,38.185372,16.137003
Bianco,080009,38.09067,16.149304
Bivongi,080010,38.48317,16.453054
Bova,080011,37.995067,15.931901
Bovalino,080012,38.148971,16.174004
Bova Marina,080013,37.930625,15.917452
Brancaleone,080014,37.962968,16.100405
Bruzzano Zeffirio,080015,38.013268,16.082604
Calanna,080016,38.183669,15.723094
Camini,080017,38.432257,16.481958
Campo Calabro,080018,38.216069,15.659192
Candidoni,080019,38.505477,16.086298
Canolo,080020,38.315043,16.199783
Caraffa del Bianco,080021,38.09267,16.086403
Cardeto,080022,38.084567,15.766596
Careri,080023,38.176571,16.117803
Casignana,080024,38.10187,16.089903
Caulonia,080025,38.381377,16.409007
Ciminà,080026,38.246819,16.138812
Cinquefrondi,080027,38.415957,16.097429
Cittanova,080028,38.353949,16.080602
Condofuri,080029,38.004659,15.857397
Cosoleto,080030,38.275372,15.927997
Delianuova,080031,38.234071,15.917798
Feroleto della Chiesa,080032,38.465776,16.064198
Ferruzzano,080033,38.038715,16.087049
Fiumara,080034,38.212669,15.693693
Galatro,080035,38.45974,16.110777
Gerace,080036,38.27233,16.219753
Giffone,080037,38.438176,16.15
Gioia Tauro,080038,38.423974,15.898995
Gioiosa Ionica,080039,38.322175,16.302605
Grotteria,080040,38.365476,16.264904
Laganadi,080041,38.173369,15.741395
Laureana di Borrello,080042,38.492577,16.082098
Locri,080043,38.238537,16.265509
Mammola,080044,38.378051,16.203148
Marina di Gioiosa Ionica,080045,38.300663,16.330362
Maropati,080046,38.440632,16.099161
Martone,080047,38.353976,16.288304
Melicuccà,080048,38.303772,15.881296
Melicucco,080049,38.433713,16.060471
Melito di Porto Salvo,080050,37.920384,15.777857
Molochio,080051,38.308445,16.031862
Monasterace,080052,38.453679,16.552009
Montebello Jonico,080053,37.982766,15.757997
Motta San Giovanni,080054,38.003165,15.695096
Oppido Mamertina,080055,38.293593,15.98414
Palizzi,080056,37.966667,15.986702
Palmi,080057,38.357449,15.846565
Pazzano,080058,38.475763,16.452501
Placanica,080059,38.411878,16.452507
Platì,080060,38.219972,16.046501
Polistena,080061,38.406509,16.077455
Portigliola,080062,38.227673,16.202204
Reggio di Calabria,080063,38.103539,15.639756
Riace,080064,38.418295,16.481189
Rizziconi,080065,38.411996,15.95924
Roccaforte del Greco,080066,38.047268,15.894699
Roccella Ionica,080067,38.321976,16.400907
Roghudi,080068,37.927565,15.765998
Rosarno,080069,38.487283,15.976495
Samo,080070,38.073769,16.058302
San Giorgio Morgeto,080071,38.386958,16.108164
San Giovanni di Gerace,080072,38.365076,16.277704
San Lorenzo,080073,38.010967,15.834398
San Luca,080074,38.148371,16.066002
San Pietro di Caridà,080075,38.523678,16.135299
San Procopio,080076,38.281172,15.890397
San Roberto,080077,38.211269,15.736594
Santa Cristina d'Aspromonte,080078,38.255372,15.970499
Sant'Agata del Bianco,080079,38.092788,16.083088
Sant'Alessio in Aspromonte,080080,38.172569,15.757795
Sant'Eufemia d'Aspromonte,080081,38.263471,15.854796
Sant'Ilario dello Ionio,080082,38.218773,16.195604
Santo Stefano in Aspromonte,080083,38.169169,15.789196
Scido,080084,38.243571,15.932698
Scilla,080085,38.25067,15.718993
Seminara,080086,38.335093,15.871255
Serrata,080087,38.512877,16.100699
Siderno,080088,38.276163,16.29816
Sinopoli,080089,38.263771,15.878497
Staiti,080090,38.000068,16.032803
Stignano,080091,38.416078,16.470308
Stilo,080092,38.476612,16.467263
Taurianova,080093,38.355054,16.014778
Terranova Sappo Minulio,080094,38.322673,16.007499
Varapodio,080095,38.317073,15.984398
Villa San Giovanni,080096,38.220112,15.637381
San Ferdinando,080097,38.48317,15.916271
Belvedere di Spinello,101001,39.211944,16.889318
Caccuri,101002,39.227416,16.778569
Carfizzi,101003,39.30636,16.973792
Casabona,101004,39.250284,16.960659
Castelsilano,101005,39.269034,16.767453
Cerenzia,101006,39.244086,16.788333
Cirò,101007,39.381732,17.061353
Cirò Marina,101008,39.369092,17.132857
Cotronei,101009,39.15835,16.773505
Crotone,101010,39.187389,16.878282
Crucoli,101011,39.423701,17.002308
Cutro,101012,39.035445,16.979263
Isola di Capo Rizzuto,101013,38.959993,17.093315
Melissa,101014,39.307373,17.025987
Mesoraca,101015,39.080127,16.789599
Pallagorio,101016,39.307693,16.910984
Petilia Policastro,101017,39.10941,16.788654
Roccabernarda,101018,39.136087,16.869791
Rocca di Neto,101019,39.184386,17.009067
San Mauro Marchesato,101020,39.104406,16.924439
San Nicola dell'Alto,101021,39.291348,16.972244
Santa Severina,101022,39.147901,16.912776
Savelli,101023,39.310837,16.778523
Scandale,101024,39.122213,16.964123
Strongoli,101025,39.263959,17.052026
Umbriatico,101026,39.354501,16.91871
Verzino,101027,39.311098,16.860406
Acquaro,102001,38.554779,16.1872
Arena,102002,38.562779,16.2099
Briatico,102003,38.725981,16.032895
Brognaturo,102004,38.601281,16.341403
Capistrano,102005,38.692282,16.289601
Cessaniti,102006,38.66368,16.026795
Dasà,102007,38.564879,16.196
Dinami,102008,38.527776,16.147958
Drapia,102009,38.664524,15.910363
Fabrizia,102010,38.487078,16.301003
Filadelfia,102011,38.783764,16.291088
Filandari,102012,38.615079,16.031396
Filogaso,102013,38.681481,16.228699
Francavilla Angitola,102014,38.780184,16.271699
Francica,102015,38.615679,16.099297
Gerocarne,102016,38.587478,16.219813
Ionadi,102017,38.636334,16.059571
Joppolo,102018,38.58384,15.897318
Limbadi,102019,38.557477,15.965895
Maierato,102020,38.705048,16.19007
Mileto,102021,38.609262,16.069491
Mongiana,102022,38.512879,16.319503
Monterosso Calabro,102023,38.716999,16.291059
Nardodipace,102024,38.472278,16.342504
Nicotera,102025,38.554577,15.936695
Parghelia,102026,38.681736,15.921798
Pizzo,102027,38.735436,16.162085
Pizzoni,102028,38.623081,16.251901
Polia,102029,38.751183,16.3122
Ricadi,102030,38.625483,15.86643
Rombiolo,102031,38.591778,16.001696
San Calogero,102032,38.575578,16.020296
San Costantino Calabro,102033,38.632279,16.073897
San Gregorio d'Ippona,102034,38.642334,16.101976
San Nicola da Crissa,102035,38.663636,16.284679
Sant'Onofrio,102036,38.694981,16.144097
Serra San Bruno,102037,38.574608,16.326074
Simbario,102038,38.612109,16.334919
Sorianello,102039,38.59328,16.231901
Soriano Calabro,102040,38.596934,16.230355
Spadola,102041,38.603802,16.337075
Spilinga,102042,38.628412,15.906178
Stefanaconi,102043,38.677881,16.124197
