pro_com_t,cf
015082,84503720157
015085,03122360153
015086,01086310156
015087,02981700152
015093,00880000153
015096,00861770154
015097,80095950152
015098,83005680158
015099,01068100153
015101,84503760153
015103,82001390150
015105,00792720153
015106,00973680150
015108,00861930154
015110,83500690157
015112,82000830156
015113,01490870159
015114,83503270155
015115,80094250158
015116,00856780150
015118,00807960158
015122,83503450153
015125,80101630152
015130,01082490150
015131,00950100156
015134,01009620152
015136,83510480151
015139,84503580155
015140,84507510158
015142,00795710151
015144,03476900158
015146,01199250158
015150,82003090154
015151,82000790152
015154,00864790159
015155,03606860157
015157,02032910156
015158,80121990156
015159,80104310158
015164,86002350154
015165,04935070153
015166,02866100155
015167,80108750151
015168,01059460152
015169,84503130159
015170,86502820151
015171,80101570150
015172,03064000155
015173,80104290152
015175,83501410159
015176,86502140154
015177,83503590156
015178,83504230158
015179,86502760159
015181,01633080153
015182,00893240150
015183,86002510153
015184,82002470159
015185,83503550150
015188,82000610152
015189,01743420158
015191,84503820155
015192,00828590158
015194,01401970155
015195,00798940151
015200,02941420156
015201,01175480159
015202,84504020151
015204,86003630158
015205,83503670156
015206,03519480150
015209,02253930156
015210,83503490159
015211,01315140150
015213,01549700159
015219,83502090158
015220,03029240151
015221,83502130152
015222,84503590154
015224,83502350156
015226,86004290150
015229,03351920156
015230,03614850158
015236,80100350158
015237,83504710159
015242,07430220157
015243,00994350155
015244,84503700159
015247,80102330158
015248,01008750158
015249,02937320154
015250,04669050967
015251,10708190961
016001,00712970169
016002,00712980168
016003,00684170160
016004,00224380162
016005,80021130168
016006,00334080165
016007,00533860169
016008,00220080162
016009,91026230168
016010,83000250163
016011,00657640165
016012,00328930169
016013,84003870163
016014,85002410166
016015,00374900165
016016,00681530168
016017,00579440165
016018,00720170166
016019,00678470162
016020,83000390167
016021,80029080167
016022,00505610162
016023,00313890162
016024,80034840167
016025,00566590162
016026,00633530167
016027,00707790168
016028,00240930164
016029,84002910168
016030,82000950160
016031,82000620169
016032,00722580164
016033,00347900169
016034,00321940165
016035,00334660164
016036,00619750169
016037,00298890161
016038,82001410164
016040,84000930168
016041,00747990166
016042,00720160167
016043,00662780162
016044,00372530162
016046,00229710165
016047,00246370167
016048,00328940168
016049,00342890167
016050,00505600163
016051,00325440162
016052,82003130166
016053,00272830167
016055,00247620164
016056,00637300161
016057,01024090167
016058,80016780167
016059,84002230161
016060,81001030162
016061,94001130163
016062,00348070160
016063,84002990160
016064,00326070166
016065,00542060165
016066,00662800168
016067,00722510161
016068,00562130161
016069,00562110163
016070,00240600163
016071,81001630169
016072,00575760160
016073,00278290168
016074,82001390168
016075,00335130167
016076,00666770169
016077,00245460167
016078,81002410165
016079,00281170167
016080,81002520161
016081,00646020164
016082,00541990164
016083,00710830167
016084,95001660166
016085,00550800163
016086,00572300168
016087,83000850160
016088,80006490165
016089,80016350169
016090,85002390160
016091,00232910166
016092,85001850164
016093,00670550169
016094,00579480161
016096,00294190160
016097,83000890166
016098,00286540166
016099,00338730161
016100,00309870160
016101,83000990164
016102,00542500160
016103,00637310160
016104,00669020166
016105,84002310161
016106,00542030168
016107,00722280161
016108,00246270169
016109,00684560162
016110,80016760169
016111,00250930161
016113,00709980163
016114,00251880167
016115,00708390166
016116,00652160169
016117,80027490160
016118,00666340161
016119,00722570165
016120,00339800161
016121,85000530163
016122,83001820162
016123,80024370167
016124,81002090165
016125,85001570168
016126,00240880161
016127,00542010160
016128,81003470168
016129,84002970162
016130,00728650169
016131,00575780168
016132,00685130163
016133,00683770168
016134,00671320166
016135,00246380166
016136,00650770167
016137,81002200160
016139,95001650167
016140,83001310164
016141,83001390166
016142,00307380162
016143,00707040168
016144,00221710163
016145,85000650169
016146,00579500166
016147,00658090162
016148,00652150160
016149,00636350167
016150,80038190163
016151,94001390163
016152,00240870162
016153,00650920168
016154,00670290162
016155,80028060160
016156,80024950166
016157,83001570163
016158,00348260167
016159,00543130165
016160,80035830167
016161,81001780162
016162,00347890162
016163,00640710166
016164,85002330166
016165,00675260160
016166,00727180168
016167,84002150161
016168,00255920167
016169,80013910163
016170,00250450160
016171,82000590164
016172,00676850167
016173,80006370169
016174,00547750166
016175,00530750165
016176,82003210166
016177,83001610167
016178,00330380163
016179,00579520164
016180,00542080163
016182,00542510169
016183,00622580165
016184,85001490169
016185,00559960166
016186,00382800167
016187,00338710163
016188,00324100163
016189,00288640162
016190,00306690165
016191,85002370162
016193,80013870169
016194,00696720168
016195,00579540162
016196,00663510162
016197,00631310166
016198,00384000162
016199,00342670163
016200,00646930164
016201,81000330167
016202,80016300164
016203,82003830161
016204,00347880163
016205,81002220168
016206,00711080168
016207,00336840160
016208,00727670168
016209,00321890162
016210,85001030163
016211,00547770164
016212,00240940163
016213,82005730161
016214,00315250167
016215,00686450164
016216,00684180169
016217,83001630165
016218,00407800168
016219,00230810160
016220,00330220161
016221,00570140160
016222,80025650161
016223,81001640168
016224,00470160169
016225,00666330162
016226,00637290164
016227,00649880168
016229,94001380164
016230,85001150169
016232,00321950164
016233,00268310166
016234,00238520167
016235,00714750163
016236,00566570164
016237,00543080162
016238,00616720165
016239,00579560160
016240,80023530167
016241,00330180167
016242,00719120164
016243,00663280162
016244,80003650167
016245,00325260164
016246,94000290166
016247,00579460163
016248,85001070169
016249,00342140167
016250,82003850169
016251,82003170162
016252,03990160164
016253,03966930160
017001,85001290171
017002,82000850170
017003,00706890175
017004,00875940173
017005,00811700178
017006,00852900174
017007,00857830178
017008,80018050171
017009,00453990178
017010,00822580171
017011,88000370176
017012,00760040170
017013,00854920170
017014,00760050179
017015,00955490172
017016,00715580171
017017,00903350171
017018,81002430171
017019,00706830171
017020,00846420172
017021,00841300171
017022,00701670176
017023,00600950174
017024,00868380171
017025,00374120178
017026,00956690176
017027,00855380176
017028,00855690178
017029,00761890177
017030,00796050177
017031,80011670173
017032,00524950177
017033,00791540172
017034,85000890179
017035,81001410174
017036,00744090176
017037,00852940170
017038,00635680176
017039,00750840175
017040,00841500176
017041,00724220173
017042,00886000173
017043,00464720176
017044,00852130178
017045,00848610176
017046,82001930179
017047,00361760176
017048,80018310179
017049,00980200174
017050,81002490175
017051,00959860172
017052,00606990174
017053,00760060178
017054,81002590172
017055,00895540177
017056,00821390176
017057,00853240174
017058,00850830175
017059,00625410170
017060,00852420173
017061,00350520177
017062,00789430170
017063,00855280178
017064,00855670170
017065,00290170174
017066,88000590179
017067,00575230172
017068,00760070177
017069,00759960172
017070,81002230175
017071,88001110175
017072,00869010173
017073,88001190177
017074,00368800173
017075,00304530173
017076,00553860172
017077,00647290170
017078,00290650175
017079,81001550177
017080,88001290175
017081,00945980175
017082,00744080177
017083,00963460175
017084,83001270178
017085,00451300172
017086,85000670175
017087,00782030175
017088,88001410179
017089,00826220170
017090,00878650175
017091,00855700175
017092,00832210173
017093,00855400172
017094,00855390175
017095,01127210175
017096,00451340178
017097,00855730172
017098,00571420173
017099,00855410171
017100,81002270171
017101,00716670179
017102,00866400179
017103,00303410179
017104,00881240170
017105,83001250170
017106,80015730171
017107,00855610176
017108,00898310172
017109,00842990178
017110,00725380174
017111,00830780177
017112,00841590177
017113,00645400177
017114,80012470177
017115,00852110170
017116,00850440173
017117,80008790174
017118,81002370179
017119,00666520176
017120,80013950177
017121,00639430172
017122,88000970173
017123,00841600174
017124,00968280172
017125,00850450172
017126,86000350172
017127,00796430171
017128,00975860172
017129,00855780177
017130,00454430174
017131,00589400175
017132,00666540174
017133,00400530176
017134,80016190177
017135,81002610178
017136,00455600171
017137,00759970171
017138,01456960176
017139,87000290178
017140,00780280178
017141,00840000178
017142,00641410170
017143,00377510177
017144,00827470170
017145,00839700176
017146,01230950170
017147,80018630170
017148,00649470176
017149,00453890170
017150,00692230170
017151,00842970170
017152,88002390172
017153,00736840174
017155,00846620177
017156,00813320173
017157,00867640179
017158,00842980179
017159,00854910171
017160,85000190174
017161,00634160170
017162,00729210179
017163,00632150173
017164,87001610176
017165,80018470171
017166,00450610175
017167,00832180178
017168,00735630170
017169,80015470174
017170,00399840172
017171,00843000175
017172,00854930179
017173,00376030177
017174,00852210178
017175,00951760172
017176,00734610173
017177,88004490178
017178,80012350171
017179,00568450175
017180,00868440173
017181,00882630171
017182,80015530175
017183,83001210174
017184,00827800178
017185,00855040176
017186,00855080172
017187,00839830171
017188,00293540175
017189,00860940170
017190,00949980171
017191,87000310174
017192,00958050171
017193,00843830175
017194,00571590173
017195,00299740175
017196,88002730179
017197,00948680178
017198,00882960172
017199,00351640172
017200,00883000176
017201,00847500170
017202,00837510171
017203,85001010173
017204,00435460175
017205,80015590179
017206,00948230172
018001,00473750180
018002,01738930187
018003,83000470183
018004,00467340188
018005,84000500185
018006,81001830181
018007,86003510186
018008,84000410187
018009,00414580183
018011,86001910180
018012,00520510181
018013,00397220187
018014,00471320184
018015,00460880180
018016,00468890181
018017,86003230181
018018,85001770180
018019,00520620188
018020,84000700181
018021,86003490181
018022,00473260180
018023,00447770181
018024,84000230189
018025,01863030183
018026,84000470181
018027,83000530184
018029,84000510184
018030,00523930188
018031,84000550180
018032,00473900181
018033,00483730180
018034,00468580188
018035,85001790188
018036,00483000188
018037,00451040182
018038,00485410187
018039,83000570180
018040,83000590188
018041,00467120184
018042,86003530184
018043,00487250185
018044,83000610184
018045,83000690186
018046,80000850182
018047,00333900181
018048,00439130188
018049,84000590186
018050,00470780180
018051,00409680188
018052,83000950184
018053,00475470183
018054,86003410189
018057,00460370182
018058,00475640181
018059,83000990180
018060,00489010181
018061,00473740181
018062,00244220182
018063,00339070187
018064,86003270187
018065,82001030186
018066,00485480180
018067,00490860186
018068,85001890186
018069,85001810184
018071,00493730188
018072,00460900186
018073,00485780183
018074,84000630180
018075,85001830182
018076,00464180181
018077,00484170188
018078,00414560185
018079,00470400185
018080,00493570188
018081,00270350184
018082,84002700189
018083,00485840185
018084,00485240188
018085,00476130182
018086,00520490186
018087,00474790185
018088,00453550188
018089,86002720182
018090,82001810181
018091,00482310182
018092,00471410183
018093,00390570182
018094,86003290185
018095,00273900183
018096,84000720189
018097,84000670186
018098,00485460182
018099,00470500182
018100,84000690184
018101,00475070181
018102,00324770189
018103,83001190186
018104,83001090188
018105,00468570189
018106,83002010185
018107,83001210182
018108,00470710187
018109,83001230180
018110,00296180185
018111,84000710180
018112,00482160181
018113,00482780186
018114,00466880184
018115,84000770184
018116,00485360184
018117,00341500189
018118,84000830186
018119,84000900187
018120,00459830188
018121,00431410182
018122,00485130181
018123,83001450184
018124,00471900183
018125,00495840183
018126,00487150187
018127,00484680186
018128,00475450185
018129,81001310184
018130,83001570189
018131,84000910186
018133,84001010184
018134,01756890180
018135,00468360185
018136,83001710181
018137,00466390184
018138,00409830189
018139,00414310185
018140,00240820183
018141,00493580187
018142,86002820180
018143,01484840184
018144,83001630181
018145,00475630182
018146,00464360189
018147,00482750189
018148,00471430181
018149,86003430187
018150,00478370182
018151,00467130183
018152,00475620183
018153,00467720181
018154,00466350188
018155,00485150189
018156,91000280189
018157,00475460184
018158,00408380186
018159,80000930182
018160,00414570184
018161,00473910180
018162,00468090188
018163,80000970188
018164,85001850180
018165,00473040186
018166,00341480184
018167,83001990189
018168,00471450189
018169,00466530185
018171,86003550182
018172,82001050184
018173,00484670187
018174,00481940187
018175,00471420182
018176,00385320189
018177,85001870188
018178,00522180181
018179,00514190180
018180,00426210183
018181,00476120183
018182,00186490181
018183,01898150188
018184,95002830180
018185,00468340187
018186,83001790183
018187,84001370182
018188,00475610184
018189,00460320187
018190,00487690182
018191,02532270184
018192,02616370181
018193,02738210182
019001,00304070196
019002,00304920192
019003,00304860190
019004,00310040191
019005,00116170192
019006,00308090190
019007,00305100190
019009,81000570192
019010,00307000190
019011,00308170190
019012,00330930199
019013,00305680191
019014,00312100191
019015,00323260190
019016,00305070195
019017,00301440194
019018,00330940198
019019,00325800191
019020,00332120195
019021,00304940190
019022,00314350190
019023,00327520193
019024,00307010199
019025,83001230198
019026,00299440198
019027,00310070198
019028,00304320195
019029,00174760199
019030,00312110190
019031,00304660194
019032,00316550193
019033,00323930198
019034,82007130196
019035,91035680197
019036,00297960197
019037,82001930195
019038,80003550193
019039,00310050190
019040,00304350192
019041,00330920190
019043,00304300197
019044,00333310191
019045,00325740199
019046,00304890197
019047,00310060199
019048,00304840192
019049,00336550199
019050,00302910195
019051,00302630199
019052,00298700196
019053,00309210193
019054,00323090191
019055,00302860192
019056,00307050195
019057,81000870196
019058,00122220197
019059,00304960198
019060,00304220197
019061,00326780194
019062,00299140194
019063,00269750196
019064,00322970195
019065,00314360199
019066,00305120198
019067,00135350197
019068,00323920199
019069,00304900194
019070,00324120195
019072,00314650193
019073,00305000192
019074,80003290196
019075,00307040196
019076,80003610195
019077,00330950197
019078,00305020190
019079,00301430195
019080,00304970197
019081,00301970190
019082,00301980199
019083,00334230190
019084,00125130195
019085,00316540194
019086,00325790194
019087,00323960195
019088,00298350190
019089,00303600191
019090,00304470198
019091,00305440190
019092,00327580197
019093,00302890199
019094,00172790198
019095,00302640198
019096,00304460199
019097,00177340197
019098,00318000197
019099,00304310196
019100,80003390194
019101,00327510194
019102,82003090196
019103,00304830193
019104,00299150193
019105,00305110199
019106,00316690197
019107,00310260195
019108,00323870196
019109,00265370197
019110,00304290190
019111,00122230196
019112,00304990195
019113,00324130194
019114,80003570191
019115,00304380199
019116,01695750198
020001,00413370206
020002,81000370205
020003,00438900201
020007,00185780202
020008,81001310200
020010,81000490201
020011,81000510206
020012,81000430207
020013,00394850200
020014,00413950205
020015,81001030204
020016,00436640205
020017,00152550208
020018,00223070202
020019,00493530208
020020,83000510202
020021,80001910209
020022,83000130209
020024,80025260201
020025,00387350200
020026,81000670208
020027,00253340202
020028,81000790204
020029,80004910206
020030,00189800204
020031,00416240208
020032,81001210202
020033,80004530202
020034,00437020209
020035,00261470207
020036,00159460203
020037,82000050201
020038,00199290206
020039,00217110204
020041,81001230200
020042,00402030209
020043,83000230207
020044,00159450204
020045,80002770206
020046,80006430203
020047,00163620206
020048,81001250208
020050,00393230206
020051,80005810207
020052,80001670209
020053,80005630209
020054,83000390209
020055,00272230202
020056,00453060204
020057,80004610202
020058,80004650208
020059,00416220200
020060,80001990201
020061,00309830206
020062,80007050208
020063,00206590200
020064,80006510202
020065,00178480208
020066,83000670204
020068,00389360207
020070,00228490207
020071,02423810205
020072,02540250202
020073,02575310202
021001,80009810211
021002,00406670216
021003,80009950215
021004,00264460213
021005,82003050216
021006,81006190219
021007,80005810215
021008,00389240219
021009,81008120214
021010,81006650212
021011,00188450217
021012,80006560215
021013,00435110218
021014,82003070214
021015,80006090213
021016,81000970210
021017,81003390218
021018,82005850217
021019,02618840215
021020,00356410217
021021,81003550217
021022,80006630216
021023,80013950219
021024,80010130211
021025,80010230219
021026,81007850217
021027,00380670216
021028,81003690211
021029,80010250217
021030,81006790216
021031,80008620215
021032,00246310213
021033,00407860212
021034,81007220213
021035,82003110218
021036,00432110211
021037,00396990210
021038,82003130216
021039,80007310214
021040,80003880210
021041,82007030214
021042,82007330218
021043,80007620216
021044,81001010214
021045,80010550210
021046,82006550212
021047,81004190211
021048,00232380212
021049,82008550210
021050,80007870217
021051,00394920219
021052,81004290219
021053,00127760213
021054,00177740214
021055,82003170212
021056,00449290212
021057,81005990213
021058,00251080214
021059,00405990219
021060,80010730218
021061,00232480210
021062,82003190210
021063,00409340213
021064,82003210216
021065,94055150216
021066,82003230214
021067,82005370216
021068,81001720218
021069,80007600218
021070,81001030212
021071,00216980219
021072,80008790216
021073,82003070214
021074,81007110216
021075,81006010219
021076,80010970210
021077,81006750210
021079,80008980213
021080,82003310214
021081,81007460215
021082,81005890215
021083,82003270210
021084,82007130212
021085,00415100213
021086,80009170210
021087,82003290218
021088,81007580210
021089,00411710213
021091,82008110213
021092,00436290217
021093,82005970213
021094,82008540211
021095,82008420216
021096,81004010211
021097,80009450216
021098,80011130210
021099,82005150212
021100,00186560215
021101,82003330212
021102,80011270214
021103,00414320218
021104,82007710211
021105,80006580213
021106,81003030210
021107,81005910211
021108,00342270212
021109,81006360218
021110,81007610215
021111,81000030213
021112,00253800213
021113,81007400211
021114,80009710213
021115,81005970215
021116,00419860218
021117,81005390216
021118,82007070210
022001,85000870221
022002,00271100224
022003,80013230224
022005,00319630224
022006,00249830225
022007,00110390226
022009,00146270228
022011,80005890225
022013,00149110223
022015,00347080228
022017,00308700228
022018,00266100221
022021,00273990226
022022,81000910224
022025,00126690221
022026,83003580228
022029,00293350229
022032,81001250224
022033,83005150228
022034,81001190222
022035,80003200054
022036,82000230225
022037,00307740225
022038,00316270222
022039,00374450229
022040,82000550226
022042,00288090228
022043,00291040228
022045,86002610227
022047,00128850229
022048,00247030224
022049,00291140226
022050,00270680226
022051,00343350229
022052,80008770226
022053,00274540228
022054,00291620227
022058,80007570221
022059,00302450226
022060,00291010221
022061,00233820224
022062,00316390228
022064,00252960224
022068,00423390228
022071,83005270224
022074,80014520227
022078,84000770226
022079,84000130223
022081,00431040229
022083,00308770221
022085,80005230224
022087,00323920223
022089,00386100226
022090,80005250222
022091,80004690220
022092,80007710223
022093,00270970221
022095,00301100228
022097,00276510229
022098,00203870225
022102,00256270224
022103,00179650221
022104,00253930226
022106,00689060135
022108,00383060225
022109,80004770220
022110,00378700223
022112,00270960222
022113,82000750222
022114,00252040225
022115,00278910229
022116,00177020229
022117,80014070223
022118,00152150223
022120,00149120222
022123,00124030222
022124,84000050223
022127,00270850225
022128,85005290227
022129,00289900227
022130,81002430221
022131,00159240225
022133,00272300229
022134,82000870228
022135,00342900222
022136,00308670223
022137,00149130221
022138,86003230223
022139,00339190225
022142,00249810227
022143,00286690227
022144,00310930227
022147,00148590227
022150,00279660229
022153,84001170228
022155,00278170220
022156,00296510225
022157,00291640225
022159,00343390225
022160,00309060226
022161,00125390229
022162,00340240225
022163,83003060221
022164,00290910223
022165,81002230225
022167,00141660225
022168,80007510227
022169,83005250226
022170,00256300229
022171,00301120226
022172,00371860222
022173,83005070228
022176,00334870227
022177,00371870221
022179,86002710225
022180,00318880226
022181,80009570229
022182,00308750223
022183,00285750220
022184,00263320228
022188,00292750221
022189,81001210228
022190,00159330224
022191,84000250229
022193,00267990224
022195,00159200229
022196,00303060222
022199,00336020227
022200,80011830223
022202,00291650224
022203,00270830227
022205,01591870223
022209,91001540227
022210,00270840226
022213,00343510228
022216,80013790227
022222,00310910229
022224,00369340229
022226,00159270222
022228,02146620220
022229,02147150227
022230,02354850220
022231,02362480226
022232,
022233,02401970229
022234,02401730227
022235,02401930223
022236,02402000224
022237,02401960220
022238,02402160226
022239,02401740226
022240,02401920224
022241,02401950221
022242,02401910225
022243,02401750225
022244,02401990227
022245,02401890229
022246,02401900226
022247,02402200220
022248,02401940222
022249,02401760224
022250,02491430225
022251,02527840223
022252,
022253,02570500229
022254,02570230223
023001,00683030233
023002,00264700238
023003,82003290234
023004,83002270235
023005,83002470231
023006,00345090237
023007,83000210233
023008,82001750239
023009,00663500239
023010,00686570235
023011,00668140239
023012,00659880231
023013,00659140230
023014,00661110239
023015,00268250230
023016,80025180235
023017,00252060231
023018,00414200238
023019,00659900237
023020,82005890239
023021,00659830236
023022,00667270235
023023,81000830232
023024,00659190235
023025,00659890230
023026,80007570239
023027,00234140234
023028,00267000230
023029,82002330239
023030,00650140239
023031,00661130237
023032,80015770235
023033,00670360239
023034,81000130237
023035,00658150230
023036,00419930235
023037,82002770236
023038,00405260233
023039,00233530237
023040,00457160232
023041,00660940230
023042,00267720233
023043,00413860230
023044,00597030238
023045,00601160237
023046,80012760239
023047,00596180232
023048,00345850234
023049,83000930236
023050,00278010236
023051,00354500233
023052,00251080230
023053,80009120231
023054,00645290230
023055,80030260238
023056,00689720233
023057,00721100238
023058,00661770230
023059,00245430236
023060,00658760236
023061,00663220234
023062,81001170232
023063,83001150230
023064,80007680236
023065,82002370235
023066,00392460234
023067,80010130237
023068,00709050231
023069,00220240238
023070,00540670239
023071,00360350235
023072,00661100230
023073,00333790236
023074,00669300238
023075,82002650230
023076,00261520233
023077,00242770238
023078,00796760239
023079,00414190231
023080,83001510235
023081,83000070231
023082,00259810232
023083,00500760236
023084,80010830232
023085,82001090230
023086,00661030239
023087,00265460238
023088,80015530233
023089,00346630239
023090,00658400239
023091,00215150236
023092,00323160234
023093,83001690235
023094,80014290235
023095,82000850238
023096,00232070235
023097,00660750233
023098,00631830239
024001,00543330245
024002,00538020249
024003,00534310248
024004,00518900246
024005,00519170245
024006,00176710242
024007,00294880240
024008,00244950242
024009,84001350242
024010,00466650249
024012,00168480242
024013,00524720240
024014,00254180243
024015,00318760246
024016,00522830249
024017,00267040244
024018,80007410246
024019,84000910244
024020,84001990245
024021,80007050240
024022,00543310247
024024,00249160243
024025,00521900241
024026,82000790244
024027,00528860240
024028,00185650249
024029,81000350249
024030,00336090246
024032,84009900246
024034,00295160246
024035,80005270246
024036,00264180241
024037,81000370247
024038,95022910244
024039,00460560246
024040,93004390246
024041,00537800245
024042,84001130248
024043,80005710241
024044,00218530244
024046,00564140242
024047,80007250246
024048,80014150249
024049,83000550240
024050,00577360241
024051,00415090240
024052,00412580243
024053,84001250244
024055,00249370248
024056,00267100246
024057,82000830248
024060,00288650245
024061,00163690241
024062,00428360242
024063,00152550240
024064,00545030249
024065,00546830241
024066,00218540243
024067,00522580240
024068,81000420240
024070,00262470248
024071,80005950243
024072,81001210244
024073,00295870240
024074,00480160241
024075,00453590242
024076,84001630247
024077,00518190244
024078,83000930244
024079,00248950248
024080,83000430245
024081,91013460240
024082,80007870241
024083,80007810247
024084,00192560241
024085,00256400243
024086,00258950245
024087,00276370244
024088,00261630248
024089,84001030240
024090,84002530248
024091,95026510248
024094,81001390244
024095,00280750241
024096,00283120244
024097,00266420249
024098,80005610243
024099,00522840248
024100,00402150247
024101,00459400248
024102,80006390241
024103,00182090241
024104,91013510242
024105,00170360242
024106,00546000241
024107,00178430245
024108,00530900240
024110,00176730240
024111,00404250243
024112,84001010242
024113,00398190249
024115,00460580244
024116,00516890241
024117,00529770240
024118,00241700244
024119,00241790245
024120,00539070243
024121,80006050241
024122,00236130241
024123,04078130244
024124,04139610242
024125,04199270242
024126,04203260247
024127,04203480241
025001,00103340253
025002,00207050253
025003,00145920252
025004,00207780255
025005,83000710257
025006,00132550252
025007,00206250250
025008,00194080255
025010,00173100256
025011,00203620257
025012,00206480253
025013,00206240251
025014,00208500256
025015,83001030259
025016,00087640256
025017,83001190251
025018,00185910254
025019,80000430258
025021,00133880252
025022,00207040254
025023,00173090259
025025,00206570251
025026,00204380257
025027,00103270252
025029,00086680253
025030,00144460250
025032,00185950250
025033,00185970258
025035,00212310254
025036,00161370259
025037,00212300255
025039,00206500258
025040,00194880258
025043,00149750259
025044,00145870259
025045,00203700257
025046,00197180250
025047,83002170252
025048,00095070256
025049,00207210253
025050,00184890259
025051,00206310252
025053,00176800258
025054,00207470253
025055,00185930252
025056,00164110256
025057,00206600256
025058,00161060256
025059,80002540252
025060,00204440259
025062,80002490250
025063,00203510250
025065,00185980257
025066,00206230252
025067,00206050254
025069,00206090250
025070,01151950258
025071,01155460254
025072,01184740254
025073,01184730255
025074,01225000254
026001,83002050264
026002,83004110264
026003,83001570262
026004,83002130264
026005,80006200267
026006,83003810260
026007,84000730261
026008,80006890265
026009,80008210264
026010,80008130264
026011,83002210264
026012,00481880268
026013,81000410266
026014,83002310262
026015,80011370261
026016,80011390269
026017,80012110260
026018,84000750269
026019,82002570263
026020,84000770267
026021,82002490264
026022,84000790265
026023,83000710265
026025,00449960269
026026,83003890262
026027,84000810261
026028,80011410265
026029,83002570261
026030,84002070260
026031,82001070265
026032,01475140263
026033,82001250263
026034,80011430263
026035,80008050264
026036,81003030269
026037,80010730267
026038,82006050262
026039,83002690267
026040,80007930268
026041,80012370260
026042,84000830269
026043,00565860269
026044,80008690267
026045,83002850267
026046,00471230268
026047,80006320263
026048,00486670268
026049,80011450261
026050,83001090261
026051,00252240262
026052,80011490267
026053,82001370269
026055,00389950262
026056,83001210265
026057,00445940265
026058,80011510262
026059,00517500260
026060,80011530260
026061,83002990261
026062,80008450266
026063,80010170266
026064,80008290266
026065,82001670262
026066,81000610261
026067,84000850267
026068,81002490266
026069,80009430267
026070,80012290260
026071,80009250269
026072,82002790267
026073,00545580268
026074,80012050268
026075,82002770269
026076,82001950268
026077,83003130263
026078,84000870265
026079,83003610264
026080,00546910266
026081,80007710264
026082,00360180269
026083,82002750261
026084,84000890263
026085,83001370267
026086,80007310263
026087,83004910267
026088,82002690269
026089,00208680264
026090,83003650260
026091,80007530266
026092,00486620263
026093,00529220261
026094,80007430269
026095,80007390265
026096,92045530265
027001,83000830279
027002,00617710272
027003,00661260273
027004,00662440270
027005,00321280273
027006,00194510277
027007,00516530276
027008,00621100270
027009,83003710270
027010,00334010279
027011,00576720270
027012,82001910270
027013,84002090276
027014,82002190278
027015,00703420273
027016,83003590276
027017,00661280271
027018,00311380273
027019,00608720272
027020,82002050274
027021,82003170279
027022,93001510275
027023,00368570271
027024,82002010278
027025,00617480272
027026,82002870275
027027,00624120275
027028,90000660275
027029,00271750275
027030,83003010275
027031,84000970271
027032,82007420274
027033,00625230271
027034,00325190270
027035,00625620273
027036,83001230271
027037,82002430278
027038,82005610272
027039,82007270273
027040,83003790272
027041,00617460274
027042,00339370272
027043,82001670270
027044,03129420273
028001,00556230282
028002,80008770283
028003,80008790281
028004,80012420289
028005,82005230287
028006,80008810287
028007,80008830285
028008,00698340288
028009,82004450282
028010,82001970282
028011,82002930285
028012,82002770285
028013,80008850283
028014,00650430283
028015,80017140288
028016,80008870281
028017,80008910285
028018,80008930283
028019,80008970289
028020,01526860281
028021,80009110281
028022,82002210282
028023,81000410282
028026,80009210289
028027,00766480289
028028,80009250285
028029,82001830288
028030,80009270283
028031,82005110281
028032,81000370288
028033,80024660286
028034,80009330285
028035,80009410285
028036,80009430283
028037,00647320282
028038,81000430280
028039,81000450288
028040,82005250285
028041,81000470286
028042,81000490284
028043,82001730280
028044,80013460284
028045,00327150280
028046,80009470289
028047,82001370285
028048,80009490287
028049,82001470283
028050,80009530280
028052,00753980283
028053,82005590284
028054,80009550288
028055,00654440288
028056,00660400284
028057,80009590284
028058,80009610280
028059,82002370284
028060,00644060287
028061,00669550287
028062,82001950284
028063,80009670284
028064,80009710288
028065,80009770282
028066,80009830284
028067,82002950283
028068,80009850282
028069,00673730289
028070,00651940280
028071,80009910284
028072,80009970288
028073,80009990286
028075,00682290283
028076,00682280284
028077,81000530287
028078,81000550285
028079,00669560286
028080,80010030288
028082,80010070284
028083,82002850285
028084,82001490281
028085,80010090282
028086,80010110288
028087,82005010283
028088,82001410289
028089,80010150284
028090,80026820284
028091,81000570283
028092,80019110289
028093,80010250282
028094,00683160287
028095,82001250289
028096,80010290288
028097,82001130283
028098,82001690286
028099,80010330282
028100,80010350280
028101,80010370288
028102,82004910285
028103,80016960280
028104,80010390286
028105,82001170289
028106,00490180288
028107,05122030280
029001,81002900298
029002,00197150295
029003,00199870296
029004,82000390292
029005,82001890290
029006,83000410296
029007,00197200298
029008,00197650294
029009,00210190294
029010,00197210297
029011,00225690296
029012,00192730299
029013,00200150290
029014,83000950291
029015,00197780299
029017,81000290296
029018,00197530298
029019,00192710291
029021,00202660296
029022,00197230295
029023,00199310293
029024,82000450294
029025,00202320297
029026,00192720290
029027,82000470292
029028,80002210294
029029,82000490290
029030,00092880293
029031,00197480296
029032,83000370292
029033,00131010290
029034,81001580299
029035,81000570291
029036,82000530293
029037,00197350291
029038,80005630290
029039,00201720299
029040,81004580296
029041,00192630291
029042,00200810299
029043,82000550291
029044,80001690298
029045,83000750295
029046,00197020290
029047,00205230295
029048,00196480297
029049,00227350295
029050,82000570299
029051,00192660298
029052,01014880296
