pro_com_t,cf
030001,00466330305
030002,84002950305
030003,84001250301
030004,81000890301
030005,84001010309
030006,82000370302
030007,00343650305
030008,00461800302
030009,80006630307
030010,00465330306
030011,00468950308
030012,00509860300
030013,00370360307
030014,00471940304
030015,80006410304
030016,80004790301
030018,81002550309
030019,80007390307
030020,81000650309
030021,84001310303
030022,84001470305
030023,81000730309
030024,81000910307
030025,84002930307
030026,00512830308
030027,80006530309
030028,00484760301
030029,00478950306
030030,80004750305
030031,00461980302
030032,00480500305
030033,84005290303
030034,00523650307
030035,84004490300
030036,80010230300
030037,80004910305
030039,80006150306
030040,84001050305
030041,84002010308
030042,84002270308
030043,00311520308
030044,81000970301
030045,00517610309
030046,83000470308
030047,84000150304
030048,80000470304
030049,83000710307
030051,80010590307
030052,00471000307
030053,80010370304
030054,84004050302
030055,00548040302
030056,81001310309
030057,80003990308
030058,00484680301
030059,84001550304
030060,80004130300
030061,01322440304
030062,80006650305
030063,00482400306
030064,83000510301
030065,00392120309
030066,82000550309
030067,00413940305
030068,00462910308
030069,83000090304
030070,00249070301
030071,84001330301
030072,00477160303
030073,84001450307
030074,00469890305
030075,83000670303
030076,84000930309
030077,81001090307
030078,80002890301
030079,80010530303
030080,80003650308
030081,00416340305
030082,83000970307
030083,80002850305
030084,84001290307
030085,80010310300
030086,80010170308
030087,80006030300
030088,84001650302
030089,84003030305
030090,00466880309
030091,80006810305
030092,84001610306
030093,84001530306
030094,84002150302
030095,00460120306
030097,83000490306
030098,00407330307
030099,00453800302
030100,00349150300
030101,80010450304
030102,80008800304
030103,00495910309
030104,00471560300
030105,81001230309
030106,80004290302
030107,84001370307
030108,80010290304
030109,00484060306
030110,00521130302
030111,80008820302
030112,84000970305
030113,80010490300
030114,80010190306
030116,00408250306
030117,00251670303
030118,00461990301
030120,81001610302
030121,84000450308
030122,80003790302
030123,00470990300
030124,00358150308
030126,80008880306
030127,00466980307
030128,00467200309
030129,00168650307
030130,00355150301
030131,82000610301
030132,84001410301
030133,84000170302
030135,81000770305
030136,84002470304
030137,80016510309
030138,02551830306
030188,02760670303
030189,00207190257
030190,02916640309
030191,02916620301
031001,80002280313
031002,80002830315
031003,81000450312
031004,80000920316
031005,80001690314
031006,00123380313
031007,00122500317
031008,80002050310
031009,00064240310
031010,00123460313
031011,00122990310
031012,00123030314
031013,80002210310
031014,00123410318
031015,80001870312
031016,00123470312
031017,80002010314
031018,81001530310
031019,80002870311
031020,00123480311
031021,00123390312
031022,80002990317
031023,00123080319
031024,00122480312
031025,80002350314
032001,00157190323
032002,80016380323
032003,00111990321
032004,80009970320
032005,80010070326
032006,00210240321
033001,00290460336
033002,00215780339
033003,00212360333
033004,00220720338
033005,00179440334
033006,00216470336
033007,00224340331
033008,00216710335
033010,00229440334
033011,00150060333
033012,00230250334
033013,00232420331
033014,00180010332
033015,80002590331
033016,00229510334
033017,80004220333
033018,00232410332
033019,80000230336
033020,80011530336
033021,00115070336
033022,00228680336
033023,00198670333
033024,00230280331
033025,00284400330
033026,00223910332
033027,00182220335
033028,81000110338
033030,00231170333
033032,00229080338
033033,00229520333
033034,00224310334
033035,80003050335
033036,00255060337
033037,00211890330
033038,00271960338
033039,00228700332
033040,00229130331
033041,00222560336
033042,00267710333
033043,00230140337
033044,00211810338
033045,00308460336
033046,00215750332
033047,00231550336
033048,00216920330
033049,01749870331
034001,00439490343
034002,00486500341
034003,00442130340
034004,00202280343
034005,00479670341
034006,00440510345
034007,00170360341
034008,00424320349
034009,00168090348
034010,00226180347
034011,00440610343
034012,00243110343
034013,00202030342
034014,82000530343
034015,00227430345
034016,00429190341
034017,00322400342
034018,00183800341
034019,00167930346
034020,00215920349
034022,00341170348
034023,92170530346
034024,00215930348
034025,00166930347
034026,00452160344
034027,00162210348
034028,00449420348
034030,00427670344
034031,00442530341
034032,00201150349
034033,00231310343
034035,00419760343
034036,00223170341
034038,00428920342
034039,00241790344
034040,00440470342
034041,00383480340
034042,00220040349
034044,00456620343
034045,00436140347
034046,00427030341
034049,02705440341
034050,02781180340
034051,02888920341
035001,00441130358
035002,00441280351
035003,80019170358
035004,00452960354
035005,00439040353
035006,00449220359
035008,00441540358
035009,00449250356
035010,80000690356
035011,00445630353
035012,00284720356
035013,00447820358
035014,80014590352
035015,00453840357
035016,00442010351
035017,00446040354
035018,00447040353
035020,00341180354
035021,00440730356
035022,00473350353
035023,00440630358
035024,00439260357
035026,00443430350
035027,00441110350
035028,00441550357
035029,00440380350
035030,00439250358
035032,00440760353
035033,00145920351
035034,00377960356
035035,00440750354
035036,00441270352
035037,00441100351
035038,00445450356
035039,00141530352
035040,00441150356
035041,00444850358
035042,00428680359
035043,00441360351
035044,00431850353
035045,00431620350
035046,91173360354
036001,00686230368
036002,00662760362
036003,00308030360
036004,82000370369
036005,00184280360
036006,00172960361
036007,00292410362
036008,00285350369
036009,82000510360
036010,00221740368
036011,00562780361
036012,00226970366
036013,84001590367
036014,83000910360
036015,00603990367
036016,84002170367
036017,00641440367
036018,00460930365
036019,00262700362
036020,00675950364
036021,00263540361
036022,00270570369
036023,00221940364
036024,83000490363
036025,00495090367
036026,00273460360
036027,00237070362
036028,00224020362
036029,00415030360
036030,00223910365
036031,00632850368
036032,00474870367
036033,84002010365
036034,00314810367
036035,00661380360
036036,00311560361
036037,00668130362
036038,00221750367
036039,82002070363
036040,00235880366
036041,00242970366
036042,00224320366
036043,00511340366
036044,00221720360
036045,00185420361
036046,00179790365
036047,00717780365
037001,80062710373
037002,00968810374
037003,01042180370
037005,80008130371
037006,01232710374
037007,82000010379
037008,00469720379
037009,00543810378
037010,80077890376
037011,01135570370
037012,82002150371
037013,01041620376
037014,01129840375
037015,01042260370
037016,01021480379
037017,80008210371
037019,00819880378
037020,00543170377
037021,01065340372
037022,80014510376
037024,00316400373
037025,01043000379
037026,01125200376
037027,01042740371
037028,01040680371
037030,80008270375
037031,01043110376
037032,00794470377
037033,01025300375
037034,80008290373
037035,80008310379
037036,01042720373
037037,00421580374
037038,01042870376
037039,00446980377
037040,00562720375
037041,80013710373
037042,80013730371
037044,00956680375
037045,01024610378
037046,00573110376
037047,00586340374
037048,00470350372
037050,80014630372
037051,80014530374
037052,01025510379
037053,00874410376
037054,00754860377
037055,80062730371
037056,00865820377
037057,01041300375
037059,01044370375
037060,01041340371
037061,03334231200
037062,03500441203
038001,00315410381
038003,00113390389
038004,81000520387
038005,00339040388
038006,82000590388
038007,00053930384
038008,00297110389
038010,00313290389
038011,00370530388
038012,00321080384
038014,82001930385
038017,00142430388
038018,00339480386
038019,00292080389
038022,00289820383
038023,00289060386
038025,82000830388
038027,01912970389
038028,01988940381
038029,02035850383
038030,02035700380
039001,00242500395
039002,00257850396
039003,00218780393
039004,00202300398
039005,81002910396
039006,00242920395
039007,00360090393
039008,00203130398
039009,00148580392
039010,00357850395
039011,00343220398
039012,82002550398
039013,00202100392
039014,00354730392
039015,00226010395
039016,00246880397
039017,00349960393
039018,00218770394
040001,81000330407
040003,80002170407
040004,00664610409
040005,80001950403
040007,00143280402
040008,00220600407
040009,80002330407
040011,80009550403
040012,00606620409
040013,80005790409
040014,80003190404
040015,00607230406
040016,81001970409
040018,81001810407
040019,80007150404
040020,00738210400
040022,80002730408
040028,81000990408
040031,00408940401
040032,80008750400
040033,80002530402
040036,80013400405
040037,81006880405
040041,81001550409
040043,80008900401
040044,81000770404
040045,81000190405
040046,81007720402
040049,00695070409
040050,00749660403
041001,00152230413
041002,82000010411
041005,82004150411
041006,00360660419
041007,00146060413
041008,00158390419
041009,82005350416
041010,00314620410
041013,00127440410
041014,82000250413
041015,00223590415
041016,81002490415
041017,00360580419
041018,00314800418
041019,00262320419
041020,00347330417
041021,00360420418
041022,82001930419
041023,00360620413
041025,82002010419
041026,82001990413
041027,80002490417
041028,81001630417
041029,81002570414
041030,00360650410
041031,82002090411
041033,80004090413
041034,00360630412
041035,00359290418
041036,00358330413
041038,81001610419
041041,00689040137
041043,81005240411
041044,92033310415
041045,00360540413
041047,00360560411
041048,82005370414
041049,82000870418
041051,00129020418
041054,81001790419
041057,82000490415
041058,00360440416
041060,00360430417
041061,81003370418
041064,00352410419
041065,00360380414
041066,82001210416
041067,82004510416
041068,02532230410
041069,02624260416
041070,02624290413
041071,02681080418
042001,00168660421
042002,00351040423
042003,00106720428
042004,00176320422
042005,00185520426
042006,00168600427
042007,00390090421
042008,82002250429
042010,00123220428
042011,00176190429
042012,00336080429
042013,00345420426
042014,00166560425
042015,00106410426
042016,00208390427
042017,00155670425
042018,00343140422
042019,80005330420
042020,00196710420
042021,00135880425
042022,00319830428
042023,00188950422
042024,00389190422
042025,00181710427
042026,00114600422
042027,00161090428
042029,82002210423
042030,00182280420
042031,00184460426
042032,00113090427
042033,80010010421
042034,00384350427
042035,83001110424
042036,00173840422
042037,00366480424
042038,00168450427
042040,00279310429
042041,82002470423
042042,82002630422
042043,00130350424
042044,00172960429
042045,00332510429
042046,00339900425
042047,00182380428
042048,00268450426
042049,00193620424
042050,02613570429
043002,00311510432
043003,80000110439
043004,00269440434
043005,81000910430
043006,00217240431
043007,00276830437
043008,00243720430
043009,00116600438
043010,00242630432
043011,00242710432
043012,00129810438
043013,00262470438
043014,00267160430
043015,00182490433
043016,00169080439
043017,81000250431
043019,00266030436
043020,00268590437
043021,83002290431
043022,00185360435
043023,80001650433
043024,00033120437
043025,00244400438
043026,00218320430
043027,81000130435
043028,80003910439
043029,00137890430
043030,00132110438
043031,00134550433
043032,83002470439
043033,00132100439
043034,00263210437
043035,83002570436
043036,00286490438
043038,81000190439
043039,00221260433
043040,00312750433
043041,00224000430
043042,00255040438
043043,00125720433
043044,00284570439
043045,00267220432
043046,00215270430
043047,00119580439
043048,83002690432
043049,00140670431
043050,00210940433
043051,00265950436
043052,81000480434
043053,83000110433
043054,00138790431
043055,00264420431
043056,81001810431
043057,81000730432
043058,01932550435
044001,00356080440
044002,00376660445
044005,00363500448
044006,00353580442
044007,00229010442
044010,82001930443
044011,80000270449
044012,00358540441
044013,80003750447
044014,00355250440
044015,80001250440
044016,00377760442
044017,00356330449
044020,00362290447
044021,80000330441
044023,82000670446
044027,00364960443
044029,00363350448
044031,82000530442
044032,80000490443
044034,00360220446
044036,00291360444
044038,00357070440
044044,00357080449
044045,00376950440
044054,00136120441
044056,80001650441
044063,00370910440
044064,80004250447
044065,00358230449
044066,00360140446
044071,00362890444
044073,80004310449
045001,81003750452
045002,00081870453
045003,00079450458
045004,00141290452
045005,81001390459
045006,00145650453
045007,00087770459
045008,00087610457
045009,00082800459
045010,00181760455
045011,00100290451
045012,81001330455
045013,00188370456
045014,81009170457
045015,81000810457
045016,00105700454
045017,00191990456
046001,00197110463
046002,00211170469
046003,00369370465
046004,80003890466
046005,00190560466
046006,00398710467
046007,00170780464
046008,00398730465
046009,00204360465
046010,00325940468
046011,00357880467
046013,00138080460
046014,00420440463
046015,81000160465
046017,00378210462
046018,00168660462
046019,00316330463
046020,00337570469
046021,00197620461
046022,80003910462
046023,00390480465
046024,00188210462
046025,00423460468
046026,00383070463
046027,00330680463
046028,00382300465
046030,00398340463
046031,00398720466
046033,00274950468
046034,00285420469
046035,00335280467
046036,02335530461
046037,02373340468
047002,00315980474
047003,00361500473
047005,00300620473
047006,00180870479
047007,00361970478
047008,00356350470
047009,81004760476
047010,80003370477
047011,00181660473
047012,00141930479
047013,00127640472
047014,00108690470
047016,81002720472
047017,00146470471
047018,80009370471
047020,00185430477
047021,00328540471
047022,00335800470
047023,90060100477
047024,90060110476
048001,01329130486
048002,00649380482
048004,01017000488
048005,01007550484
048006,80016750483
048008,00987710480
048010,00441780483
048011,82003650486
048012,01310860489
048013,80013190485
048014,01329160483
048015,01252310485
048017,01307110484
048018,01175240488
048019,01252100480
048020,01141070480
048021,01421560481
048022,80011430487
048024,01158570489
048025,01298630482
048026,01315320489
048027,01182120483
048028,00614510485
048030,01175300480
048031,01161500481
048032,01369050487
048033,01011320486
048035,01421240480
048036,80022750485
048037,80010950485
048038,00793290487
048039,01428380487
048041,00975370487
048043,00420010480
048044,01147380487
048046,00864490487
048049,83002370480
048050,82003210489
048052,06396970482
048053,06403950485
048054,06877150489
049001,00286130497
049002,81000450494
049003,82001510492
049004,82002200499
049005,80011940493
049006,00121280499
049007,00199700493
049008,00285400495
049009,00104330493
049010,82001490497
049011,82002040499
049012,00290280494
049013,82001830494
049014,82001370491
049017,00118800499
049018,00235500493
049019,80015700497
049020,00218220499
049021,91016750498
050001,00188060503
050002,00162600506
050003,00231650508
050004,81000390500
050005,00172440505
050006,83000370508
050008,00124310509
050009,00172550501
050010,00140390501
050011,00165420506
050012,81000610501
050014,00389450503
050015,00172350506
050016,00320160500
050019,00344340500
050020,83002110506
050021,00187490503
050022,82000270502
050023,00346420508
050024,00373580505
050025,00201900503
050026,00341620508
050027,00347520504
050028,00141490508
050029,00353170509
050030,00344970504
050031,00332700509
050032,82000250504
050033,00311960504
050034,00345510507
050035,00159440502
050036,00286650502
050037,00162610505
050038,00230610503
050039,00183970508
050040,90054320503
050041,90054240503
051001,00192250512
051002,00176820512
051003,82001090511
051004,00137130514
051005,00231910514
051006,00191290519
051007,82000910511
051008,00138700513
051010,00133400515
051011,00284440518
051012,00256420514
051013,00242200517
051014,00258740513
051015,00268030517
051016,00259290518
051017,00137520516
051018,80000450512
051020,81000790519
051021,00243790516
051022,00256440512
051023,00268100518
051024,00197650518
051025,00272160516
051026,00177290517
051027,80000170516
051030,00267800514
051031,80002140517
051033,00160360517
051034,00193430519
051035,00284000510
051037,00274760511
051038,00259890515
051039,00231100512
051040,02166020517
051041,02169070519
051042,90035500512
052001,00221400526
052002,80002090522
052003,00233330521
052004,00077090520
052005,80002290528
052006,00134780527
052007,00240610527
052008,81003550522
052009,00232210526
052010,00074070525
052011,00233780527
052012,00134520527
052013,80004040525
052015,00223000522
052016,00224550525
052017,00229690524
052018,00227480522
052019,80003070523
052020,81001510528
052021,00231300526
052022,00097460521
052023,00229470521
052024,81003490521
052025,80003170521
052026,00103970521
052027,00226360527
052028,00102500527
052030,00216560524
052031,00230120529
052032,00050800523
052033,81001930528
052034,00114630528
052035,00234480523
052036,81002840528
052037,01440500526
053001,00103760534
053002,00216410530
053003,00218960532
053004,00117250530
053005,00124100538
053006,00117100537
053007,00117340539
053008,00214200537
053009,00080490535
053010,00100750538
053011,00082520537
053012,82002270534
053013,00117640532
053014,00112580535
053015,00090200536
053016,00124360538
053017,81000670539
053018,82001470531
053019,00128620531
053020,00117330530
053021,00117110536
053022,80004210532
053023,00112590534
053024,80001830530
053025,80001670530
053026,00099190530
053027,81000870535
053028,00127840536
054001,00313820540
054002,00385230545
054003,00384000543
054004,00450620547
054005,84002330540
054006,00407650548
054007,84002410540
054008,00482510542
054009,00366960540
054010,84002490542
054011,00463970541
054012,00451610547
054013,00372420547
054014,00449760545
054015,00430370544
054016,00470080540
054017,00222390544
054018,00166560540
054019,00411920549
054020,00451930549
054021,00470070541
054022,82001410545
054023,00467070546
054024,00334990546
054025,80010100545
054026,00349480541
054027,00312450547
054028,00429530546
054029,00470100546
054030,82001610540
054031,84002570541
054032,81001650548
054033,81000430546
054034,00417870540
054035,84002650541
054036,00436320543
054037,00449310549
054038,00443490545
054039,00163570542
054040,00448170548
054041,00318700549
054042,84006620540
054043,84002730541
054044,00448140541
054045,00351780549
054046,00405660549
054047,84002810541
054048,00470120544
054049,00363050543
054050,82001750544
054051,00316820547
054052,00316740547
054053,00383940541
054054,00429570542
054055,00412840548
054056,00316550540
054057,00476350541
054058,84001550544
054059,00470090549
055001,80005310554
055002,81001450550
055003,00180530552
055004,00179120555
055005,00069210557
055006,00179490552
055007,81001350552
055008,00179790555
055009,81001430552
055010,81001330554
055011,81000010553
055012,80001330556
055013,81001650555
055014,00179190558
055015,00180280554
055016,00089690556
055017,00096090550
055018,81001470558
055019,00092290550
055020,81001530559
055021,81001390558
055022,00178930558
055023,81001510551
055024,00177650553
055025,81001460559
055026,00179200555
055027,00178250551
055028,81001570555
055029,00091090555
055030,00185990553
055031,00179380555
055032,00175660554
055033,00180740557
056001,00080450562
056002,00224490565
056003,00094410560
056004,80009990567
056005,80004430569
056006,80004730562
056007,80004210565
056008,00119080562
056009,80005530565
056010,00236190567
056011,00219620564
056012,00156710568
056013,00215240565
056014,00217340561
056015,80003670561
056016,00219280567
056017,00218530566
056018,80004250561
056019,00170500565
056020,00219310562
056021,00065540569
056022,80003610567
056023,00171190564
056024,00222350563
056025,00236180568
056026,80004110567
056027,80002510560
056028,00212140560
056029,00187570569
056030,80012170561
056031,00188400568
056032,00212130561
056033,80003190560
056034,00215230566
056035,80009830565
056036,00088870563
056037,00187760566
056038,80005310562
056039,00088940564
056040,80016590566
056041,80004850568
056042,00088570569
056043,80004570562
056044,00222070567
056045,00093580561
056046,00248730566
056047,00238480560
056048,80010010561
056049,00187650569
056050,00129650560
056051,00216910562
056052,00171510563
056053,80003510569
056054,00080930563
056055,00221130560
056056,00209700566
056057,00188530562
056058,00079950564
056059,80008850564
056060,00220670566
057001,00113430573
057002,00110480571
057003,00103110573
057004,00113650576
057005,00111240578
057006,00113410575
057007,00122520570
057008,00109190579
057009,00093840577
057010,00109550574
057011,00123140576
057012,00113780571
057013,00113520571
057014,00122190572
057015,00109350579
057016,00113040570
057017,00122890577
057018,00113140578
057019,00114000573
057020,00113130579
057021,00109440578
057022,00108930579
057023,00078040573
057024,00113110571
057025,00109090571
057026,00100630573
057027,00102420577
057028,00121280572
057029,00109320572
057030,00122400575
057031,00109830570
057032,00108300575
057033,00111040572
057034,00104390570
057035,00108350570
057036,00077920577
057037,00113670574
057038,00121720577
057039,00111190575
057040,00113280572
057041,00113390579
057042,00121390579
057043,00107990574
057044,00094140571
057045,00108310574
057046,00113150577
057047,00109530576
057048,00113470579
057049,00122710577
057050,00097310577
057051,00108830571
057052,00096500574
057053,00094100575
057054,00121900575
057055,00122390578
057056,00082720574
057057,00123930570
057058,00113100572
057059,00100700574
057060,00108820572
057061,00088910575
057062,00082300575
057063,00142660570
057064,00122200579
057065,00123780579
057066,00094130572
057067,80012470573
057068,00109970574
057069,00082310574
057070,00110270576
057071,00110300571
057072,00121490577
057073,00109490573
058001,86000950583
058002,86002070588
058003,82011210588
058004,01032140582
058005,80071510582
058006,86001810588
058007,82005010580
058008,02945070585
058009,02850270584
058010,86001750586
058011,02311370585
058012,02850300589
058013,80157470586
058014,86001610582
058015,03056800588
058016,80225790585
058017,86001000586
058018,02652400587
058019,85003030583
058020,00986220580
058021,02635540582
058022,01039930589
058023,01012960587
058024,03044240582
058025,03255170585
058026,02078610587
058027,86002150588
058028,86000210582
058029,02407640586
058030,02451890582
058031,02493020586
058032,02700960582
058033,02672190580
058034,02850240587
058035,84000880587
058036,01460220583
058037,05789630588
058038,80210670586
058039,84000770580
058040,02373400585
058041,87004660582
058042,02424320584
058043,02242320584
058044,02850280583
058045,87004080583
058046,02838140586
058047,02777620580
058048,01300520580
058049,02786080586
058050,02784710580
058051,86002870581
058052,02958810588
058053,86000530583
058054,02925890580
058055,86001110583
058056,86002050580
058057,02927790580
058058,03007620580
058059,02447950581
058060,01219790589
058061,86001870582
058062,01165490580
058063,02457650584
058064,84001810583
058065,80140110588
058066,86005370589
058067,86000380583
058068,02591110586
058069,80407060583
058070,02439590585
058071,02457750582
058072,02910820584
058073,02189120583
058074,01319240584
058075,00998690580
058076,86001830586
058077,02846290589
058078,00884530585
058079,02298490588
058080,02759430586
058081,02682200585
058082,80163710587
058083,86001390581
058084,02850250586
058085,85003570588
058086,01238260580
058087,86001850584
058088,84001830581
058089,02871970584
058090,02958690584
058091,00410700587
058092,86001730588
058093,80199310584
058094,02777690583
058095,02493010587
058096,86001990588
058097,02963250580
058098,86002210580
058099,02724800582
058100,02149180586
058101,86001790582
058102,87000150588
058103,86000560580
058104,02696630587
058105,83000050589
058106,80210730588
058107,80189850581
058108,02945080584
058109,86001150589
058110,02512330586
058111,01493120586
058112,01045060587
058113,86001550580
058114,85003290583
058115,87000270584
058116,02641830589
058117,80108730583
058118,02773250580
058119,03944451008
058120,97086740582
058122,97249250586
059001,02127360598
059002,00127250595
059003,81003850591
059004,81003810595
059005,80003790591
059006,00106170590
059007,81003290590
059008,81000270595
059009,00142300599
059010,81003170594
059011,00097020598
059012,81003310596
059013,00249010596
059014,81003430592
059015,81003590593
059016,00125240598
059017,80004270593
059018,81004890596
059019,80005330594
059020,00136690591
059021,80004390599
059022,80004750594
059023,00144970597
059024,80004190593
059025,00118860592
059026,81003550597
059027,80003970599
059028,00130430598
059029,80004450591
059030,81003790599
059031,81003150596
059032,00246180590
059033,00145130597
060001,81002150605
060002,00311740609
060003,80003090604
060004,00297440604
060005,00281260604
060006,00104250600
060007,81001530609
060008,00313290603
060009,80001610601
060010,82000270601
060011,00275650604
060012,81002590602
060013,91009990606
060014,80002590604
060015,00283490605
060016,00253600605
060017,82000870608
060018,82000630606
060019,81000310607
060020,00286510607
060021,81002410603
060022,81002090603
060023,00274940600
060024,00278230602
060025,80001790601
060026,81000350603
060027,90004040607
060028,00304940604
060029,82005110604
060030,81003630605
060031,81000170605
060032,00283780609
060033,00229230602
060034,00291470607
060035,00127790608
060036,82001210606
060037,00277840609
060038,00264560608
060039,00224450601
060040,82004210603
060041,00198720609
060042,00303550602
060043,91000660604
060044,80002470609
060045,92007300608
060046,00274400605
060047,00302050604
060048,00283070605
060049,00199660606
060050,82000690600
060051,81003670601
060052,81000290601
060053,00120630603
060054,81003050606
060055,00274730605
060056,81001510601
060057,82000610608
060058,80001990607
060059,82006290603
060060,81001750603
060061,00224100602
060062,00255330607
060063,81002350601
060064,00282020601
060065,81002770600
060066,81000250605
060067,81003550605
060068,81002190601
060069,82004470603
060070,81003270600
060071,80006290607
060072,82000930600
060073,00310610605
060074,00217140607
060075,00273850602
060076,00303900609
060077,81000190603
060078,00303680607
060079,00274740604
060080,00300630605
060081,00306880600
060082,00274990605
060083,01626800609
060084,81000050609
060085,80002670604
060086,82000530608
060087,00303690606
060088,82000470607
060089,81005230602
060090,00233770601
060091,81002170603
061001,91001830610
061002,82000320612
061003,82001340619
061004,80007270616
061005,81000970616
061006,80010110619
061007,80010330613
061008,80005710613
061009,82000330611
061010,80008970610
061011,80011230614
061012,80005450616
061013,80007410618
061014,82000870616
061015,00150590610
061016,81001470616
061017,83000440616
061018,00151070612
061019,81000750612
061020,81002850618
061021,80005150612
061022,80002210617
061023,82001490612
061024,01710120617
061025,82000400612
061026,80006090619
061027,80007390612
061028,00352450613
061029,81001370618
061030,82001610615
061031,83000540613
061032,80005190618
061033,80010090613
061034,82000820611
061035,80011610617
061036,83001080619
061037,81002050615
061038,82001650611
061039,83000690616
061040,80006910618
061041,82001450616
061042,80005670619
061043,81002610616
061044,82001590619
061045,80011930619
061046,81000770610
061047,80011970615
061048,80004330611
061049,93012960618
061050,80009210610
061051,83002030613
061052,83000970612
061053,90002510619
061054,81001710615
061055,02703380614
061056,82001510617
061057,82000790616
061058,80005470614
061059,80008330617
061060,80010350611
061061,80007590617
061062,80011550615
061063,82000710614
061064,82001970613
061065,80009190614
061066,82000770618
061067,80000770612
061068,80011310614
061069,80007730619
061070,83001010616
061071,80009590615
061072,80101350611
061073,82001410610
061074,81001670611
061075,00163150618
061076,82001170610
061077,81001610617
061078,00294190616
061079,80008930614
061080,82000950616
061081,00146680616
061082,80004570612
061083,00136270618
061084,80005850617
061085,00202480612
061086,82001830619
061087,81000630616
061088,00160250619
061089,80006010617
061090,81000670612
061091,80005990611
061092,81001870617
061093,83000220612
061094,81001230614
061095,80009750615
061096,91001820611
061097,80004630614
061098,81002090611
061099,81000610618
061100,01659360612
061101,83001830617
061102,00982870610
061103,81001750611
061104,00287060610
062001,80000170623
062002,00141570622
062003,80004140622
062004,80003630623
062005,80003290626
062006,80003370626
062007,82002220620
062008,00074270620
062009,80003160621
062010,80005280625
062011,80001980624
062012,80000050627
062013,00162710628
062014,80005880622
062015,00119310621
062016,82002270625
062017,80001770629
062018,80003450626
062019,81002050623
062020,00269570628
062021,00145030623
062022,80004080620
062023,81000090621
062024,80002680629
062025,80001950627
062026,00117980623
062027,80004400620
062028,80001930629
062029,81000150623
062030,80002150623
062031,00689010627
062032,80001140625
062033,80006410627
062034,80002120626
062035,00122580624
062036,80004430627
062037,00076020627
062038,00141580621
062039,92005110629
062040,00141040626
062041,00153530621
062042,00254570625
062043,80000980625
062044,80004600625
062045,80002050625
062046,00162960629
062047,80003770627
062048,80001850629
062049,00061330627
062050,80001550625
062051,00158780627
062052,80001750621
062053,80000630626
062054,80000360620
062055,90000440629
062056,00269920625
062057,00696400621
062058,80001390626
062059,00113230627
062060,80000490625
062061,81002060622
062062,81002300622
062063,81002270627
062064,00127190627
062065,80000790628
062066,80001310624
062067,80000730624
062068,81002210623
062069,80002550624
062070,80000750622
062071,80000540627
062072,80002310623
062073,00074320623
062074,00043820620
062075,80001730623
062076,80002090621
062077,80002630624
062078,81001490648
063001,80103960631
063002,80047540630
063003,00559860630
063004,00511550634
063005,80029290634
063006,80100100637
063007,83000730636
063008,06421051217
063009,82007750639
063010,84005130632
063011,01144820634
063012,80101670638
063013,84003050634
063014,00547330639
063015,01353300633
063016,80103860633
063017,05600440639
063018,84004450635
063019,83000770632
063020,80032140636
063021,00605360635
063022,00772930632
063023,80029310630
063024,82000270635
063025,80103790632
063026,80019700634
063027,00600910632
063028,00638820639
063029,84003470634
063030,80027620634
063031,83000990636
063032,80024820633
063033,01107670638
063034,80049220637
063035,00646300632
063036,80025240633
063037,00643280639
063038,83001210638
063039,82009070630
063040,84004810630
063041,80101470633
063042,84002650632
063043,01204890634
063044,00637560632
063045,80050560632
063046,00423370634
063047,80100130634
063048,00637570631
063049,80014890638
063050,84003330630
063051,84003010638
063052,00622700631
063053,00385130638
063054,82007910639
063055,00749590634
063056,80019920638
063057,00307600635
063058,00495640633
063059,80015980636
063060,00508900636
063061,00634830632
063062,80034790636
063063,01457180634
063064,80017980634
063065,00626900633
063066,84002690638
063067,01435550635
063068,84002990632
063069,84004570630
063070,80018460636
063071,82007930637
063072,00618150635
063073,01554810638
063074,82007270638
063075,84003850637
063076,84003230632
063077,84003650631
063078,83001410634
063079,80021380631
063080,82001030632
063081,01226000634
063082,84003450636
063083,00581960630
063084,80047160637
063085,01226640637
063086,82007510637
063087,80034870636
063088,92000110632
063089,01223110634
063090,90001310631
063091,90000940636
063092,95005090634
064001,00225670645
064002,80010990648
064003,82000670644
064004,82001830643
064005,81000350645
064006,00095990644
064007,00248800641
064008,00184530640
064009,00133870642
064010,00245240643
064011,82001850641
064012,81001150648
064013,82000450641
064014,82002170643
064015,00218950640
064016,80011930643
064017,00228820643
064018,80006110649
064019,81002670644
064020,00230080640
064021,00215570649
064022,81000850644
064023,01748270640
064024,00216540641
064025,00253270649
064026,92032150648
064027,80010570648
064028,80002030643
064029,80001930645
064030,00232380642
064031,80008690648
064032,81000510644
064033,81000590646
064034,80006850640
064035,81002370641
064036,81001430644
064037,81001030642
064038,81000450643
064039,80005090644
064040,82000410645
064041,82000470649
064042,80003550649
064043,80012300648
064044,00203920640
064045,82000610640
064046,80004790640
064047,80009750649
064048,81000270645
064049,00199400649
064050,81002070647
064051,81000630640
064052,00176920643
064053,92025410645
064054,00238090641
064055,80009310642
064056,80004190643
064057,00235250644
064058,80010870642
064059,80003770643
064060,82001670643
064063,82000950640
064064,80013250644
064065,80004350643
064066,82001350642
064067,00123800641
064068,80011630649
064069,80012620649
064070,82000650646
064071,80010890640
064072,80005290640
064073,00233900646
064074,00207480641
064075,80006130647
064076,80006570644
064077,80005710647
064078,80009710643
064079,82000890648
064080,80004150647
064081,80005550647
064082,00263850646
064083,80013570645
064084,80003330646
064085,81002530640
