pro_com_t,<5,>=5,totale
021040,868,17310,18178
021041,693,11874,12567
021042,218,3889,4107
021043,13,324,337
021044,91,1462,1553
021045,71,1225,1296
021046,319,4851,5170
021047,209,2983,3192
021048,144,2703,2847
021049,36,796,832
021050,84,1602,1686
021051,1866,39034,40900
021052,132,2774,2906
021053,110,1610,1720
021054,132,1918,2050
021055,100,1950,2050
021056,312,5697,6009
021057,241,3088,3329
021058,115,1907,2022
021059,238,3791,4029
021060,213,3735,3948
021061,226,4665,4891
021062,185,3677,3862
021063,116,1527,1643
021064,49,694,743
021065,10,191,201
021066,94,1857,1951
021067,222,3445,3667
021068,23,515,538
021069,12,240,252
021070,269,4307,4576
021071,157,2791,2948
021072,434,7552,7986
021073,75,1305,1380
021074,182,3030,3212
021075,89,1180,1269
021076,231,3571,3802
021077,167,3271,3438
021079,163,2916,3079
021080,211,3366,3577
021081,182,3682,3864
021082,98,1671,1769
021083,186,3037,3223
021084,69,1455,1524
021085,120,1916,2036
021086,365,6763,7128
021087,151,2902,3053
021088,68,1334,1402
021089,116,2620,2736
021091,81,1191,1272
021092,80,1820,1900
021093,353,5911,6264
021094,91,1720,1811
021095,66,1135,1201
021096,109,1662,1771
021097,217,4482,4699
021098,196,3277,3473
021099,120,1862,1982
021100,49,959,1008
021101,104,2426,2530
021102,58,985,1043
021103,51,917,968
021104,202,2684,2886
021105,74,1046,1120
021106,172,3020,3192
021107,178,2891,3069
021108,323,5648,5971
021109,127,2196,2323
021110,182,3127,3309
021111,260,4610,4870
021112,66,916,982
021113,82,1505,1587
021114,86,1801,1887
021115,364,6595,6959
021116,238,2787,3025
021117,81,1299,1380
021118,43,732,775
022001,355,8437,8792
022002,69,1431,1500
022003,127,3060,3187
022005,46,1222,1268
022006,708,17090,17798
022007,181,3891,4072
022009,202,4872,5074
022011,56,1414,1470
022013,138,2608,2746
022015,19,427,446
022017,74,1442,1516
022018,17,379,396
022021,22,617,639
022022,276,6708,6984
022025,179,3842,4021
022026,10,240,250
022029,18,663,681
022032,53,1323,1376
022033,46,1048,1094
022034,180,3675,3855
022035,113,1883,1996
022036,19,690,709
022037,74,1446,1520
022038,55,1402,1457
022039,84,1931,2015
022040,22,557,579
022042,28,922,950
022043,20,500,520
022045,5,214,219
022047,83,2237,2320
022048,36,1131,1167
022049,39,1027,1066
022050,133,3908,4041
022051,50,1067,1117
022052,23,522,545
022053,104,2899,3003
022054,4,229,233
022058,32,676,708
022059,13,335,348
022060,4,294,298
022061,175,3905,4080
022062,325,6830,7155
022064,43,976,1019
022068,26,662,688
022071,17,404,421
022074,32,1179,1211
022078,23,551,574
022079,237,4820,5057
022081,32,882,914
022083,37,1018,1055
022085,24,457,481
022087,94,3056,3150
022089,54,1265,1319
022090,14,328,342
022091,15,378,393
022092,148,2372,2520
022093,45,704,749
022095,66,2020,2086
022097,60,1117,1177
022098,126,2628,2754
022102,37,1149,1186
022103,428,8691,9119
022104,307,7696,8003
022106,23,767,790
022108,48,822,870
022109,10,258,268
022110,87,2132,2219
022112,7,137,144
022113,36,562,598
022114,27,847,874
022115,59,1535,1594
022116,281,5247,5528
022117,330,7031,7361
022118,75,2607,2682
022120,43,1091,1134
022123,442,9532,9974
022124,88,2759,2847
022127,88,1987,2075
022128,63,1249,1312
022129,60,1035,1095
022130,30,760,790
022131,15,819,834
022133,4,161,165
022134,32,792,824
022135,50,937,987
022136,62,1772,1834
022137,41,741,782
022138,18,372,390
022139,900,20586,21486
022142,19,618,637
022143,121,3029,3150
022144,91,2327,2418
022147,150,4372,4522
022150,49,1286,1335
022153,690,16956,17646
022155,54,1330,1384
022156,115,2782,2897
022157,26,434,460
022159,15,424,439
022160,72,1560,1632
022161,1595,38359,39954
022162,9,398,407
022163,31,782,813
022164,9,170,179
022165,16,538,554
022167,197,3759,3956
022168,46,1074,1120
022169,46,870,916
022170,29,765,794
022171,54,1319,1373
022172,33,1370,1403
022173,14,350,364
022176,30,661,691
022177,19,766,785
022179,38,1206,1244
022180,44,1214,1258
022181,31,674,705
022182,56,1122,1178
022183,175,4359,4534
022184,28,581,609
022188,61,1837,1898
022189,23,567,590
022190,39,1012,1051
022191,80,1912,1992
022193,15,681,696
022195,38,616,654
022196,113,2822,2935
022199,173,3492,3665
022200,46,1275,1321
022202,19,654,673
022203,62,1406,1468
022205,4846,114033,118879
022209,15,443,458
022210,55,1309,1364
022213,72,1774,1846
022216,14,166,180
022222,166,3659,3825
022224,112,2908,3020
022226,72,1683,1755
022228,128,2767,2895
022229,214,5034,5248
022230,347,6431,6778
022231,65,1489,1554
022232,34,1107,1141
022233,77,2022,2099
022234,55,1375,1430
022235,59,1553,1612
022236,212,4862,5074
022237,31,515,546
022238,75,1888,1963
022239,36,671,707
022240,121,3156,3277
022241,104,2204,2308
022242,45,1352,1397
022243,125,2808,2933
022244,67,1685,1752
022245,172,5106,5278
022246,142,2752,2894
022247,51,1353,1404
022248,179,4980,5159
022249,167,4569,4736
022250,150,3548,3698
022251,126,2927,3053
022252,102,2385,2487
022253,164,3435,3599
022254,104,2527,2631
023001,94,2275,2369
023002,202,5169,5371
023003,108,2289,2397
023004,282,6043,6325
023005,121,2468,2589
023006,268,6902,7170
023007,138,3191,3329
023008,72,1691,1763
023009,86,1901,1987
023010,49,1308,1357
023011,134,3399,3533
023012,658,15392,16050
023013,46,1288,1334
023014,96,2390,2486
023015,883,19700,20583
023016,296,6807,7103
023017,368,7524,7892
023018,336,8166,8502
023019,191,5371,5562
023020,121,3514,3635
023021,471,11499,11970
023022,530,12770,13300
023023,269,5767,6036
023024,50,1470,1520
023025,685,15959,16644
023026,95,2470,2565
023027,341,8111,8452
023028,412,8386,8798
023029,52,1050,1102
023030,146,3727,3873
023031,105,2443,2548
023032,108,1819,1927
023033,35,749,784
023034,3,247,250
023035,139,3963,4102
023036,159,3984,4143
023037,196,5030,5226
023038,397,10319,10716
023039,214,4999,5213
023040,433,11329,11762
023041,146,3098,3244
023042,344,8265,8609
023043,217,6684,6901
023044,922,24521,25443
023045,126,3514,3640
023046,114,3008,3122
023047,101,2448,2549
023048,164,4406,4570
023049,179,4099,4278
023050,499,8520,9019
023051,437,7590,8027
023052,579,16172,16751
023053,343,8031,8374
023054,184,3667,3851
023055,515,9790,10305
023056,37,1194,1231
023057,121,2990,3111
023058,750,16617,17367
023059,407,10474,10881
023060,301,7057,7358
023061,109,2402,2511
023062,76,2106,2182
023063,195,3545,3740
023064,242,5720,5962
023065,112,2547,2659
023066,87,1510,1597
023067,82,1988,2070
023068,169,3610,3779
023069,1002,20400,21402
023070,198,4713,4911
023071,1035,24383,25418
023072,153,3933,4086
023073,802,15168,15970
023074,22,553,575
023075,129,2901,3030
023076,423,12493,12916
023077,507,11441,11948
023078,99,2431,2530
023079,52,1379,1431
023080,31,861,892
023081,278,6865,7143
023082,552,14236,14788
023083,736,16893,17629
023084,117,2840,2957
023085,79,2067,2146
023086,108,2954,3062
023087,224,4678,4902
023088,144,2612,2756
023089,773,14986,15759
023090,28,731,759
023091,9545,248486,258031
023092,289,4861,5150
023093,108,2428,2536
023094,490,9759,10249
023095,218,5541,5759
023096,1291,31974,33265
023097,658,14884,15542
023098,215,4654,4869
024001,62,1341,1403
024002,75,1902,1977
024003,65,1521,1586
024004,458,11386,11844
024005,87,2061,2148
024006,257,7550,7807
024007,92,2944,3036
024008,1066,24058,25124
024009,228,6121,6349
024010,38,830,868
024012,1516,41011,42527
024013,241,6273,6514
024014,296,8143,8439
024015,230,6377,6607
024016,110,3094,3204
024017,183,3804,3987
024018,393,10935,11328
024019,105,2403,2508
024020,40,1245,1285
024021,497,10677,11174
024022,70,1596,1666
024024,120,3412,3532
024025,124,3599,3723
024026,674,14369,15043
024027,88,2760,2848
024028,255,5867,6122
024029,556,12018,12574
024030,77,2416,2493
024032,107,3050,3157
024034,456,11272,11728
024035,349,7356,7705
024036,385,10929,11314
024037,60,1220,1280
024038,515,13320,13835
024039,37,1517,1554
024040,130,3590,3720
024041,20,642,662
024042,66,2276,2342
024043,163,3239,3402
024044,38,793,831
024046,187,4079,4266
024047,188,3580,3768
024048,423,9865,10288
024049,4,121,125
024050,1,183,184
024051,170,5448,5618
024052,676,15252,15928
024053,109,3484,3593
024055,602,14169,14771
024056,359,9021,9380
024057,509,13513,14022
024060,253,6197,6450
024061,944,22212,23156
024062,176,4727,4903
024063,104,2683,2787
024064,119,3268,3387
024065,63,1751,1814
024066,105,2748,2853
024067,292,8775,9067
024068,113,2964,3077
024070,303,7300,7603
024071,127,2961,3088
024072,80,1155,1235
024073,145,4726,4871
024074,327,8587,8914
024075,92,2944,3036
024076,14,694,708
024077,87,2078,2165
024078,296,7841,8137
024079,148,4133,4281
024080,10,554,564
024081,95,3024,3119
024082,107,2700,2807
024083,223,5679,5902
024084,166,5974,6140
024085,159,4022,4181
024086,512,13660,14172
024087,602,13997,14599
024088,386,7752,8138
024089,19,627,646
024090,34,982,1016
024091,301,7893,8194
024094,77,1516,1593
024095,190,5369,5559
024096,131,3468,3599
024097,223,5090,5313
024098,333,6337,6670
024099,94,2551,2645
024100,1445,37190,38635
024101,61,1746,1807
024102,151,4043,4194
024103,295,7180,7475
024104,573,12247,12820
024105,979,22985,23964
024106,19,486,505
024107,189,5627,5816
024108,454,11312,11766
024110,334,8341,8675
024111,855,24851,25706
024112,42,1176,1218
024113,86,2965,3051
024115,70,2172,2242
024116,3963,107150,111113
024117,63,1848,1911
024118,241,5873,6114
024119,246,6370,6616
024120,56,1307,1363
024121,27,771,798
024122,252,6542,6794
024123,119,2924,3043
024124,228,6072,6300
024125,155,4759,4914
024126,208,5736,5944
024127,138,4462,4600
025001,143,3931,4074
025002,90,2597,2687
025003,43,1121,1164
025004,56,2150,2206
025005,67,3083,3150
025006,1131,34391,35522
025007,32,807,839
025008,66,1840,1906
025010,37,1221,1258
025011,137,3788,3925
025012,32,1230,1262
025013,4,357,361
025014,9,346,355
025015,81,2015,2096
025016,131,5538,5669
025017,12,428,440
025018,62,2204,2266
025019,51,1809,1860
025021,699,19792,20491
025022,91,2991,3082
025023,29,1056,1085
025025,10,535,545
025026,72,2627,2699
025027,25,1042,1067
025029,195,5114,5309
025030,51,1264,1315
025032,22,535,557
025033,30,1256,1286
025035,6,263,269
025036,128,4195,4323
025037,11,356,367
025039,112,3617,3729
025040,250,7753,8003
025043,15,604,619
025044,40,1134,1174
025045,32,1541,1573
025046,13,360,373
025047,52,1505,1557
025048,233,6416,6649
025049,13,598,611
025050,74,2344,2418
025051,80,1875,1955
025053,426,9751,10177
025054,15,474,489
025055,86,2331,2417
025056,105,2986,3091
025057,7,359,366
025058,35,1283,1318
025059,66,1662,1728
025060,27,1265,1292
025062,11,462,473
025063,59,1788,1847
025065,35,1328,1363
025066,26,803,829
025067,21,809,830
025069,4,187,191
025070,121,2979,3100
025071,137,4982,5119
025072,223,6425,6648
025073,64,2778,2842
025074,418,13070,13488
026001,313,6771,7084
026002,185,4318,4503
026003,379,8678,9057
026004,225,5684,5909
026005,279,7386,7665
026006,332,7567,7899
026007,144,4507,4651
026008,386,10852,11238
026009,508,12641,13149
026010,426,10909,11335
026011,105,2182,2287
026012,1187,32170,33357
026013,322,6801,7123
026014,112,2751,2863
026015,204,3629,3833
026016,146,3501,3647
026017,132,3245,3377
026018,83,2499,2582
026019,228,5068,5296
026020,177,4890,5067
026021,1148,33332,34480
026022,245,6654,6899
026023,266,6027,6293
026025,267,5813,6080
026026,357,8164,8521
026027,122,3536,3658
026028,224,5430,5654
026029,276,5713,5989
026030,79,2740,2819
026031,204,5817,6021
026032,220,4965,5185
026033,225,5693,5918
026034,158,3881,4039
026035,399,8782,9181
026036,449,8823,9272
026037,236,4749,4985
026038,381,9227,9608
026039,218,4911,5129
026040,307,8910,9217
026041,142,2783,2925
026042,97,3066,3163
026043,860,26701,27561
026044,213,4225,4438
026045,35,1270,1305
026046,1210,29919,31129
026047,176,4248,4424
026048,110,2701,2811
026049,374,10267,10641
026050,217,6366,6583
026051,747,19597,20344
026052,211,4269,4480
026053,149,3710,3859
026055,902,21124,22026
026056,279,7055,7334
026057,453,11352,11805
026058,352,7933,8285
026059,497,12413,12910
026060,20,719,739
026061,86,2110,2196
026062,191,4906,5097
026063,633,16263,16896
026064,431,9514,9945
026065,46,1650,1696
026066,464,8943,9407
026067,67,2042,2109
026068,462,10476,10938
026069,559,14109,14668
026070,272,6324,6596
026071,512,12283,12795
026072,271,6604,6875
026073,138,4954,5092
026074,177,4769,4946
026075,340,8780,9120
026076,355,9542,9897
026077,334,6983,7317
026078,78,2897,2975
026079,57,1781,1838
026080,257,5914,6171
026081,350,9845,10195
026082,505,11808,12313
026083,456,11251,11707
026084,132,4096,4228
026085,454,10250,10704
026086,3053,81784,84837
026087,363,9777,10140
026088,275,6583,6858
026089,717,15774,16491
026090,152,3520,3672
026091,545,17223,17768
026092,843,26636,27479
026093,427,9656,10083
026094,67,1662,1729
026095,514,10943,11457
026096,238,6312,6550
027001,136,3681,3817
027002,256,6901,7157
027003,409,10280,10689
027004,507,12529,13036
027005,321,10921,11242
027006,345,12836,13181
027007,231,5873,6104
027008,1534,46689,48223
027009,111,3061,3172
027010,79,2796,2875
027011,329,9927,10256
027012,546,14507,15053
027013,396,11664,12060
027014,385,8080,8465
027015,187,3963,4150
027016,186,5647,5833
027017,264,6789,7053
027018,98,2662,2760
027019,874,25637,26511
027020,735,16823,17558
027021,702,20692,21394
027022,224,6012,6236
027023,1227,36742,37969
027024,917,26242,27159
027025,434,10888,11322
027026,564,15544,16108
027027,285,6712,6997
027028,462,11796,12258
027029,789,23803,24592
027030,198,4461,4659
027031,297,7749,8046
027032,459,12399,12858
027033,1469,40338,41807
027034,313,11401,11714
027035,625,16916,17541
027036,515,12284,12799
027037,665,18380,19045
027038,999,26878,27877
027039,264,7279,7543
027040,81,2163,2244
027041,191,4577,4768
027042,8196,247887,256083
027043,370,9566,9936
027044,420,12975,13395
028001,680,19415,20095
028002,97,3096,3193
028003,1126,25315,26441
028004,105,4077,4182
028005,52,1749,1801
028006,75,2055,2130
028007,194,4705,4899
028008,99,3309,3408
028009,78,2981,3059
028010,11,606,617
028011,132,3673,3805
028012,71,2345,2416
028013,380,8482,8862
028014,124,3367,3491
028015,263,6891,7154
028016,551,15421,15972
028017,661,14119,14780
028018,86,2527,2613
028019,468,11406,11874
028020,216,5467,5683
028021,83,2160,2243
028022,36,1473,1509
028023,294,7200,7494
028026,147,4414,4561
028027,172,4609,4781
028028,160,5170,5330
028029,47,1399,1446
028030,193,5455,5648
028031,58,1902,1960
028032,752,19320,20072
028033,261,6150,6411
028034,352,9717,10069
028035,161,4929,5090
028036,278,6825,7103
028037,475,15515,15990
028038,325,7593,7918
028039,283,6844,7127
028040,125,4165,4290
028041,199,4101,4300
028042,202,4312,4514
028043,62,1903,1965
028044,377,8844,9221
028045,286,7769,8055
028046,363,7273,7636
028047,93,2891,2984
028048,304,8840,9144
028049,63,1683,1746
028050,260,5810,6070
028052,55,1766,1821
028053,57,2461,2518
028054,469,11180,11649
028055,562,16696,17258
028056,273,8621,8894
028057,335,11031,11366
028058,424,11083,11507
028059,182,5387,5569
028060,7099,202631,209730
028061,125,3644,3769
028062,33,1226,1259
028063,376,10670,11046
028064,419,9065,9484
028065,754,19321,20075
028066,152,3206,3358
028067,85,2316,2401
028068,155,3519,3674
028069,412,12981,13393
028070,107,3395,3502
028071,204,4702,4906
028072,667,16054,16721
028073,165,4765,4930
028075,435,9710,10145
028076,296,6117,6413
028077,561,12549,13110
028078,145,4223,4368
028079,126,2918,3044
028080,297,6871,7168
028082,237,6979,7216
028083,106,2415,2521
028084,56,1886,1942
028085,373,10053,10426
028086,801,22119,22920
028087,222,6621,6843
028088,133,3980,4113
028089,271,8670,8941
028090,107,2583,2690
028091,311,7957,8268
028092,186,5951,6137
028093,532,12409,12941
028094,137,4130,4267
028095,73,1976,2049
028096,210,4543,4753
028097,63,1696,1759
028098,32,869,901
028099,414,12621,13035
028100,881,22199,23080
028101,230,5334,5564
028102,51,2084,2135
028103,413,10078,10491
028104,253,5910,6163
028105,108,3150,3258
028106,288,8653,8941
028107,280,6765,7045
029001,541,18409,18950
029002,117,3981,4098
029003,80,2548,2628
029004,304,9749,10053
029005,33,1162,1195
029006,62,2391,2453
029007,46,1407,1453
029008,11,672,683
029009,70,2550,2620
029010,26,852,878
029011,65,1456,1521
029012,126,3890,4016
029013,103,2521,2624
029014,58,1525,1583
029015,95,3420,3515
029017,64,2153,2217
029018,69,2374,2443
029019,58,1689,1747
029021,51,2146,2197
029022,116,3775,3891
029023,38,1332,1370
029024,70,2472,2542
029025,28,961,989
029026,33,1437,1470
029027,55,2013,2068
029028,40,1070,1110
029029,374,11143,11517
029030,87,3239,3326
029031,106,3292,3398
029032,47,1650,1697
029033,433,11619,12052
029034,30,1362,1392
029035,39,1474,1513
029036,36,1085,1121
029037,105,3618,3723
029038,84,2108,2192
029039,258,8945,9203
029040,175,6120,6295
029041,1406,49129,50535
029042,25,1056,1081
029043,43,1021,1064
029044,116,3661,3777
029045,99,3066,3165
029046,254,7776,8030
029047,74,2507,2581
029048,137,4730,4867
029049,34,1119,1153
029050,54,1937,1991
029051,30,835,865
029052,393,13518,13911
030001,49,2130,2179
030002,33,815,848
030003,20,921,941
030004,62,3125,3187
030005,53,1980,2033
030006,90,2740,2830
030007,41,1644,1685
030008,106,3346,3452
030009,201,5037,5238
030010,76,2315,2391
030011,48,1749,1797
030012,16,697,713
030013,185,6179,6364
030014,115,3769,3884
030015,51,1507,1558
030016,311,7552,7863
030018,73,2655,2728
030019,86,2758,2844
030020,105,3605,3710
030021,38,923,961
030022,18,634,652
030023,439,13121,13560
030024,30,635,665
030025,16,605,621
030026,328,10641,10969
030027,585,15324,15909
030028,65,2111,2176
030029,7,442,449
030030,93,3028,3121
030031,66,2025,2091
030032,69,2244,2313
030033,3,153,156
030034,0,99,99
030035,31,1247,1278
030036,78,2723,2801
030037,191,5864,6055
030039,36,1061,1097
030040,9,522,531
030041,19,892,911
030042,11,546,557
030043,310,10324,10634
030044,127,4494,4621
030045,1,304,305
030046,454,12814,13268
030047,23,655,678
030048,103,3571,3674
030049,223,6647,6870
030051,8,597,605
030052,69,2222,2291
030053,177,5663,5840
030054,32,877,909
030055,184,6132,6316
030056,54,1688,1742
030057,234,6664,6898
030058,61,2475,2536
030059,43,1587,1630
030060,48,1611,1659
030061,10,485,495
030062,160,4690,4850
030063,66,2368,2434
030064,65,2335,2400
030065,79,2507,2586
030066,88,2738,2826
030067,37,1754,1791
030068,193,4959,5152
030069,64,2817,2881
030070,188,5188,5376
030071,54,1949,2003
030072,323,8976,9299
030073,62,2320,2382
030074,143,5384,5527
030075,44,2355,2399
030076,38,1307,1345
030077,70,2410,2480
030078,173,5237,5410
030079,263,6630,6893
030080,148,3406,3554
030081,28,842,870
030082,38,1412,1450
030083,120,3895,4015
030084,11,249,260
030085,18,711,729
030086,26,823,849
030087,67,2743,2810
030088,10,487,497
030089,7,437,444
030090,135,4655,4790
030091,234,5876,6110
030092,23,914,937
030093,6,266,272
030094,9,376,385
030095,67,2313,2380
030097,64,1884,1948
030098,90,2727,2817
030099,244,7679,7923
030100,243,7132,7375
030101,204,5897,6101
030102,21,1026,1047
030103,43,2086,2129
030104,76,2237,2313
030105,29,1190,1219
030106,69,1621,1690
030107,19,374,393
030108,2,349,351
030109,137,3544,3681
030110,23,843,866
030111,4,313,317
030112,43,1194,1237
030113,12,542,554
030114,125,3775,3900
030116,304,8526,8830
030117,110,3992,4102
030118,563,14217,14780
030120,84,2676,2760
030121,298,9700,9998
030122,50,2009,2059
030123,46,2631,2677
030124,66,2050,2116
030126,60,1626,1686
030127,283,7321,7604
030128,46,1540,1586
030129,3420,94736,98156
030130,68,2595,2663
030131,41,1935,1976
030132,21,824,845
030133,63,2103,2166
030135,34,782,816
030136,14,548,562
030137,38,1676,1714
030138,31,1099,1130
030188,173,6001,6174
030189,48,1257,1305
030190,188,6087,6275
030191,26,676,702
031001,39,1583,1622
031002,210,7040,7250
031003,34,1306,1340
031004,5,320,325
031005,47,1651,1698
031006,86,2891,2977
031007,1082,33005,34087
031008,202,6171,6373
031009,206,7753,7959
031010,38,1437,1475
031011,37,928,965
031012,1306,27927,29233
031013,21,672,693
031014,55,1470,1525
031015,119,3587,3706
031016,386,11465,11851
031017,49,2106,2155
031018,194,5916,6110
031019,12,735,747
031020,49,1469,1518
031021,62,1915,1977
031022,43,1697,1740
031023,263,7003,7266
031024,72,2736,2808
031025,52,1618,1670
032001,226,8147,8373
032002,28,829,857
032003,350,12616,12966
032004,164,5668,5832
032005,58,1994,2052
032006,6456,194153,200609
033001,60,1912,1972
033002,174,4499,4673
033003,24,922,946
033004,58,2554,2612
033005,81,3406,3487
033006,357,7632,7989
033007,242,5669,5911
033008,62,2345,2407
033010,186,4554,4740
033011,300,7340,7640
033012,133,4415,4548
033013,603,13210,13813
033014,167,5056,5223
033015,1,118,119
033016,22,831,853
033017,10,542,552
033018,193,4421,4614
033019,11,1067,1078
033020,17,1120,1137
033021,552,14395,14947
033022,58,2046,2104
033023,183,5483,5666
033024,189,4302,4491
033025,59,2085,2144
033026,115,3742,3857
033027,188,4930,5118
033028,16,910,926
033030,4,464,468
033032,4230,98501,102731
033033,82,2091,2173
033034,11,583,594
033035,322,8816,9138
033036,130,4443,4573
033037,253,6259,6512
033038,233,6779,7012
033039,551,11660,12211
033040,196,5404,5600
033041,11,797,808
033042,131,2765,2896
033043,52,2058,2110
033044,45,1972,2017
033045,135,4058,4193
033046,37,1644,1681
033047,0,70,70
033048,66,2385,2451
033049,63,2874,2937
034001,63,2038,2101
034002,43,2001,2044
034003,74,3126,3200
034004,51,1937,1988
034005,8,668,676
034006,189,6526,6715
034007,278,6549,6827
034008,82,1967,2049
034009,623,14011,14634
034010,406,8602,9008
034011,31,1030,1061
034012,43,1712,1755
034013,353,8798,9151
034014,1232,25755,26987
034015,264,6749,7013
034016,235,5389,5624
034017,221,5685,5906
034018,486,10113,10599
034019,221,4812,5033
034020,423,10280,10703
034022,12,831,843
034023,424,10653,11077
034024,123,3343,3466
034025,544,12594,13138
034026,26,1034,1060
034027,7912,188086,195998
034028,22,933,955
034030,102,2776,2878
034031,237,5520,5757
034032,749,19070,19819
034033,256,5511,5767
034035,57,1665,1722
034036,188,4602,4790
034038,39,1133,1172
034039,83,2039,2122
034040,9,885,894
034041,337,7365,7702
034042,396,9160,9556
034044,9,504,513
034045,105,2512,2617
034046,23,1134,1157
034049,277,7452,7729
034050,103,3036,3139
034051,475,12208,12683
035001,269,8474,8743
035002,370,9258,9628
035003,111,3098,3209
035004,402,9738,10140
035005,231,5080,5311
035006,252,5423,5675
035008,451,10253,10704
035009,230,5405,5635
035010,263,5029,5292
035011,125,3752,3877
035012,777,18169,18946
035013,149,4306,4455
035014,618,14746,15364
035015,324,8091,8415
035016,392,9968,10360
035017,363,9465,9828
035018,126,3550,3676
035020,1002,23964,24966
035021,302,6316,6618
035022,203,5512,5715
035023,232,6085,6317
035024,551,14195,14746
035026,277,8243,8520
035027,408,10025,10433
035028,513,12855,13368
035029,274,6902,7176
035030,473,12642,13115
035032,367,8705,9072
035033,7011,163590,170601
035034,213,5749,5962
035035,185,3836,4021
035036,580,14289,14869
035037,340,7879,8219
035038,220,5953,6173
035039,440,10719,11159
035040,992,24680,25672
035041,137,4058,4195
035042,61,1740,1801
035043,165,4158,4323
035044,106,3203,3309
035045,106,3434,3540
035046,96,3896,3992
036001,188,3946,4134
036002,439,9703,10142
036003,333,8272,8605
036004,154,3038,3192
036005,2786,68944,71730
036006,1330,31578,32908
036007,605,14476,15081
036008,486,10798,11284
036009,239,6721,6960
036010,259,7903,8162
036011,72,2879,2951
036012,554,14493,15047
036013,666,16322,16988
036014,44,1152,1196
036015,1440,33101,34541
036016,44,1757,1801
036017,143,3860,4003
036018,71,2585,2656
036019,692,16687,17379
036020,222,5075,5297
036021,241,6060,6301
036022,928,23175,24103
036023,7313,179101,186414
036024,25,889,914
036025,61,2023,2084
036026,88,3120,3208
036027,647,15363,16010
036028,333,9650,9983
036029,59,2014,2073
036030,698,17281,17979
036031,82,2103,2185
036032,44,1536,1580
036033,146,3607,3753
036034,258,5936,6194
036035,15,661,676
036036,276,6257,6533
036037,418,10323,10741
036038,88,3383,3471
036039,251,5724,5975
036040,1556,39166,40722
036041,340,8949,9289
036042,296,8108,8404
036043,61,2374,2435
036044,520,14954,15474
036045,597,12248,12845
036046,1184,24542,25726
036047,131,4436,4567
037001,500,11853,12353
037002,334,9407,9741
037003,271,6803,7074
037005,227,5574,5801
037006,14916,376770,391686
037007,124,3104,3228
037008,698,17670,18368
037009,493,12986,13479
037010,46,1754,1800
037011,1310,34742,36052
037012,106,3267,3373
037013,35,1822,1857
037014,29,1160,1189
037015,91,3216,3307
037016,197,4332,4529
037017,228,6326,6554
037019,658,17973,18631
037020,744,20042,20786
037021,682,15188,15870
037022,144,5274,5418
037024,599,13076,13675
037025,257,6352,6609
037026,67,1878,1945
037027,166,4644,4810
037028,232,5272,5504
037030,505,11966,12471
037031,124,3758,3882
037032,2579,67276,69855
037033,56,2105,2161
037034,142,4186,4328
037035,318,8767,9085
037036,218,6513,6731
037037,662,15937,16599
037038,328,8613,8941
037039,562,15086,15648
037040,113,3586,3699
037041,191,5914,6105
037042,286,10409,10695
037044,217,6129,6346
037045,177,4436,4613
037046,549,13378,13927
037047,558,16914,17472
037048,279,6853,7132
037050,323,8155,8478
037051,117,4086,4203
037052,368,8680,9048
037053,1002,27046,28048
037054,1129,31536,32665
037055,546,12132,12678
037056,280,7059,7339
037057,439,14322,14761
037059,286,7322,7608
037060,692,18421,19113
037061,1242,30261,31503
037062,225,6610,6835
038001,679,20461,21140
038003,418,13487,13905
038004,1406,33701,35107
038005,254,11043,11297
038006,511,21570,22081
038007,333,15541,15874
038008,3929,127740,131669
038010,59,2627,2686
038011,134,4626,4760
038012,74,2258,2332
038014,168,6381,6549
038017,114,5655,5769
038018,378,9409,9787
038019,364,11142,11506
038022,248,7342,7590
038023,81,3565,3646
038025,106,3482,3588
038027,201,8292,8493
038028,363,9463,9826
038029,178,7395,7573
038030,166,6717,6883
039001,335,11291,11626
039002,536,15866,16402
039003,107,2307,2414
039004,192,7052,7244
039005,77,2425,2502
039006,386,9163,9549
039007,816,27958,28774
039008,425,9129,9554
039009,284,7045,7329
039010,2311,56752,59063
039011,319,7763,8082
039012,1133,30801,31934
039013,454,10047,10501
039014,5185,151278,156463
039015,217,5482,5699
039016,458,11678,12136
039017,121,2777,2898
039018,157,4316,4473
040001,161,5460,5621
040003,431,10585,11016
040004,118,2760,2878
040005,242,6022,6264
040007,3243,93277,96520
040008,831,25161,25992
040009,121,3580,3701
040011,62,1505,1567
040012,4250,113157,117407
040013,471,12628,13099
040014,98,2287,2385
040015,418,10243,10661
040016,416,8873,9289
040018,292,6927,7219
040019,405,9505,9910
040020,261,6560,6821
040022,136,4221,4357
040028,60,1644,1704
040031,29,716,745
040032,210,5973,6183
040033,15,701,716
040036,40,1726,1766
040037,134,3282,3416
040041,496,11688,12184
040043,146,3907,4053
040044,98,3203,3301
040045,750,17108,17858
040046,127,2990,3117
040049,28,1114,1142
040050,59,1691,1750
041001,157,4083,4240
041002,43,1706,1749
041005,34,716,750
041006,11,529,540
041007,251,7821,8072
041008,43,1978,2021
041009,53,1555,1608
041010,311,7663,7974
041013,2095,58041,60136
041014,350,7940,8290
041015,317,8806,9123
041016,25,857,882
041017,14,277,291
041018,30,1192,1222
041019,159,5438,5597
041020,209,4672,4881
041021,9,547,556
041022,65,1400,1465
041023,78,1826,1904
041025,45,1253,1298
041026,37,971,1008
041027,56,1986,2042
041028,107,3556,3663
