pro_com_t,<5,>=5,totale
012025,86,2992,3078
012026,3117,79928,83045
012027,104,2050,2154
012029,299,7388,7687
012030,185,4565,4750
012031,97,2494,2591
012032,563,14217,14780
012033,282,6309,6591
012034,902,17133,18035
012035,156,4631,4787
012036,107,2604,2711
012037,57,1283,1340
012038,87,3526,3613
012039,208,5440,5648
012040,817,20568,21385
012041,15,638,653
012042,532,13796,14328
012043,23,528,551
012044,38,1259,1297
012045,44,1850,1894
012046,285,7350,7635
012047,161,4881,5042
012048,256,5436,5692
012049,35,764,799
012050,426,9902,10328
012051,111,3686,3797
012052,60,1849,1909
012053,147,4465,4612
012054,48,1180,1228
012055,113,2767,2880
012056,27,747,774
012057,16,584,600
012058,143,3455,3598
012059,143,2903,3046
012060,111,2791,2902
012061,4,152,156
012062,123,3143,3266
012063,49,1577,1626
012064,85,2961,3046
012065,52,1422,1474
012066,1,136,137
012067,519,11831,12350
012068,247,6518,6765
012069,35,667,702
012070,2169,50618,52787
012071,32,957,989
012072,293,8775,9068
012073,167,4371,4538
012074,110,2774,2884
012075,429,10375,10804
012076,133,3689,3822
012077,101,2540,2641
012078,157,4765,4922
012079,263,7869,8132
012080,69,2092,2161
012081,47,1185,1232
012082,33,1029,1062
012083,376,9927,10303
012084,202,5006,5208
012085,223,5018,5241
012086,225,5587,5812
012087,226,8154,8380
012088,128,3504,3632
012089,213,4839,5052
012090,410,11073,11483
012091,62,1163,1225
012092,532,13675,14207
012093,50,1242,1292
012095,37,1187,1224
012096,623,15768,16391
012097,162,3330,3492
012098,363,7647,8010
012099,8,303,311
012100,12,295,307
012101,72,1704,1776
012102,73,1550,1623
012103,69,1423,1492
012104,68,1878,1946
012105,123,4132,4255
012106,168,4777,4945
012107,174,4134,4308
012108,503,12082,12585
012109,327,7582,7909
012110,28,798,826
012113,88,2762,2850
012114,67,2227,2294
012115,34,870,904
012116,36,1204,1240
012117,127,2860,2987
012118,556,15509,16065
012119,1389,37366,38755
012120,428,10627,11055
012121,136,3878,4014
012122,196,5145,5341
012123,754,17031,17785
012124,200,5814,6014
012125,126,3458,3584
012126,82,2455,2537
012127,747,18050,18797
012128,132,3857,3989
012129,4,215,219
012130,431,10176,10607
012131,67,1520,1587
012132,86,2360,2446
012133,2744,76606,79350
012134,279,7049,7328
012136,195,5785,5980
012137,261,7028,7289
012138,294,8347,8641
012139,169,4910,5079
012140,25,549,574
012141,52,1431,1483
012142,70,2353,2423
012143,125,2513,2638
013003,220,6139,6359
013004,152,4035,4187
013005,104,2605,2709
013006,44,1219,1263
013007,150,4677,4827
013009,77,1709,1786
013010,261,7391,7652
013011,19,667,686
013012,218,4888,5106
013013,119,3443,3562
013015,26,537,563
013021,12,309,321
013022,145,2642,2787
013023,189,4576,4765
013024,89,1639,1728
013025,14,273,287
013026,26,1117,1143
013028,264,6175,6439
013029,89,2076,2165
013030,9,326,335
013032,31,1633,1664
013034,161,3865,4026
013035,263,7153,7416
013036,301,7656,7957
013037,17,481,498
013040,45,1734,1779
013041,1499,37970,39469
013042,183,4999,5182
013043,191,5279,5470
013044,37,1085,1122
013045,93,2825,2918
013046,153,4263,4416
013047,144,2959,3103
013048,247,6317,6564
013052,61,1585,1646
013053,176,4814,4990
013055,129,3209,3338
013058,35,1214,1249
013059,35,876,911
013062,7,184,191
013063,10,535,545
013064,366,8833,9199
013065,202,6296,6498
013068,63,2017,2080
013071,26,540,566
013074,14,455,469
013075,3032,81218,84250
013077,23,805,828
013083,22,665,687
013084,128,3328,3456
013085,3,211,214
013087,20,582,602
013089,49,1413,1462
013090,105,3148,3253
013092,6,230,236
013095,592,15616,16208
013097,79,2504,2583
013098,30,1139,1169
013099,240,4555,4795
013100,113,3067,3180
013101,173,4857,5030
013102,452,9351,9803
013106,14,685,699
013107,42,1007,1049
013110,97,2712,2809
013111,43,1257,1300
013113,8,587,595
013114,259,5557,5816
013118,342,8827,9169
013119,32,859,891
013120,21,515,536
013121,112,2417,2529
013123,19,443,462
013126,68,1928,1996
013128,196,3664,3860
013129,228,5722,5950
013130,4,160,164
013131,179,4099,4278
013133,484,9514,9998
013134,83,1846,1929
013135,118,2620,2738
013136,198,5188,5386
013137,102,2468,2570
013138,346,9396,9742
013139,24,625,649
013143,1041,24173,25214
013144,113,3083,3196
013145,109,2964,3073
013147,145,3919,4064
013152,45,1524,1569
013153,105,2259,2364
013154,252,5035,5287
013155,3,221,224
013157,73,2442,2515
013159,344,8312,8656
013160,33,913,946
013161,38,1134,1172
013163,103,2757,2860
013165,476,11259,11735
013169,97,2283,2380
013170,77,2597,2674
013178,13,176,189
013183,39,997,1036
013184,3,242,245
013185,26,806,832
013186,16,667,683
013187,1,230,231
013188,157,4113,4270
013189,196,4651,4847
013192,37,871,908
013193,49,1317,1366
013195,12,291,303
013197,61,1197,1258
013199,58,1588,1646
013201,311,7660,7971
013202,266,5951,6217
013203,6,475,481
013204,30,950,980
013206,263,7511,7774
013207,8,273,281
013211,26,845,871
013212,104,3053,3157
013216,52,1183,1235
013217,19,613,632
013218,25,588,613
013222,197,5543,5740
013223,30,1093,1123
013226,14,220,234
013227,400,9081,9481
013228,188,4764,4952
013229,95,2511,2606
013232,84,2545,2629
013233,11,153,164
013234,34,1419,1453
013236,2,199,201
013238,133,2937,3070
013239,22,728,750
013242,169,3976,4145
013245,271,7662,7933
013246,6,180,186
013248,53,1665,1718
013249,107,3973,4080
013250,115,3496,3611
013251,220,5183,5403
013252,174,4872,5046
013253,116,2857,2973
013254,130,3424,3554
013255,174,4468,4642
014001,2,286,288
014002,104,2917,3021
014003,36,549,585
014004,51,1445,1496
014005,120,3093,3213
014006,4,115,119
014007,137,3908,4045
014008,65,1208,1273
014009,147,3927,4074
014010,70,1891,1961
014011,26,1030,1056
014012,40,882,922
014013,42,1303,1345
014014,18,588,606
014015,52,1496,1548
014016,8,427,435
014017,35,757,792
014018,217,6927,7144
014019,63,2307,2370
014020,80,2359,2439
014021,8,325,333
014022,30,1094,1124
014023,42,1311,1353
014024,201,5208,5409
014025,21,450,471
014026,147,3139,3286
014027,150,3552,3702
014028,13,521,534
014029,29,741,770
014030,21,531,552
014031,4,155,159
014032,76,1862,1938
014033,179,4233,4412
014034,58,1577,1635
014035,19,526,545
014036,33,1248,1281
014037,421,6466,6887
014038,23,610,633
014039,31,721,752
014040,50,967,1017
014041,33,904,937
014043,84,1715,1799
014044,99,2846,2945
014045,472,11765,12237
014046,85,1787,1872
014047,1,35,36
014048,76,1351,1427
014049,67,2016,2083
014050,80,1814,1894
014051,74,1755,1829
014052,71,2187,2258
014053,23,621,644
014054,110,2776,2886
014055,5,285,290
014056,29,512,541
014057,120,2714,2834
014058,13,347,360
014059,24,465,489
014060,115,3855,3970
014061,744,20458,21202
014062,2,78,80
014063,162,4476,4638
014064,3,193,196
014065,150,4295,4445
014066,322,8507,8829
014067,21,735,756
014068,31,617,648
014069,163,2665,2828
014070,80,1927,2007
014071,195,3958,4153
014072,146,3461,3607
014073,81,2444,2525
014074,16,849,865
014075,35,1026,1061
014076,7,202,209
014077,41,927,968
014078,121,2804,2925
015002,1225,31251,32476
015005,163,4507,4670
015007,263,6423,6686
015009,659,18804,19463
015010,558,11638,12196
015011,427,8833,9260
015012,637,16616,17253
015014,146,3519,3665
015015,291,7642,7933
015016,138,3659,3797
015019,107,2911,3018
015022,77,1968,2045
015024,238,6961,7199
015026,131,3942,4073
015027,1240,34999,36239
015032,887,25285,26172
015035,103,2335,2438
015036,950,26065,27015
015038,156,4397,4553
015040,271,8109,8380
015041,534,13457,13991
015042,52,1188,1240
015044,340,6773,7113
015046,456,12010,12466
015050,238,3915,4153
015051,618,14963,15581
015055,165,3860,4025
015058,196,5317,5513
015059,749,18402,19151
015060,582,13338,13920
015061,66,1787,1853
015062,389,10591,10980
015070,1585,33427,35012
015071,183,4910,5093
015072,607,14414,15021
015074,893,22793,23686
015076,586,13690,14276
015077,3073,71563,74636
015078,246,4683,4929
015081,1947,45261,47208
015082,87,1922,2009
015085,813,17787,18600
015086,835,19482,20317
015087,817,19773,20590
015093,1373,33228,34601
015096,298,7896,8194
015097,156,4159,4315
015098,622,18165,18787
015099,267,6065,6332
015101,110,2896,3006
015103,371,8854,9225
015105,965,25806,26771
015106,369,8473,8842
015108,859,20040,20899
015110,154,2913,3067
015112,54,1560,1614
015113,292,8233,8525
015114,459,10796,11255
015115,353,8707,9060
015116,975,25162,26137
015118,2289,57566,59855
015122,169,3873,4042
015125,433,9857,10290
015130,888,23219,24107
015131,355,8913,9268
015134,236,5898,6134
015136,135,3445,3580
015139,493,11727,12220
015140,862,17149,18011
015142,723,17843,18566
015144,165,4034,4199
015146,53652,1320930,1374582
015150,25,1007,1032
015151,338,7715,8053
015154,585,16388,16973
015155,8,632,640
015157,727,19329,20056
015158,182,4332,4514
015159,508,13592,14100
015164,144,4132,4276
015165,54,1364,1418
015166,1855,45525,47380
015167,189,5673,5862
015168,1144,26775,27919
015169,417,10730,11147
015170,480,10971,11451
015171,934,22913,23847
015172,286,8739,9025
015173,583,15116,15699
015175,1601,34546,36147
015176,299,8030,8329
015177,336,6009,6345
015178,341,8206,8547
015179,300,7030,7330
015181,556,13501,14057
015182,1998,48744,50742
015183,169,4606,4775
015184,223,6535,6758
015185,173,4440,4613
015188,235,5564,5799
015189,1670,40174,41844
015191,256,7019,7275
015192,1273,31272,32545
015194,240,6441,6681
015195,1861,37447,39308
015200,200,4738,4938
015201,300,7974,8274
015202,180,4242,4422
015204,516,11887,12403
015205,1479,35003,36482
015206,826,20481,21307
015209,3078,77125,80203
015210,271,7059,7330
015211,700,19433,20133
015213,585,13406,13991
015219,225,5072,5297
015220,959,20494,21453
015221,413,11568,11981
015222,150,3504,3654
015224,216,5637,5853
015226,273,6819,7092
015229,363,8955,9318
015230,473,8876,9349
015236,126,3178,3304
015237,381,8920,9301
015242,667,16149,16816
015243,385,8859,9244
015244,145,3753,3898
015247,272,6595,6867
015248,200,5933,6133
015249,200,5043,5243
015250,527,11339,11866
015251,261,5535,5796
016001,90,2086,2176
016002,24,767,791
016003,342,7945,8287
016004,556,16930,17486
016005,181,5306,5487
016006,293,6147,6440
016007,189,5397,5586
016008,505,12935,13440
016009,89,2291,2380
016010,166,2997,3163
016011,200,4603,4803
016012,117,3250,3367
016013,99,2618,2717
016014,4,166,170
016015,15,536,551
016016,252,7315,7567
016017,7,370,377
016018,175,4180,4355
016019,23,665,688
016020,158,4070,4228
016021,98,1915,2013
016022,25,678,703
016023,84,2326,2410
016024,4317,115676,119993
016025,86,1304,1390
016026,16,571,587
016027,2,73,75
016028,349,6084,6433
016029,296,5927,6223
016030,574,9643,10217
016031,273,6340,6613
016032,65,1094,1159
016033,48,942,990
016034,166,4848,5014
016035,22,702,724
016036,18,659,677
016037,359,8123,8482
016038,290,7572,7862
016040,307,5746,6053
016041,10,104,114
016042,216,5364,5580
016043,285,5786,6071
016044,242,5147,5389
016046,334,7876,8210
016047,171,4093,4264
016048,13,560,573
016049,156,4074,4230
016050,37,1155,1192
016051,332,7828,8160
016052,114,2924,3038
016053,638,15532,16170
016055,229,4501,4730
016056,4,285,289
016057,193,4452,4645
016058,164,3701,3865
016059,189,3868,4057
016060,105,3003,3108
016061,2,110,112
016062,464,9930,10394
016063,114,2708,2822
016064,87,3274,3361
016065,34,1224,1258
016066,125,2528,2653
016067,71,1575,1646
016068,88,2440,2528
016069,179,3734,3913
016070,145,3960,4105
016071,55,1534,1589
016072,177,3213,3390
016073,276,5751,6027
016074,232,5997,6229
016075,235,5223,5458
016076,182,4847,5029
016077,302,8235,8537
016078,37,1068,1105
016079,475,10584,11059
016080,53,1565,1618
016081,178,4215,4393
016082,36,894,930
016083,71,1866,1937
016084,147,3201,3348
016085,18,531,549
016086,333,8620,8953
016087,210,3955,4165
016088,168,3356,3524
016089,241,7254,7495
016090,0,216,216
016091,862,22474,23336
016092,29,854,883
016093,106,3261,3367
016094,88,1873,1961
016096,336,7632,7968
016097,70,1243,1313
016098,114,3019,3133
016099,44,1075,1119
016100,98,2849,2947
016101,262,4450,4712
016102,20,533,553
016103,1,171,172
016104,113,2932,3045
016105,161,3232,3393
016106,3,203,206
016107,40,932,972
016108,146,5091,5237
016109,49,1396,1445
016110,32,830,862
016111,176,4758,4934
016113,277,5856,6133
016114,206,4937,5143
016115,222,6324,6546
016116,49,1442,1491
016117,255,6162,6417
016118,35,1118,1153
016119,34,831,865
016120,321,7075,7396
016121,1,165,166
016122,24,613,637
016123,161,3985,4146
016124,118,4182,4300
016125,20,540,560
016126,139,3578,3717
016127,48,789,837
016128,151,4895,5046
016129,134,2678,2812
016130,29,853,882
016131,182,3798,3980
016132,291,6550,6841
016133,512,10286,10798
016134,3,161,164
016135,115,2826,2941
016136,3,200,203
016137,37,1117,1154
016139,133,3132,3265
016140,98,2373,2471
016141,116,2793,2909
016142,166,4258,4424
016143,227,7107,7334
016144,403,10828,11231
016145,12,482,494
016146,19,955,974
016147,4,143,147
016148,13,559,572
016149,34,880,914
016150,56,1696,1752
016151,0,144,144
016152,202,5053,5255
016153,560,11971,12531
016154,89,2006,2095
016155,155,3861,4016
016156,207,4289,4496
016157,242,5490,5732
016158,105,2579,2684
016159,13,348,361
016160,211,5694,5905
016161,60,1667,1727
016162,55,1402,1457
016163,24,1018,1042
016164,34,1173,1207
016165,4,380,384
016166,4,83,87
016167,66,1524,1590
016168,51,1677,1728
016169,231,6519,6750
016170,493,11041,11534
016171,134,3179,3313
016172,193,4776,4969
016173,168,4341,4509
016174,51,1772,1823
016175,35,1040,1075
016176,164,4611,4775
016177,62,1620,1682
016178,198,5673,5871
016179,33,1179,1212
016180,33,866,899
016182,162,3687,3849
016183,964,19518,20482
016184,8,405,413
016185,35,779,814
016186,38,864,902
016187,151,3926,4077
016188,136,4496,4632
016189,287,5664,5951
016190,147,4572,4719
016191,17,506,523
016193,254,6468,6722
016194,374,9427,9801
016195,31,1121,1152
016196,94,2367,2461
016197,53,1921,1974
016198,998,24113,25111
016199,57,1969,2026
016200,58,1711,1769
016201,25,667,692
016202,310,8702,9012
016203,178,4239,4417
016204,199,5006,5205
016205,28,948,976
016206,273,5395,5668
016207,568,12778,13346
016208,40,1025,1065
016209,141,3602,3743
016210,10,525,535
016211,52,1949,2001
016212,197,4751,4948
016213,368,7646,8014
016214,335,8296,8631
016215,107,2063,2170
016216,103,2364,2467
016217,51,1040,1091
016218,443,9201,9644
016219,1315,29242,30557
016220,397,10422,10819
016221,44,1304,1348
016222,453,9401,9854
016223,30,958,988
016224,182,4156,4338
016225,29,557,586
016226,4,130,134
016227,6,201,207
016229,5,246,251
016230,4,184,188
016232,365,7110,7475
016233,369,7813,8182
016234,136,4331,4467
016235,46,1072,1118
016236,51,1252,1303
016237,20,556,576
016238,176,4361,4537
016239,255,6332,6587
016240,266,6406,6672
016241,46,1712,1758
016242,350,7753,8103
016243,57,1376,1433
016244,98,2565,2663
016245,374,8228,8602
016246,281,8387,8668
016247,29,845,874
016248,22,635,657
016249,13,277,290
016250,94,2257,2351
016251,84,1927,2011
016252,146,3689,3835
016253,173,4017,4190
017001,66,1447,1513
017002,261,6870,7131
017003,46,1590,1636
017004,89,2307,2396
017005,8,436,444
017006,78,2260,2338
017007,149,3444,3593
017008,148,3208,3356
017009,520,12034,12554
017010,83,3663,3746
017011,72,2228,2300
017012,46,1097,1143
017013,103,2223,2326
017014,536,11778,12314
017015,113,2631,2744
017016,35,1516,1551
017017,115,2325,2440
017018,130,3630,3760
017019,44,1269,1313
017020,237,5097,5334
017021,338,8792,9130
017022,73,2446,2519
017023,361,10280,10641
017024,67,1973,2040
017025,257,7145,7402
017026,62,1645,1707
017027,27,659,686
017028,158,4536,4694
017029,7507,189797,197304
017030,33,714,747
017031,69,2045,2114
017032,582,12422,13004
017033,135,3450,3585
017034,346,8023,8369
017035,86,2293,2379
017036,10,336,346
017037,175,4468,4643
017038,414,9018,9432
017039,575,12393,12968
017040,355,8009,8364
017041,347,6336,6683
017042,408,10591,10999
017043,445,11085,11530
017044,64,1573,1637
017045,416,7043,7459
017046,432,10407,10839
017047,43,1053,1096
017048,158,4743,4901
017049,18,634,652
017050,62,1731,1793
017051,20,811,831
017052,851,18243,19094
017053,47,1430,1477
017054,17,517,534
017055,120,2605,2725
017056,381,8335,8716
017057,141,4397,4538
017058,60,1996,2056
017059,322,7195,7517
017060,200,3809,4009
017061,591,15053,15644
017062,250,6820,7070
017063,75,1834,1909
017064,57,1360,1417
017065,592,14952,15544
017066,225,5321,5546
017067,1021,28187,29208
017068,162,4281,4443
017069,383,8325,8708
017070,183,4974,5157
017071,65,1920,1985
017072,332,8539,8871
017073,182,4378,4560
017074,71,2571,2642
017075,451,10956,11407
017076,82,2679,2761
017077,529,11729,12258
017078,787,17734,18521
017079,85,2049,2134
017080,218,4741,4959
017081,582,15906,16488
017082,59,1819,1878
017083,15,331,346
017084,4,128,132
017085,300,8694,8994
017086,166,3909,4075
017087,9,477,486
017088,611,13576,14187
017089,46,1118,1164
017090,60,1571,1631
017091,179,3616,3795
017092,731,16090,16821
017093,19,543,562
017094,18,589,607
017095,4,373,377
017096,798,20871,21669
017097,68,1408,1476
017098,1,105,106
017099,164,3322,3486
017100,73,1905,1978
017101,94,2974,3068
017102,166,5246,5412
017103,561,12655,13216
017104,152,4020,4172
017105,26,630,656
017106,122,2995,3117
017107,506,11964,12470
017108,71,1693,1764
017109,90,2489,2579
017110,17,511,528
017111,41,1603,1644
017112,149,4414,4563
017113,1189,24822,26011
017114,207,4870,5077
017115,27,749,776
017116,92,2561,2653
017117,335,10305,10640
017118,92,1895,1987
017119,152,3736,3888
017120,219,4486,4705
017121,92,1805,1897
017122,181,3897,4078
017123,124,3061,3185
017124,37,936,973
017125,526,11823,12349
017126,82,2334,2416
017127,712,13908,14620
017128,50,1404,1454
017129,175,4521,4696
017130,119,3501,3620
017131,6,167,173
017132,96,2052,2148
017133,789,19151,19940
017134,198,4648,4846
017135,21,566,587
017136,240,6693,6933
017137,114,2617,2731
017138,182,4260,4442
017139,20,536,556
017140,18,567,585
017141,51,1399,1450
017142,222,4479,4701
017143,290,7592,7882
017144,90,2358,2448
017145,92,2599,2691
017146,154,3605,3759
017147,183,4999,5182
017148,61,1685,1746
017149,230,6772,7002
017150,303,6569,6872
017151,114,3439,3553
017152,123,2693,2816
017153,63,1434,1497
017155,314,6524,6838
017156,255,6947,7202
017157,30,862,892
017158,133,3350,3483
017159,250,5935,6185
017160,136,3220,3356
017161,520,12821,13341
017162,228,4564,4792
017163,444,9309,9753
017164,122,4219,4341
017165,346,9005,9351
017166,935,18254,19189
017167,273,5581,5854
017168,188,3758,3946
017169,109,3190,3299
017170,331,10163,10494
017171,120,3351,3471
017172,175,2467,2642
017173,178,4557,4735
017174,538,12661,13199
017175,18,835,853
017176,42,1365,1407
017177,42,1400,1442
017178,111,2928,3039
017179,318,8031,8349
017180,80,1840,1920
017181,60,1166,1226
017182,86,1829,1915
017183,36,1177,1213
017184,40,1063,1103
017185,35,1168,1203
017186,256,6153,6409
017187,237,7356,7593
017188,591,13152,13743
017189,89,1977,2066
017190,226,5201,5427
017191,11,509,520
017192,161,3546,3707
017193,53,1354,1407
017194,3,168,171
017195,303,7745,8048
017196,141,3613,3754
017197,155,4061,4216
017198,67,1398,1465
017199,449,10145,10594
017200,52,1308,1360
017201,192,5592,5784
017202,22,612,634
017203,90,1910,2000
017204,367,7832,8199
017205,22,1000,1022
017206,192,4517,4709
018001,19,789,808
018002,5,231,236
018003,15,495,510
018004,147,3424,3571
018005,46,1492,1538
018006,15,370,385
018007,14,619,633
018008,33,834,867
018009,79,1698,1777
018011,25,932,957
018012,32,660,692
018013,229,5936,6165
018014,117,2727,2844
018015,93,2520,2613
018016,43,1282,1325
018017,10,399,409
018018,28,898,926
018019,113,2534,2647
018020,18,596,614
018021,7,517,524
018022,11,697,708
018023,104,3330,3434
018024,417,9128,9545
018025,2,108,110
018026,54,1020,1074
018027,43,1416,1459
018029,48,1282,1330
018030,48,1374,1422
018031,11,453,464
018032,43,839,882
018033,86,2286,2372
018034,377,8425,8802
018035,236,6560,6796
018036,26,695,721
018037,208,6344,6552
018038,22,949,971
018039,36,1031,1067
018040,13,529,542
018041,201,6397,6598
018042,7,222,229
018043,114,2135,2249
018044,4,174,178
018045,21,677,698
018046,218,5189,5407
018047,25,1104,1129
018048,140,3775,3915
018049,43,1260,1303
018050,168,5165,5333
018051,22,924,946
018052,53,1508,1561
018053,74,1660,1734
018054,18,744,762
018057,27,950,977
018058,17,364,381
018059,13,356,369
018060,235,4646,4881
018061,152,4370,4522
018062,48,1031,1079
018063,25,786,811
018064,8,348,356
018065,36,1071,1107
018066,3,173,176
018067,4,199,203
018068,319,9330,9649
018069,327,9116,9443
018071,53,1335,1388
018072,233,4996,5229
018073,64,3118,3182
018074,6,176,182
018075,94,2609,2703
018076,142,4201,4343
018077,63,1397,1460
018078,310,6110,6420
018079,11,356,367
018080,27,1112,1139
018081,98,2719,2817
018082,8,122,130
018083,59,1983,2042
018084,74,2371,2445
018085,68,1665,1733
018086,95,2372,2467
018087,60,1603,1663
018088,192,6089,6281
018089,8,336,344
018090,32,994,1026
018091,11,458,469
018092,28,1313,1341
018093,167,3476,3643
018094,26,846,872
018095,32,1480,1512
018096,17,507,524
018097,17,402,419
018098,5,253,258
018099,21,638,659
018100,50,1573,1623
018101,11,589,600
018102,541,14854,15395
018103,6,290,296
018104,20,707,727
018105,1,162,163
018106,36,1032,1068
018107,61,1768,1829
018108,6,302,308
018109,59,1779,1838
018110,2454,68668,71122
018111,22,756,778
018112,16,833,849
018113,41,1704,1745
018114,97,2483,2580
018115,52,1614,1666
018116,21,672,693
018117,22,738,760
018118,50,1391,1441
018119,8,394,402
018120,35,997,1032
018121,57,1489,1546
018122,161,5008,5169
018123,193,5540,5733
018124,9,522,531
018125,4,64,68
018126,3,205,208
018127,35,603,638
018128,11,607,618
018129,70,1463,1533
018130,9,534,543
018131,28,842,870
018133,15,462,477
018134,15,618,633
018135,138,3830,3968
018136,22,1012,1034
018137,232,6184,6416
018138,166,4983,5149
018139,69,1812,1881
018140,56,1492,1548
018141,39,923,962
018142,4,444,448
018143,78,2218,2296
018144,20,778,798
018145,16,537,553
018146,30,1461,1491
018147,29,841,870
018148,2,204,206
018149,14,642,656
018150,290,6061,6351
018151,35,1117,1152
018152,24,512,536
018153,433,11015,11448
018154,14,586,600
018155,32,1527,1559
018156,21,510,531
018157,42,893,935
018158,5,310,315
018159,88,2308,2396
018160,152,3346,3498
018161,32,791,823
018162,150,4300,4450
018163,121,2195,2316
018164,127,3513,3640
018165,40,983,1023
018166,17,571,588
018167,3,196,199
018168,65,2030,2095
018169,42,1428,1470
018171,63,2961,3024
018172,3,93,96
018173,135,3180,3315
018174,13,359,372
018175,32,1182,1214
018176,313,6229,6542
018177,2350,59990,62340
018178,3,60,63
018179,32,740,772
018180,103,3168,3271
018181,63,1460,1523
018182,1283,37152,38435
018183,1,124,125
018184,33,932,965
018185,60,1614,1674
018186,22,981,1003
018187,19,458,477
018188,9,385,394
018189,72,1612,1684
018190,98,2986,3084
018191,33,798,831
018192,116,2417,2533
018193,23,1012,1035
019001,40,1093,1133
019002,159,3696,3855
019003,58,1904,1962
019004,11,581,592
019005,186,4714,4900
019006,45,1412,1457
019007,20,550,570
019009,29,1136,1165
019010,35,1178,1213
019011,14,664,678
019012,86,2079,2165
019013,24,521,545
019014,20,393,413
019015,69,2202,2271
019016,106,3586,3692
019017,64,1757,1821
019018,33,1104,1137
019019,26,503,529
019020,81,1679,1760
019021,613,14409,15022
019022,71,1508,1579
019023,17,558,575
019024,19,436,455
019025,370,8922,9292
019026,213,5370,5583
019027,10,289,299
019028,12,474,486
019029,95,2169,2264
019030,35,869,904
019031,39,1108,1147
019032,52,980,1032
019033,40,1277,1317
019034,40,1517,1557
019035,1219,32991,34210
019036,2569,68654,71223
019037,70,1659,1729
019038,20,619,639
019039,12,403,415
019040,4,296,300
019041,130,3620,3750
019043,31,1155,1186
019044,38,970,1008
019045,35,831,866
019046,75,1842,1917
019047,46,1086,1132
019048,48,1283,1331
019049,18,612,630
019050,75,1425,1500
019051,59,1635,1694
019052,96,2534,2630
019053,20,1079,1099
019054,54,1894,1948
019055,83,2690,2773
019056,66,1650,1716
019057,106,1948,2054
019058,90,2167,2257
019059,83,2371,2454
019060,25,696,721
019061,32,792,824
019062,226,5739,5965
019063,27,890,917
019064,107,2657,2764
019065,42,1289,1331
019066,139,3635,3774
019067,313,8558,8871
019068,119,3203,3322
019069,57,1457,1514
019070,12,575,587
019072,103,2407,2510
019073,41,1070,1111
019074,47,1205,1252
019075,54,1527,1581
019076,193,6108,6301
019077,57,1359,1416
019078,29,861,890
019079,68,1678,1746
019080,35,958,993
019081,137,3247,3384
019082,22,504,526
019083,59,1783,1842
019084,279,7765,8044
019085,104,2148,2252
019086,135,2986,3121
019087,36,1101,1137
019088,76,2020,2096
019089,38,1242,1280
019090,81,1813,1894
019091,10,383,393
019092,33,1283,1316
019093,9,513,522
019094,126,3362,3488
019095,136,3059,3195
019096,33,874,907
019097,273,7284,7557
019098,364,8347,8711
019099,109,2898,3007
019100,38,1457,1495
019101,21,579,600
019102,286,6569,6855
019103,53,1383,1436
019104,19,396,415
019105,17,471,488
019106,18,424,442
019107,72,1989,2061
019108,20,564,584
019109,105,2661,2766
019110,47,1585,1632
019111,105,3485,3590
019112,135,4369,4504
019113,139,3614,3753
019114,9,454,463
019115,6,332,338
019116,144,3783,3927
020001,79,2696,2775
020002,392,9617,10009
020003,225,5592,5817
020007,160,3900,4060
020008,138,4056,4194
020010,68,2116,2184
020011,138,2539,2677
020012,58,1414,1472
020013,146,3120,3266
020014,167,4352,4519
020015,618,12010,12628
020016,201,4975,5176
020017,1037,22446,23483
020018,117,3644,3761
020019,89,2449,2538
020020,36,1053,1089
020021,527,14201,14728
020022,106,3198,3304
020024,144,2856,3000
020025,65,2072,2137
020026,394,9634,10028
020027,319,8439,8758
020028,259,5703,5962
020029,41,1405,1446
020030,1674,47081,48755
020031,208,6166,6374
020032,40,745,785
020033,287,7386,7673
020034,175,3945,4120
020035,177,5150,5327
020036,204,4725,4929
020037,88,2355,2443
020038,225,6396,6621
020039,246,6675,6921
020041,66,1638,1704
020042,216,6246,6462
020043,49,1612,1661
020044,86,2250,2336
020045,543,15938,16481
020046,22,1035,1057
020047,163,5152,5315
020048,45,1163,1208
020050,73,2395,2468
020051,182,5072,5254
020052,218,6625,6843
020053,334,8391,8725
020054,139,4006,4145
020055,230,6544,6774
020056,42,1471,1513
020057,442,11388,11830
020058,39,1212,1251
020059,41,1597,1638
020060,30,1066,1096
020061,214,6981,7195
020062,57,1411,1468
020063,113,2546,2659
020064,71,1942,2013
020065,864,20042,20906
020066,786,19036,19822
020068,89,2014,2103
020070,243,6928,7171
020071,612,14064,14676
020072,198,5218,5416
020073,63,1849,1912
021001,83,1570,1653
021002,46,975,1021
021003,19,380,399
021004,721,14169,14890
021005,41,753,794
021006,152,3512,3664
021007,106,1659,1765
021008,4611,102856,107467
021009,36,630,666
021010,113,2178,2291
021011,1173,21525,22698
021012,133,2632,2765
021013,818,16126,16944
021014,10,379,389
021015,417,7696,8113
021016,144,2574,2718
021017,314,5298,5612
021018,115,2260,2375
021019,334,6723,7057
021020,89,1500,1589
021021,155,2802,2957
021022,273,4905,5178
021023,164,3269,3433
021024,86,2134,2220
021025,24,630,654
021026,64,1423,1487
021027,108,2214,2322
021028,155,3238,3393
021029,245,5214,5459
021030,192,2720,2912
021031,209,3441,3650
021032,62,964,1026
021033,140,2420,2560
021034,133,3105,3238
021035,86,1735,1821
021036,51,862,913
021037,282,5004,5286
021038,247,4834,5081
021039,138,2579,2717
