pro_com_t,<12,>=12,totale
21029,661,4823,5484
21030,420,2520,2940
21031,477,3132,3609
21032,157,854,1011
21033,357,2221,2578
21034,386,2863,3249
21035,220,1600,1820
21036,115,783,898
21037,661,4594,5255
21038,616,4410,5026
21039,357,2399,2756
21040,2173,16031,18204
21041,1631,10807,12438
21042,566,3500,4066
21043,34,308,342
21044,211,1338,1549
21045,166,1109,1275
21046,694,4513,5207
21047,459,2664,3123
21048,330,2466,2796
21049,97,738,835
21050,240,1463,1703
21051,4686,36299,40985
21052,349,2573,2922
21053,227,1480,1707
21054,303,1750,2053
21055,268,1747,2015
21056,724,5235,5959
21057,511,2790,3301
21058,229,1788,2017
21059,498,3483,3981
21060,503,3385,3888
21061,550,4299,4849
21062,468,3378,3846
21063,251,1418,1669
21064,99,647,746
21065,22,174,196
21066,243,1692,1935
21067,499,3190,3689
21068,41,506,547
21069,33,221,254
21070,613,3927,4540
21071,352,2589,2941
21072,1031,6985,8016
21073,169,1242,1411
21074,466,2684,3150
21075,170,1106,1276
21076,561,3237,3798
21077,413,2997,3410
21079,388,2752,3140
21080,477,3079,3556
21081,476,3383,3859
21082,219,1572,1791
21083,450,2768,3218
21084,148,1389,1537
21085,253,1770,2023
21086,950,6220,7170
21087,363,2589,2952
21088,168,1260,1428
21089,276,2282,2558
21091,163,1078,1241
21092,180,1669,1849
21093,801,5404,6205
21094,227,1585,1812
21095,138,1015,1153
21096,238,1563,1801
21097,590,4000,4590
21098,458,2996,3454
21099,230,1771,2001
21100,123,893,1016
21101,274,2140,2414
21102,158,902,1060
21103,124,825,949
21104,417,2487,2904
21105,154,929,1083
21106,431,2712,3143
21107,440,2649,3089
21108,802,5171,5973
21109,355,1970,2325
21110,449,2866,3315
21111,688,4122,4810
21112,148,847,995
21113,201,1386,1587
21114,210,1673,1883
21115,848,6236,7084
21116,493,2502,2995
21117,206,1186,1392
21118,108,678,786
22001,991,7746,8737
22002,179,1332,1511
22003,338,2874,3212
22005,134,999,1133
22006,1993,15830,17823
22007,464,3606,4070
22009,560,4520,5080
22011,152,1323,1475
22013,381,2383,2764
22015,53,397,450
22017,162,1364,1526
22018,34,363,397
22021,62,580,642
22022,711,6282,6993
22025,467,3564,4031
22026,23,230,253
22029,63,621,684
22032,155,1232,1387
22033,133,970,1103
22034,490,3408,3898
22035,274,1744,2018
22036,56,664,720
22037,174,1333,1507
22038,143,1324,1467
22039,202,1682,1884
22040,49,535,584
22042,100,853,953
22043,71,449,520
22045,17,205,222
22047,245,2080,2325
22048,77,1105,1182
22049,114,961,1075
22050,432,3692,4124
22051,126,1002,1128
22052,63,483,546
22053,271,2738,3009
22054,17,216,233
22058,85,625,710
22059,31,321,352
22060,23,284,307
22061,481,3553,4034
22062,789,6348,7137
22064,98,917,1015
22068,58,628,686
22071,48,379,427
22074,114,1085,1199
22078,52,524,576
22079,699,4402,5101
22081,76,836,912
22083,118,944,1062
22085,56,427,483
22087,244,2917,3161
22089,151,1172,1323
22090,27,321,348
22091,35,361,396
22092,318,2244,2562
22093,89,657,746
22095,165,1928,2093
22097,131,1047,1178
22098,360,2397,2757
22102,95,1096,1191
22103,1105,7981,9086
22104,884,7202,8086
22106,73,722,795
22108,115,752,867
22109,34,231,265
22110,236,1999,2235
22112,11,136,147
22113,72,524,596
22114,77,802,879
22115,176,1440,1616
22116,677,4878,5555
22117,868,6480,7348
22118,228,2378,2606
22120,97,1016,1113
22123,1093,8937,10030
22124,274,2563,2837
22127,256,1837,2093
22128,141,1196,1337
22129,153,949,1102
22130,78,710,788
22131,70,769,839
22133,10,161,171
22134,77,760,837
22135,123,871,994
22136,169,1664,1833
22137,86,701,787
22138,43,346,389
22139,2537,19123,21660
22142,54,593,647
22143,275,2794,3069
22144,288,2144,2432
22147,396,4114,4510
22150,116,1222,1338
22153,1989,15913,17902
22155,130,1260,1390
22156,333,2543,2876
22157,57,420,477
22159,49,390,439
22160,171,1470,1641
22161,4380,35725,40105
22162,25,394,419
22163,86,725,811
22164,17,161,178
22165,49,506,555
22167,499,3459,3958
22168,122,987,1109
22169,106,796,902
22170,90,705,795
22171,152,1228,1380
22172,114,1302,1416
22173,42,325,367
22176,65,630,695
22177,60,730,790
22179,122,1126,1248
22180,144,1109,1253
22181,74,630,704
22182,137,1040,1177
22183,504,4052,4556
22184,62,542,604
22188,187,1728,1915
22189,59,535,594
22190,93,970,1063
22191,247,1761,2008
22193,40,664,704
22195,83,579,662
22196,329,2600,2929
22199,459,3202,3661
22200,139,1188,1327
22202,46,638,684
22203,179,1300,1479
22205,12579,107912,120491
22209,29,434,463
22210,121,1256,1377
22213,179,1637,1816
22216,31,152,183
22222,448,3360,3808
22224,302,2729,3031
22226,183,1591,1774
22228,347,2541,2888
22229,520,4777,5297
22230,847,5980,6827
22231,158,1419,1577
22232,97,1067,1164
22233,204,1867,2071
22234,149,1279,1428
22235,163,1458,1621
22236,596,4541,5137
22237,79,469,548
22238,209,1772,1981
22239,75,640,715
22240,306,2983,3289
22241,269,2014,2283
22242,133,1265,1398
22243,336,2576,2912
22244,206,1562,1768
22245,503,4741,5244
22246,338,2572,2910
22247,156,1240,1396
22248,575,4598,5173
22249,432,4322,4754
22250,432,3158,3590
22251,349,2711,3060
22252,293,2205,2498
22253,384,3221,3605
22254,286,2300,2586
23001,249,2111,2360
23002,533,4676,5209
23003,282,2100,2382
23004,756,5530,6286
23005,313,2267,2580
23006,667,6519,7186
23007,388,2831,3219
23008,193,1559,1752
23009,220,1741,1961
23010,123,1239,1362
23011,369,3169,3538
23012,1781,14226,16007
23013,121,1202,1323
23014,220,2247,2467
23015,2289,18309,20598
23016,782,6174,6956
23017,923,6885,7808
23018,844,7662,8506
23019,512,5001,5513
23020,330,3300,3630
23021,1294,10636,11930
23022,1514,11729,13243
23023,715,5286,6001
23024,151,1357,1508
23025,1709,14931,16640
23026,263,2297,2560
23027,929,7494,8423
23028,1042,7612,8654
23029,136,946,1082
23030,400,3449,3849
23031,275,2179,2454
23032,248,1652,1900
23033,71,692,763
23034,6,246,252
23035,394,3697,4091
23036,421,3711,4132
23037,531,4706,5237
23038,1142,9582,10724
23039,547,4583,5130
23040,1201,10262,11463
23041,386,2819,3205
23042,982,7579,8561
23043,628,6314,6942
23044,2407,22799,25206
23045,344,3272,3616
23046,306,2818,3124
23047,292,2272,2564
23048,450,4069,4519
23049,462,3791,4253
23050,1178,7753,8931
23051,1067,6862,7929
23052,1533,15136,16669
23053,888,7443,8331
23054,461,3332,3793
23055,1306,8864,10170
23056,119,1096,1215
23057,347,2771,3118
23058,1989,15272,17261
23059,1139,9717,10856
23060,776,6515,7291
23061,277,2225,2502
23062,215,1971,2186
23063,438,3315,3753
23064,622,5276,5898
23065,287,2277,2564
23066,200,1388,1588
23067,225,1860,2085
23068,425,3324,3749
23069,2467,18213,20680
23070,535,4354,4889
23071,2744,22300,25044
23072,451,3618,4069
23073,1977,13821,15798
23074,67,509,576
23075,346,2667,3013
23076,1161,11552,12713
23077,1358,10641,11999
23078,275,2267,2542
23079,129,1317,1446
23080,76,814,890
23081,794,6288,7082
23082,1537,13099,14636
23083,1891,15707,17598
23084,288,2650,2938
23085,233,1894,2127
23086,266,2739,3005
23087,570,4325,4895
23088,357,2364,2721
23089,1953,13664,15617
23090,80,687,767
23091,24376,233462,257838
23092,730,4357,5087
23093,265,2277,2542
23094,1287,8910,10197
23095,639,5120,5759
23096,3514,29877,33391
23097,1742,13333,15075
23098,562,4237,4799
24001,168,1230,1398
24002,184,1791,1975
24003,167,1413,1580
24004,1260,10550,11810
24005,246,1898,2144
24006,734,6974,7708
24007,275,2775,3050
24008,2651,22415,25066
24009,585,5786,6371
24010,97,768,865
24012,3999,38169,42168
24013,676,5708,6384
24014,867,7592,8459
24015,655,5887,6542
24016,347,2854,3201
24017,483,3515,3998
24018,1112,10168,11280
24019,275,2254,2529
24020,129,1173,1302
24021,1381,9784,11165
24022,158,1511,1669
24024,345,3190,3535
24025,353,3372,3725
24026,1706,13226,14932
24027,275,2578,2853
24028,652,5441,6093
24029,1359,11143,12502
24030,226,2280,2506
24032,259,2882,3141
24034,1207,10559,11766
24035,897,6762,7659
24036,1138,10122,11260
24037,133,1144,1277
24038,1397,12452,13849
24039,102,1459,1561
24040,352,3272,3624
24041,62,603,665
24042,178,2186,2364
24043,408,2955,3363
24044,93,745,838
24046,460,3789,4249
24047,425,3320,3745
24048,1118,9079,10197
24049,13,114,127
24050,9,175,184
24051,511,5037,5548
24052,1778,13847,15625
24053,308,3302,3610
24055,1635,13014,14649
24056,951,8470,9421
24057,1375,12753,14128
24060,701,5671,6372
24061,2326,20476,22802
24062,496,4437,4933
24063,298,2486,2784
24064,352,3027,3379
24065,193,1615,1808
24066,296,2577,2873
24067,820,7986,8806
24068,315,2727,3042
24070,804,6787,7591
24071,340,2736,3076
24072,182,1052,1234
24073,401,4497,4898
24074,886,8053,8939
24075,267,2760,3027
24076,54,651,705
24077,225,1944,2169
24078,840,7336,8176
24079,423,3854,4277
24080,33,527,560
24081,287,2806,3093
24082,266,2534,2800
24083,614,5194,5808
24084,477,5697,6174
24085,414,3824,4238
24086,1422,12792,14214
24087,1689,12877,14566
24088,954,7204,8158
24089,75,577,652
24090,102,923,1025
24091,836,7359,8195
24094,199,1366,1565
24095,511,5064,5575
24096,333,3285,3618
24097,564,4759,5323
24098,877,5775,6652
24099,258,2363,2621
24100,3814,34961,38775
24101,175,1631,1806
24102,425,3757,4182
24103,847,6624,7471
24104,1533,11193,12726
24105,2646,21056,23702
24106,44,468,512
24107,514,5327,5841
24108,1196,10482,11678
24110,919,7731,8650
24111,2306,23013,25319
24112,110,1111,1221
24113,256,2774,3030
24115,193,2045,2238
24116,10120,99170,109290
24117,186,1737,1923
24118,655,5446,6101
24119,695,5928,6623
24120,143,1197,1340
24121,82,712,794
24122,702,6131,6833
24123,317,2715,3032
24124,645,5638,6283
24125,427,4537,4964
24126,562,5424,5986
24127,370,4301,4671
25001,357,3714,4071
25002,267,2414,2681
25003,109,1042,1151
25004,156,2046,2202
25005,234,2931,3165
25006,3050,32455,35505
25007,71,772,843
25008,157,1758,1915
25010,90,1149,1239
25011,338,3544,3882
25012,94,1186,1280
25013,24,341,365
25014,24,333,357
25015,178,1908,2086
25016,396,5252,5648
25017,38,408,446
25018,173,2067,2240
25019,138,1693,1831
25021,1845,18492,20337
25022,267,2826,3093
25023,84,1005,1089
25025,25,520,545
25026,201,2514,2715
25027,80,995,1075
25029,577,4754,5331
25030,125,1168,1293
25032,54,506,560
25033,86,1199,1285
25035,18,246,264
25036,364,3986,4350
25037,35,332,367
25039,304,3418,3722
25040,729,7230,7959
25043,50,566,616
25044,88,1096,1184
25045,120,1477,1597
25046,33,344,377
25047,138,1442,1580
25048,609,6055,6664
25049,44,578,622
25050,193,2226,2419
25051,206,1753,1959
25053,1088,9129,10217
25054,38,451,489
25055,210,2206,2416
25056,276,2798,3074
25057,16,347,363
25058,97,1229,1326
25059,171,1557,1728
25060,87,1211,1298
25062,43,429,472
25063,143,1711,1854
25065,103,1265,1368
25066,73,752,825
25067,55,776,831
25069,6,187,193
25070,302,2777,3079
25071,364,4775,5139
25072,576,6151,6727
25073,190,2693,2883
25074,1226,12181,13407
26001,855,6101,6956
26002,528,3972,4500
26003,987,7990,8977
26004,645,5245,5890
26005,801,6889,7690
26006,865,6951,7816
26007,453,4236,4689
26008,1182,10102,11284
26009,1472,11440,12912
26010,1184,10090,11274
26011,287,2002,2289
26012,3227,30246,33473
26013,847,6279,7126
26014,288,2554,2842
26015,504,3325,3829
26016,394,3170,3564
26017,358,2981,3339
26018,246,2354,2600
26019,576,4702,5278
26020,502,4563,5065
26021,3109,31572,34681
26022,626,6257,6883
26023,681,5544,6225
26025,708,5361,6069
26026,952,7558,8510
26027,325,3258,3583
26028,583,5070,5653
26029,716,5237,5953
26030,248,2568,2816
26031,552,5331,5883
26032,588,4575,5163
26033,580,5367,5947
26034,411,3654,4065
26035,1055,8074,9129
26036,1152,8020,9172
26037,621,4262,4883
26038,1035,8540,9575
26039,584,4526,5110
26040,965,8232,9197
26041,325,2577,2902
26042,272,2845,3117
26043,2501,25074,27575
26044,529,3907,4436
26045,107,1208,1315
26046,3283,28095,31378
26047,541,3890,4431
26048,322,2453,2775
26049,1077,9618,10695
26050,581,5951,6532
26051,2075,18091,20166
26052,493,3924,4417
26053,373,3474,3847
26055,2409,19285,21694
26056,737,6552,7289
26057,1265,10538,11803
26058,938,7341,8279
26059,1476,11504,12980
26060,74,663,737
26061,224,1958,2182
26062,600,4485,5085
26063,1603,15410,17013
26064,1034,8868,9902
26065,153,1567,1720
26066,1138,8124,9262
26067,189,1907,2096
26068,1213,9655,10868
26069,1510,13156,14666
26070,724,5875,6599
26071,1297,11459,12756
26072,737,6150,6887
26073,424,4712,5136
26074,503,4367,4870
26075,1024,8001,9025
26076,991,8896,9887
26077,905,6355,7260
26078,240,2742,2982
26079,171,1670,1841
26080,687,5462,6149
26081,940,9134,10074
26082,1369,10804,12173
26083,1177,10488,11665
26084,370,3876,4246
26085,1236,9477,10713
26086,7812,77118,84930
26087,998,9163,10161
26088,691,6141,6832
26089,1909,14573,16482
26090,391,3260,3651
26091,1488,16050,17538
26092,2345,25009,27354
26093,1111,9049,10160
26094,163,1532,1695
26095,1431,10005,11436
26096,697,5819,6516
27001,397,3393,3790
27002,726,6445,7171
27003,1150,9567,10717
27004,1362,11796,13158
27005,933,10450,11383
27006,972,12167,13139
27007,637,5466,6103
27008,3951,44179,48130
27009,292,2869,3161
27010,221,2663,2884
27011,930,9322,10252
27012,1416,13630,15046
27013,1071,11073,12144
27014,972,7434,8406
27015,428,3738,4166
27016,537,5296,5833
27017,782,6241,7023
27018,263,2513,2776
27019,2289,23856,26145
27020,1940,15493,17433
27021,2062,19339,21401
27022,586,5671,6257
27023,3411,34563,37974
27024,2443,24842,27285
27025,1143,10153,11296
27026,1558,14595,16153
27027,774,6216,6990
27028,1332,10953,12285
27029,2117,22348,24465
27030,540,4133,4673
27031,817,7186,8003
27032,1221,11671,12892
27033,4103,38028,42131
27034,900,10850,11750
27035,1868,15736,17604
27036,1297,11508,12805
27037,1936,17066,19002
27038,2668,24778,27446
27039,690,6899,7589
27040,225,2025,2250
27041,512,4292,4804
27042,21927,233682,255609
27043,1014,8959,9973
27044,1193,12252,13445
28001,1770,18098,19868
28002,308,2902,3210
28003,3099,22832,25931
28004,319,3893,4212
28005,168,1655,1823
28006,193,1930,2123
28007,516,4308,4824
28008,286,3075,3361
28009,254,2849,3103
28010,41,577,618
28011,311,3519,3830
28012,196,2213,2409
28013,1024,7860,8884
28014,348,3128,3476
28015,748,6367,7115
28016,1558,14484,16042
28017,1736,13028,14764
28018,258,2330,2588
28019,1299,10520,11819
28020,594,5034,5628
28021,199,2058,2257
28022,121,1388,1509
28023,796,6652,7448
28026,434,4136,4570
28027,529,4175,4704
28028,439,4935,5374
28029,123,1321,1444
28030,562,5117,5679
28031,172,1789,1961
28032,2006,18012,20018
28033,659,5741,6400
28034,972,8986,9958
28035,411,4677,5088
28036,726,6411,7137
28037,1276,14731,16007
28038,867,7076,7943
28039,721,6359,7080
28040,370,3979,4349
28041,513,3754,4267
28042,530,3989,4519
28043,219,1757,1976
28044,1043,8186,9229
28045,771,7099,7870
28046,988,6615,7603
28047,245,2755,3000
28048,906,8295,9201
28049,187,1550,1737
28050,741,5326,6067
28052,150,1667,1817
28053,177,2354,2531
28054,1360,10061,11421
28055,1494,15869,17363
28056,791,8088,8879
28057,978,10445,11423
28058,1209,10293,11502
28059,510,5080,5590
28060,18470,189836,208306
28061,364,3411,3775
28062,94,1147,1241
28063,1105,9939,11044
28064,1077,8356,9433
28065,2028,17857,19885
28066,409,2977,3386
28067,232,2148,2380
28068,343,3343,3686
28069,1192,12271,13463
28070,292,3220,3512
28071,590,4289,4879
28072,1787,14806,16593
28073,492,4422,4914
28075,1181,8932,10113
28076,775,5594,6369
28077,1478,11616,13094
28078,410,3928,4338
28079,322,2726,3048
28080,785,6353,7138
28082,702,6555,7257
28083,301,2249,2550
28084,153,1778,1931
28085,1088,9359,10447
28086,2211,20750,22961
28087,603,6222,6825
28088,373,3720,4093
28089,795,8180,8975
28090,285,2415,2700
28091,877,7423,8300
28092,536,5630,6166
28093,1423,11460,12883
28094,394,3882,4276
28095,197,1873,2070
28096,587,4157,4744
28097,173,1582,1755
28098,90,818,908
28099,1202,11858,13060
28100,2372,20568,22940
28101,608,4860,5468
28102,162,1963,2125
28103,1174,9360,10534
28104,712,5473,6185
28105,307,2970,3277
28106,827,8116,8943
28107,714,6287,7001
29001,1511,17350,18861
29002,282,3865,4147
29003,215,2425,2640
29004,866,9129,9995
29005,105,1095,1200
29006,209,2254,2463
29007,135,1312,1447
29008,55,626,681
29009,198,2426,2624
29010,84,785,869
29011,154,1348,1502
29012,380,3592,3972
29013,267,2361,2628
29014,135,1436,1571
29015,274,3193,3467
29017,184,2031,2215
29018,210,2247,2457
29019,125,1622,1747
29021,122,2055,2177
29022,317,3568,3885
29023,102,1274,1376
29024,205,2322,2527
29025,82,908,990
29026,100,1369,1469
29027,175,1880,2055
29028,92,1012,1104
29029,1019,10465,11484
29030,231,3068,3299
29031,287,3078,3365
29032,126,1583,1709
29033,1165,10784,11949
29034,80,1333,1413
29035,110,1406,1516
29036,86,1014,1100
29037,288,3437,3725
29038,261,1936,2197
29039,704,8580,9284
29040,509,5748,6257
29041,4094,45750,49844
29042,88,996,1084
29043,96,964,1060
29044,323,3462,3785
29045,289,2883,3172
29046,673,7326,7999
29047,199,2384,2583
29048,376,4492,4868
29049,106,1032,1138
29050,161,1800,1961
29051,81,771,852
29052,1109,12830,13939
30001,167,2014,2181
30002,84,763,847
30003,61,881,942
30004,226,2973,3199
30005,151,1894,2045
30006,223,2582,2805
30007,123,1581,1704
30008,304,3176,3480
30009,559,4691,5250
30010,211,2159,2370
30011,158,1646,1804
30012,40,671,711
30013,519,5885,6404
30014,319,3571,3890
30015,140,1443,1583
30016,789,6972,7761
30018,218,2540,2758
30019,260,2614,2874
30020,329,3379,3708
30021,84,874,958
30022,53,599,652
30023,1253,12270,13523
30024,69,598,667
30025,30,584,614
30026,894,10097,10991
30027,1691,14378,16069
30028,221,1989,2210
30029,26,427,453
30030,269,2871,3140
30031,170,1921,2091
30032,188,2111,2299
30033,10,146,156
30034,1,99,100
30035,89,1211,1300
30036,224,2599,2823
30037,498,5570,6068
30039,89,1003,1092
30040,33,501,534
30041,53,855,908
30042,39,512,551
30043,943,9791,10734
30044,379,4243,4622
30045,12,295,307
30046,1201,12078,13279
30047,50,630,680
30048,292,3390,3682
30049,571,6194,6765
30051,25,576,601
30052,222,2085,2307
30053,519,5327,5846
30054,97,815,912
30055,502,5697,6199
30056,119,1618,1737
30057,708,6188,6896
30058,221,2325,2546
30059,119,1529,1648
30060,152,1482,1634
30061,33,463,496
30062,431,4371,4802
30063,232,2227,2459
30064,182,2215,2397
30065,214,2382,2596
30066,238,2591,2829
30067,100,1704,1804
30068,508,4628,5136
30069,208,2661,2869
30070,519,4793,5312
30071,158,1870,2028
30072,813,8489,9302
30073,187,2224,2411
30074,471,5060,5531
30075,177,2234,2411
30076,98,1249,1347
30077,182,2317,2499
30078,489,4924,5413
30079,676,6236,6912
30080,377,3188,3565
30081,76,798,874
30082,104,1333,1437
30083,339,3690,4029
30084,23,240,263
30085,47,686,733
30086,64,785,849
30087,213,2606,2819
30088,26,471,497
30089,27,421,448
30090,404,4415,4819
30091,661,5486,6147
30092,55,881,936
30093,23,252,275
30094,16,369,385
30095,179,2193,2372
30097,162,1819,1981
30098,241,2595,2836
30099,658,7331,7989
30100,669,6706,7375
30101,562,5468,6030
30102,72,978,1050
30103,166,1940,2106
30104,203,2109,2312
30105,85,1135,1220
30106,186,1517,1703
30107,38,356,394
30108,12,339,351
30109,370,3343,3713
30110,63,802,865
30111,13,303,316
30112,120,1120,1240
30113,23,528,551
30114,324,3571,3895
30116,786,8091,8877
30117,281,3832,4113
30118,1465,13353,14818
30120,269,2508,2777
30121,818,9233,10051
30122,158,1906,2064
30123,189,2497,2686
30124,181,1954,2135
30126,133,1557,1690
30127,711,6850,7561
30128,142,1458,1600
30129,8923,90813,99736
30130,196,2479,2675
30131,124,1817,1941
30132,56,784,840
30133,182,2006,2188
30135,93,721,814
30136,40,521,561
30137,121,1601,1722
30138,76,1069,1145
30188,522,5671,6193
30189,128,1189,1317
30190,589,5777,6366
30191,57,650,707
31001,143,1484,1627
31002,582,6518,7100
31003,92,1260,1352
31004,19,304,323
31005,125,1530,1655
31006,260,2686,2946
31007,2884,30595,33479
31008,539,5807,6346
31009,520,7451,7971
31010,110,1363,1473
31011,95,869,964
31012,3068,25025,28093
31013,59,636,695
31014,134,1395,1529
31015,316,3347,3663
31016,1038,10717,11755
31017,148,1992,2140
31018,542,5538,6080
31019,60,686,746
31020,121,1391,1512
31021,197,1797,1994
31022,137,1518,1655
31023,710,6568,7278
31024,215,2590,2805
31025,135,1493,1628
32001,588,7650,8238
32002,77,781,858
32003,1001,11898,12899
32004,502,5209,5711
32005,171,1820,1991
32006,16792,182981,199773
33001,176,1802,1978
33002,479,4161,4640
33003,85,858,943
33004,167,2463,2630
33005,224,3314,3538
33006,845,7158,8003
33007,614,5278,5892
33008,220,2192,2412
33010,498,4235,4733
33011,776,6769,7545
33012,385,4198,4583
33013,1479,12230,13709
33014,488,4763,5251
33015,4,115,119
33016,41,816,857
33017,22,532,554
33018,493,4106,4599
33019,37,1052,1089
33020,46,1104,1150
33021,1478,13301,14779
33022,156,1971,2127
33023,576,5109,5685
33024,521,3980,4501
33025,142,2028,2170
33026,313,3558,3871
33027,498,4620,5118
33028,42,885,927
33030,9,463,472
33032,10667,92627,103294
33033,179,1990,2169
33034,34,558,592
33035,924,8117,9041
33036,362,4255,4617
33037,715,5790,6505
33038,667,6324,6991
33039,1398,10774,12172
33040,533,5079,5612
33041,54,753,807
33042,332,2574,2906
33043,139,1989,2128
33044,134,1881,2015
33045,412,3797,4209
33046,128,1547,1675
33047,1,68,69
33048,187,2259,2446
33049,179,2773,2952
34001,168,1939,2107
34002,121,1956,2077
34003,233,2981,3214
34004,139,1876,2015
34005,18,665,683
34006,552,6231,6783
34007,725,6127,6852
34008,213,1847,2060
34009,1657,12934,14591
34010,1040,7997,9037
34011,93,986,1079
34012,120,1656,1776
34013,962,8209,9171
34014,3034,23859,26893
34015,739,6270,7009
34016,596,4947,5543
34017,618,5281,5899
34018,1227,9370,10597
34019,568,4480,5048
34020,1184,9645,10829
34022,34,807,841
34023,1172,9926,11098
34024,331,3161,3492
34025,1472,11604,13076
34026,65,1005,1070
34027,20492,179726,200218
34028,74,892,966
34030,276,2591,2867
34031,602,5129,5731
34032,1867,17650,19517
34033,674,5092,5766
34035,155,1569,1724
34036,499,4292,4791
34038,95,1079,1174
34039,211,1918,2129
34040,26,869,895
34041,888,6782,7670
34042,991,8610,9601
34044,20,491,511
34045,270,2357,2627
34046,84,1080,1164
34049,820,6903,7723
34050,275,2855,3130
34051,1290,11270,12560
35001,832,7941,8773
35002,1112,8525,9637
35003,293,2919,3212
35004,1093,9011,10104
35005,588,4628,5216
35006,680,5002,5682
35008,1260,9438,10698
35009,607,4964,5571
35010,671,4639,5310
35011,329,3579,3908
35012,2176,16748,18924
35013,394,4098,4492
35014,1691,13625,15316
35015,882,7524,8406
35016,1013,9371,10384
35017,1058,8748,9806
35018,367,3323,3690
35020,2895,22138,25033
35021,812,5829,6641
35022,588,5118,5706
35023,604,5682,6286
35024,1546,13236,14782
35026,827,7750,8577
35027,1134,9318,10452
35028,1427,11906,13333
35029,764,6264,7028
35030,1315,11844,13159
35032,1000,8051,9051
35033,18306,151497,169803
35034,643,5337,5980
35035,484,3533,4017
35036,1619,13225,14844
35037,909,7254,8163
35038,702,5509,6211
35039,1228,9872,11100
35040,2807,22958,25765
35041,394,3789,4183
35042,155,1653,1808
35043,439,3906,4345
35044,309,3012,3321
35045,267,3328,3595
35046,274,3763,4037
36001,457,3699,4156
36002,1174,8853,10027
36003,906,7669,8575
36004,377,2819,3196
36005,7452,65117,72569
36006,3703,29060,32763
36007,1693,13353,15046
36008,1264,9945,11209
36009,681,6322,7003
36010,746,7384,8130
36011,230,2740,2970
36012,1571,13491,15062
36013,1875,15106,16981
36014,97,1096,1193
36015,3767,30580,34347
36016,119,1702,1821
36017,372,3641,4013
36018,204,2457,2661
36019,1866,15493,17359
36020,653,4645,5298
36021,660,5657,6317
36022,2435,21644,24079
36023,19305,168672,187977
36024,81,830,911
36025,164,1948,2112
36026,269,2967,3236
36027,1716,14261,15977
36028,891,8989,9880
36029,138,1943,2081
36030,1900,16124,18024
36031,192,2080,2272
36032,127,1462,1589
36033,355,3381,3736
36034,694,5500,6194
36035,51,624,675
36036,715,5802,6517
36037,1143,9597,10740
36038,300,3125,3425
36039,688,5295,5983
36040,4119,36100,40219
36041,964,8302,9266
36042,794,7642,8436
36043,156,2285,2441
36044,1505,13863,15368
36045,1471,11266,12737
36046,3030,22489,25519
36047,440,4142,4582
37001,1314,11033,12347
37002,899,8825,9724
37003,757,6372,7129
37005,620,5113,5733
37006,36775,357688,394463
37007,332,2904,3236
37008,1897,16209,18106
37009,1318,12086,13404
37010,114,1717,1831
37011,3484,32472,35956
37012,324,3054,3378
37013,109,1759,1868
37014,93,1092,1185
37015,250,3099,3349
37016,528,3985,4513
37017,700,5876,6576
37019,1869,16660,18529
37020,1958,18810,20768
37021,1734,14067,15801
37022,407,5055,5462
37024,1520,12173,13693
37025,676,5919,6595
37026,196,1764,1960
37027,444,4345,4789
37028,585,4940,5525
37030,1358,11064,12422
37031,344,3543,3887
37032,7018,63374,70392
37033,164,2020,2184
37034,397,3960,4357
37035,916,8178,9094
37036,615,6151,6766
37037,1779,14725,16504
37038,894,8115,9009
37039,1651,14059,15710
37040,287,3435,3722
37041,563,5619,6182
37042,879,9857,10736
37044,568,5790,6358
37045,495,4154,4649
37046,1483,12561,14044
37047,1585,15918,17503
37048,737,6345,7082
37050,930,7548,8478
37051,332,3924,4256
37052,1008,8139,9147
37053,2893,25109,28002
37054,3069,29547,32616
37055,1421,11287,12708
37056,819,6597,7416
37057,1331,13460,14791
37059,760,6924,7684
37060,1941,17212,19153
37061,3472,28362,31834
37062,619,6314,6933
38001,1818,18962,20780
38003,1171,12808,13979
38004,3782,31514,35296
38005,768,10630,11398
38006,1506,20203,21709
38007,983,14767,15750
38008,10564,121724,132288
38010,176,2505,2681
38011,397,4322,4719
38012,200,2105,2305
38014,477,6136,6613
38017,358,5354,5712
38018,1019,8663,9682
38019,992,10438,11430
38022,737,6871,7608
38023,278,3355,3633
38025,302,3307,3609
38027,543,7903,8446
38028,979,8805,9784
38029,492,7142,7634
38030,541,6370,6911
39001,1012,10555,11567
39002,1499,15003,16502
39003,295,2123,2418
39004,624,6613,7237
39005,207,2297,2504
39006,1015,8504,9519
39007,2288,26233,28521
39008,1062,8581,9643
39009,757,6566,7323
39010,6029,52306,58335
39011,795,7322,8117
39012,2943,28785,31728
39013,1188,9190,10378
39014,14293,143129,157422
39015,564,5070,5634
39016,1207,10869,12076
39017,323,2582,2905
39018,444,4036,4480
40001,467,5203,5670
40003,1181,9810,10991
40004,322,2564,2886
40005,591,5668,6259
40007,9030,88224,97254
40008,2466,23618,26084
40009,396,3271,3667
40011,138,1441,1579
40012,11478,106001,117479
40013,1394,11762,13156
40014,267,2111,2378
40015,1145,9529,10674
40016,1124,8246,9370
40018,832,6373,7205
40019,1050,8853,9903
40020,729,6131,6860
40022,374,3986,4360
40028,147,1574,1721
40031,66,679,745
40032,563,5572,6135
40033,33,684,717
40036,117,1646,1763
40037,341,3049,3390
40041,1355,10723,12078
