pro_com_t,<12,>=12,totale
12025,275,2811,3086
12026,8363,74758,83121
12027,276,1877,2153
12029,772,6894,7666
12030,484,4225,4709
12031,267,2310,2577
12032,1542,12901,14443
12033,730,5887,6617
12034,2304,15636,17940
12035,448,4324,4772
12036,287,2421,2708
12037,149,1195,1344
12038,291,3328,3619
12039,579,5053,5632
12040,2174,18956,21130
12041,81,565,646
12042,1334,12983,14317
12043,65,481,546
12044,113,1186,1299
12045,148,1752,1900
12046,751,6877,7628
12047,447,4584,5031
12048,660,5045,5705
12049,89,705,794
12050,1152,9041,10193
12051,368,3429,3797
12052,167,1732,1899
12053,450,4193,4643
12054,114,1101,1215
12055,327,2567,2894
12056,86,698,784
12057,55,541,596
12058,432,3128,3560
12059,344,2676,3020
12060,310,2633,2943
12061,14,141,155
12062,339,2933,3272
12063,137,1496,1633
12064,297,2761,3058
12065,148,1321,1469
12066,8,127,135
12067,1446,10855,12301
12068,676,6005,6681
12069,86,597,683
12070,5866,48094,53960
12071,100,882,982
12072,871,8208,9079
12073,455,4071,4526
12074,305,2596,2901
12075,1267,9528,10795
12076,382,3460,3842
12077,236,2390,2626
12078,447,4500,4947
12079,775,7342,8117
12080,207,1960,2167
12081,135,1097,1232
12082,107,955,1062
12083,999,9255,10254
12084,592,4709,5301
12085,553,4632,5185
12086,607,5224,5831
12087,614,7791,8405
12088,350,3330,3680
12089,578,4451,5029
12090,1156,10220,11376
12091,140,1092,1232
12092,1391,12857,14248
12093,122,1178,1300
12095,125,1110,1235
12096,1703,14672,16375
12097,401,3044,3445
12098,954,7053,8007
12099,22,285,307
12100,31,269,300
12101,177,1609,1786
12102,211,1396,1607
12103,168,1315,1483
12104,210,1728,1938
12105,408,3838,4246
12106,525,4416,4941
12107,457,3820,4277
12108,1366,11182,12548
12109,903,6953,7856
12110,76,739,815
12113,264,2562,2826
12114,193,2094,2287
12115,99,799,898
12116,120,1162,1282
12117,324,2697,3021
12118,1568,14467,16035
12119,3853,34623,38476
12120,1124,10036,11160
12121,423,3581,4004
12122,517,4833,5350
12123,1860,15607,17467
12124,573,5483,6056
12125,382,3215,3597
12126,238,2288,2526
12127,1996,16639,18635
12128,426,3573,3999
12129,11,195,206
12130,1143,9499,10642
12131,174,1409,1583
12132,230,2220,2450
12133,7159,72880,80039
12134,761,6531,7292
12136,559,5414,5973
12137,776,6506,7282
12138,856,7793,8649
12139,480,4586,5066
12140,53,513,566
12141,166,1312,1478
12142,190,2260,2450
12143,327,2302,2629
13003,614,5748,6362
13004,401,3729,4130
13005,280,2403,2683
13006,126,1141,1267
13007,479,4315,4794
13009,186,1610,1796
13010,718,6889,7607
13011,67,614,681
13012,577,4507,5084
13013,379,3188,3567
13015,56,508,564
13021,27,288,315
13022,355,2414,2769
13023,492,4265,4757
13024,210,1492,1702
13025,28,259,287
13026,89,1064,1153
13028,737,5709,6446
13029,253,1931,2184
13030,18,314,332
13032,136,1505,1641
13034,448,3535,3983
13035,738,6666,7404
13036,869,7092,7961
13037,47,446,493
13040,157,1712,1869
13041,4094,35419,39513
13042,489,4672,5161
13043,535,4916,5451
13044,73,1049,1122
13045,248,2659,2907
13046,432,3973,4405
13047,373,2729,3102
13048,699,5911,6610
13052,160,1489,1649
13053,524,4478,5002
13055,416,2922,3338
13058,105,1145,1250
13059,98,807,905
13062,15,166,181
13063,35,505,540
13064,908,8265,9173
13065,504,5981,6485
13068,184,1875,2059
13071,56,498,554
13074,34,428,462
13075,7717,77091,84808
13077,92,715,807
13083,60,616,676
13084,337,3130,3467
13085,9,195,204
13087,43,551,594
13089,129,1332,1461
13090,293,2951,3244
13092,16,207,223
13095,1488,14466,15954
13097,244,2356,2600
13098,92,1077,1169
13099,596,4126,4722
13100,347,2830,3177
13101,479,4548,5027
13102,1111,8686,9797
13106,34,655,689
13107,127,923,1050
13110,280,2502,2782
13111,124,1173,1297
13113,32,559,591
13114,625,5085,5710
13118,957,8149,9106
13119,68,812,880
13120,57,471,528
13121,289,2217,2506
13123,51,408,459
13126,212,1791,2003
13128,527,3316,3843
13129,582,5360,5942
13130,8,154,162
13131,476,3733,4209
13133,1183,8718,9901
13134,232,1687,1919
13135,281,2440,2721
13136,567,4720,5287
13137,296,2255,2551
13138,961,8718,9679
13139,65,585,650
13143,2702,22126,24828
13144,294,2876,3170
13145,280,2805,3085
13147,412,3634,4046
13152,113,1455,1568
13153,289,2065,2354
13154,644,4651,5295
13155,8,216,224
13157,226,2244,2470
13159,982,7670,8652
13160,80,866,946
13161,99,1078,1177
13163,288,2575,2863
13165,1237,10426,11663
13169,254,2115,2369
13170,254,2415,2669
13178,21,161,182
13183,94,940,1034
13184,10,234,244
13185,67,764,831
13186,53,627,680
13187,9,222,231
13188,443,3850,4293
13189,528,4234,4762
13192,89,819,908
13193,142,1223,1365
13195,33,270,303
13197,148,1122,1270
13199,180,1462,1642
13201,890,7042,7932
13202,732,5464,6196
13203,33,452,485
13204,89,865,954
13206,758,7056,7814
13207,20,255,275
13211,71,805,876
13212,321,2798,3119
13216,132,1057,1189
13217,36,598,634
13218,53,557,610
13222,569,5124,5693
13223,87,1044,1131
13226,29,206,235
13227,1058,8321,9379
13228,536,4369,4905
13229,270,2333,2603
13232,237,2374,2611
13233,25,133,158
13234,123,1337,1460
13236,7,193,200
13238,369,2691,3060
13239,63,683,746
13242,452,3677,4129
13245,841,7037,7878
13246,20,170,190
13248,125,1591,1716
13249,347,3748,4095
13250,331,3285,3616
13251,565,4816,5381
13252,453,4565,5018
13253,261,2717,2978
13254,365,3147,3512
13255,500,4174,4674
14001,10,276,286
14002,261,2776,3037
14003,72,511,583
14004,127,1355,1482
14005,320,2904,3224
14006,4,113,117
14007,352,3695,4047
14008,142,1136,1278
14009,404,3687,4091
14010,193,1784,1977
14011,96,961,1057
14012,83,834,917
14013,95,1267,1362
14014,40,559,599
14015,146,1409,1555
14016,27,405,432
14017,85,705,790
14018,650,6557,7207
14019,184,2195,2379
14020,237,2213,2450
14021,34,302,336
14022,98,1029,1127
14023,114,1239,1353
14024,519,4901,5420
14025,55,416,471
14026,385,2911,3296
14027,420,3265,3685
14028,50,482,532
14029,66,702,768
14030,43,506,549
14031,6,152,158
14032,243,1702,1945
14033,423,4004,4427
14034,152,1492,1644
14035,59,477,536
14036,104,1179,1283
14037,1046,5745,6791
14038,71,559,630
14039,80,663,743
14040,106,916,1022
14041,87,852,939
14043,207,1631,1838
14044,261,2706,2967
14045,1188,11154,12342
14046,198,1681,1879
14047,3,32,35
14048,183,1245,1428
14049,194,1896,2090
14050,192,1722,1914
14051,189,1658,1847
14052,209,2034,2243
14053,59,575,634
14054,326,2619,2945
14055,21,269,290
14056,71,469,540
14057,302,2553,2855
14058,27,334,361
14059,61,430,491
14060,327,3669,3996
14061,1905,19378,21283
14062,8,71,79
14063,460,4150,4610
14064,11,186,197
14065,396,4034,4430
14066,814,8024,8838
14067,63,692,755
14068,69,574,643
14069,359,2476,2835
14070,188,1825,2013
14071,524,3636,4160
14072,403,3224,3627
14073,227,2286,2513
14074,59,814,873
14075,100,962,1062
14076,21,189,210
14077,107,848,955
14078,286,2645,2931
15002,3431,29042,32473
15005,427,4242,4669
15007,731,5927,6658
15009,1920,17281,19201
15010,1419,10725,12144
15011,1079,7853,8932
15012,1731,15411,17142
15014,395,3268,3663
15015,826,7078,7904
15016,370,3393,3763
15019,297,2726,3023
15022,212,1824,2036
15024,663,6488,7151
15026,361,3738,4099
15027,3383,32572,35955
15032,2488,23870,26358
15035,284,2139,2423
15036,2776,23935,26711
15038,469,4071,4540
15040,711,7678,8389
15041,1398,12526,13924
15042,141,1075,1216
15044,885,6134,7019
15046,1190,11281,12471
15050,585,3525,4110
15051,1662,13877,15539
15055,475,3537,4012
15058,573,4918,5491
15059,1923,16911,18834
15060,1593,12308,13901
15061,187,1642,1829
15062,1132,9805,10937
15070,4259,30541,34800
15071,536,4556,5092
15072,1597,13468,15065
15074,2293,20875,23168
15076,1536,12755,14291
15077,7883,65654,73537
15078,675,4245,4920
15081,4854,41833,46687
15082,232,1754,1986
15085,2254,16297,18551
15086,2151,18054,20205
15087,2003,18097,20100
15093,3375,29946,33321
15096,820,7343,8163
15097,486,3807,4293
15098,1687,16624,18311
15099,771,5564,6335
15101,339,2650,2989
15103,1024,8105,9129
15105,2620,24268,26888
15106,1000,7697,8697
15108,2309,18326,20635
15110,384,2661,3045
15112,162,1434,1596
15113,804,7705,8509
15114,1260,9972,11232
15115,987,7978,8965
15116,2662,23014,25676
15118,5961,52977,58938
15122,472,3563,4035
15125,1226,9057,10283
15130,2345,21573,23918
15131,977,8269,9246
15134,636,5497,6133
15136,392,3190,3582
15139,1379,10576,11955
15140,2078,16008,18086
15142,1825,16451,18276
15144,435,3765,4200
15146,137441,1260274,1397715
15150,88,937,1025
15151,895,7142,8037
15154,1536,15350,16886
15155,39,602,641
15157,1876,18213,20089
15158,536,3935,4471
15159,1463,12539,14002
15164,398,3856,4254
15165,138,1279,1417
15166,4863,43117,47980
15167,591,5205,5796
15168,3100,24977,28077
15169,1147,9942,11089
15170,1171,10121,11292
15171,2568,21192,23760
15172,826,8181,9007
15173,1576,13927,15503
15175,4281,31540,35821
15176,772,7554,8326
15177,844,5566,6410
15178,871,7658,8529
15179,868,6447,7315
15181,1411,12656,14067
15182,4947,44662,49609
15183,472,4266,4738
15184,650,6107,6757
15185,515,4084,4599
15188,635,5144,5779
15189,4547,36776,41323
15191,660,6663,7323
15192,3269,28801,32070
15194,633,6070,6703
15195,4587,33687,38274
15200,585,4350,4935
15201,815,7443,8258
15202,498,3867,4365
15204,1392,10912,12304
15205,3817,31954,35771
15206,2218,19265,21483
15209,7913,72676,80589
15210,796,6520,7316
15211,2025,17713,19738
15213,1527,12376,13903
15219,629,4611,5240
15220,2448,18781,21229
15221,1144,10714,11858
15222,437,3186,3623
15224,580,5209,5789
15226,712,6331,7043
15229,1109,8202,9311
15230,1163,8023,9186
15236,346,2944,3290
15237,1079,8231,9310
15242,1829,14824,16653
15243,999,7977,8976
15244,384,3554,3938
15247,743,6045,6788
15248,578,5564,6142
15249,555,4678,5233
15250,1358,10359,11717
15251,708,5086,5794
16001,247,1938,2185
16002,72,710,782
16003,946,7317,8263
16004,1720,15809,17529
16005,471,5015,5486
16006,770,5682,6452
16007,516,5090,5606
16008,1343,12027,13370
16009,229,2137,2366
16010,423,2721,3144
16011,538,4230,4768
16012,314,3078,3392
16013,269,2442,2711
16014,13,157,170
16015,49,504,553
16016,779,6743,7522
16017,26,350,376
16018,541,3805,4346
16019,76,594,670
16020,442,3774,4216
16021,259,1746,2005
16022,74,630,704
16023,250,2202,2452
16024,11240,108444,119684
16025,221,1172,1393
16026,43,546,589
16027,6,68,74
16028,902,5498,6400
16029,814,5364,6178
16030,1409,8678,10087
16031,752,5847,6599
16032,159,994,1153
16033,112,877,989
16034,515,4482,4997
16035,68,655,723
16036,53,628,681
16037,933,7485,8418
16038,859,7004,7863
16040,745,5320,6065
16041,15,98,113
16042,656,4918,5574
16043,769,5162,5931
16044,634,4698,5332
16046,877,7285,8162
16047,482,3790,4272
16048,37,534,571
16049,455,3733,4188
16050,107,1084,1191
16051,860,7269,8129
16052,323,2758,3081
16053,1784,14386,16170
16055,619,4109,4728
16056,13,275,288
16057,511,4128,4639
16058,419,3460,3879
16059,428,3559,3987
16060,288,2845,3133
16061,5,106,111
16062,1233,8936,10169
16063,325,2488,2813
16064,277,3085,3362
16065,92,1164,1256
16066,330,2273,2603
16067,202,1444,1646
16068,267,2274,2541
16069,522,3376,3898
16070,403,3752,4155
16071,152,1438,1590
16072,448,2938,3386
16073,741,5276,6017
16074,660,5537,6197
16075,645,4754,5399
16076,528,4487,5015
16077,837,7682,8519
16078,99,1017,1116
16079,1261,9738,10999
16080,150,1481,1631
16081,552,3823,4375
16082,105,821,926
16083,215,1712,1927
16084,416,2862,3278
16085,30,517,547
16086,938,8080,9018
16087,578,3521,4099
16088,469,3053,3522
16089,674,6702,7376
16090,4,211,215
16091,2339,21007,23346
16092,62,825,887
16093,327,3023,3350
16094,252,1727,1979
16096,839,7067,7906
16097,151,1141,1292
16098,361,2759,3120
16099,107,1023,1130
16100,306,2654,2960
16101,618,4168,4786
16102,39,512,551
16103,5,170,175
16104,327,2725,3052
16105,434,2937,3371
16106,14,192,206
16107,90,883,973
16108,436,4782,5218
16109,139,1299,1438
16110,91,753,844
16111,458,4482,4940
16113,761,5341,6102
16114,535,4590,5125
16115,707,5844,6551
16116,117,1375,1492
16117,703,5760,6463
16118,99,1066,1165
16119,100,755,855
16120,888,6462,7350
16121,6,160,166
16122,67,563,630
16123,417,3706,4123
16124,348,3963,4311
16125,44,517,561
16126,396,3287,3683
16127,97,731,828
16128,414,4652,5066
16129,382,2435,2817
16130,91,783,874
16131,468,3510,3978
16132,826,6000,6826
16133,1350,9407,10757
16134,10,153,163
16135,298,2629,2927
16136,11,191,202
16137,91,1041,1132
16139,392,2835,3227
16140,266,2195,2461
16141,345,2537,2882
16142,491,3900,4391
16143,692,6639,7331
16144,1157,10086,11243
16145,40,453,493
16146,83,895,978
16147,8,138,146
16148,40,535,575
16149,81,816,897
16150,178,1498,1676
16151,3,140,143
16152,631,4598,5229
16153,1435,11037,12472
16154,255,1824,2079
16155,448,3568,4016
16156,580,3926,4506
16157,680,4986,5666
16158,283,2410,2693
16159,26,332,358
16160,632,5245,5877
16161,181,1565,1746
16162,176,1269,1445
16163,83,961,1044
16164,101,1112,1213
16165,11,370,381
16166,8,79,87
16167,210,1344,1554
16168,137,1603,1740
16169,632,6090,6722
16170,1327,10184,11511
16171,368,2952,3320
16172,532,4388,4920
16173,468,4052,4520
16174,144,1659,1803
16175,76,1003,1079
16176,505,4266,4771
16177,189,1482,1671
16178,568,5323,5891
16179,102,1135,1237
16180,74,830,904
16182,425,3349,3774
16183,2517,17800,20317
16184,32,382,414
16185,76,731,807
16186,101,800,901
16187,478,3638,4116
16188,373,4287,4660
16189,731,4994,5725
16190,450,4307,4757
16191,38,483,521
16193,671,6026,6697
16194,1058,8726,9784
16195,92,1058,1150
16196,235,2227,2462
16197,162,1832,1994
16198,2655,22089,24744
16199,171,1853,2024
16200,183,1594,1777
16201,55,639,694
16202,875,8123,8998
16203,519,3917,4436
16204,534,4628,5162
16205,94,880,974
16206,728,4941,5669
16207,1586,11657,13243
16208,96,963,1059
16209,384,3336,3720
16210,36,498,534
16211,172,1842,2014
16212,590,4321,4911
16213,1019,6970,7989
16214,919,7722,8641
16215,267,1925,2192
16216,272,2191,2463
16217,121,960,1081
16218,1109,8434,9543
16219,3383,26913,30296
16220,1161,9569,10730
16221,133,1228,1361
16222,1159,8642,9801
16223,82,904,986
16224,505,3853,4358
16225,67,520,587
16226,15,119,134
16227,20,187,207
16229,10,241,251
16230,15,173,188
16232,955,6514,7469
16233,955,7160,8115
16234,439,4063,4502
16235,122,988,1110
16236,137,1166,1303
16237,68,509,577
16238,468,4017,4485
16239,648,5924,6572
16240,715,5959,6674
16241,176,1609,1785
16242,951,7003,7954
16243,139,1297,1436
16244,304,2383,2687
16245,1015,7580,8595
16246,814,7826,8640
16247,71,809,880
16248,56,601,657
16249,32,259,291
16250,251,2091,2342
16251,239,1790,2029
16252,424,3439,3863
16253,415,3790,4205
17001,162,1348,1510
17002,773,6330,7103
17003,126,1518,1644
17004,235,2153,2388
17005,37,409,446
17006,200,2145,2345
17007,385,3160,3545
17008,442,2873,3315
17009,1377,11029,12406
17010,280,3492,3772
17011,217,2065,2282
17012,123,1024,1147
17013,263,2048,2311
17014,1440,10747,12187
17015,337,2394,2731
17016,93,1469,1562
17017,301,2135,2436
17018,365,3412,3777
17019,126,1193,1319
17020,648,4729,5377
17021,966,8055,9021
17022,183,2336,2519
17023,997,9571,10568
17024,182,1871,2053
17025,678,6715,7393
17026,212,1466,1678
17027,76,607,683
17028,424,4270,4694
17029,19303,175799,195102
17030,76,660,736
17031,214,1883,2097
17032,1543,11267,12810
17033,412,3140,3552
17034,925,7477,8402
17035,238,2168,2406
17036,27,319,346
17037,490,4132,4622
17038,1035,8263,9298
17039,1651,11226,12877
17040,978,7350,8328
17041,896,5737,6633
17042,1175,9673,10848
17043,1252,10134,11386
17044,155,1488,1643
17045,1024,6419,7443
17046,1211,9717,10928
17047,105,1000,1105
17048,436,4468,4904
17049,56,599,655
17050,169,1627,1796
17051,55,774,829
17052,2147,16940,19087
17053,142,1340,1482
17054,39,493,532
17055,291,2430,2721
17056,1011,7712,8723
17057,381,4161,4542
17058,158,1909,2067
17059,944,6551,7495
17060,523,3467,3990
17061,1634,13903,15537
17062,729,6406,7135
17063,174,1739,1913
17064,174,1228,1402
17065,1582,14016,15598
17066,640,4888,5528
17067,2834,26480,29314
17068,446,4020,4466
17069,1020,7511,8531
17070,522,4640,5162
17071,176,1824,2000
17072,930,7844,8774
17073,483,4095,4578
17074,200,2427,2627
17075,1232,10158,11390
17076,205,2561,2766
17077,1405,10844,12249
17078,2121,16275,18396
17079,221,1931,2152
17080,544,4389,4933
17081,1661,14698,16359
17082,198,1695,1893
17083,28,318,346
17084,9,123,132
17085,866,8153,9019
17086,485,3574,4059
17087,30,451,481
17088,1578,12378,13956
17089,121,1015,1136
17090,137,1496,1633
17091,452,3266,3718
17092,1816,14801,16617
17093,39,522,561
17094,55,555,610
17095,21,354,375
17096,2085,19563,21648
17097,197,1265,1462
17098,1,104,105
17099,452,2990,3442
17100,187,1795,1982
17101,285,2807,3092
17102,521,4800,5321
17103,1401,11727,13128
17104,444,3730,4174
17105,54,605,659
17106,319,2797,3116
17107,1353,11047,12400
17108,187,1549,1736
17109,254,2287,2541
17110,45,469,514
17111,115,1531,1646
17112,479,4063,4542
17113,3166,22573,25739
17114,584,4439,5023
17115,76,697,773
17116,298,2336,2634
17117,875,9568,10443
17118,210,1773,1983
17119,422,3445,3867
17120,562,4081,4643
17121,249,1662,1911
17122,462,3592,4054
17123,325,2870,3195
17124,83,885,968
17125,1380,10935,12315
17126,230,2196,2426
17127,1837,12270,14107
17128,131,1371,1502
17129,495,4201,4696
17130,383,3219,3602
17131,16,157,173
17132,230,1909,2139
17133,2253,17722,19975
17134,519,4296,4815
17135,51,541,592
17136,701,6191,6892
17137,271,2417,2688
17138,505,3939,4444
17139,47,511,558
17140,51,531,582
17141,119,1336,1455
17142,589,4095,4684
17143,738,7134,7872
17144,218,2216,2434
17145,235,2425,2660
17146,449,3295,3744
17147,511,4631,5142
17148,168,1575,1743
17149,688,6222,6910
17150,819,6036,6855
17151,347,3186,3533
17152,311,2487,2798
17153,150,1343,1493
17155,840,5883,6723
17156,808,6411,7219
17157,73,817,890
17158,337,3132,3469
17159,590,5533,6123
17160,416,2917,3333
17161,1326,11820,13146
17162,664,4116,4780
17163,1112,8596,9708
17164,374,3963,4337
17165,964,8319,9283
17166,2436,16405,18841
17167,740,5065,5805
17168,507,3452,3959
17169,290,3020,3310
17170,911,9552,10463
17171,321,3130,3451
17172,396,2224,2620
17173,483,4179,4662
17174,1360,11806,13166
17175,48,799,847
17176,133,1286,1419
17177,118,1316,1434
17178,313,2745,3058
17179,832,7294,8126
17180,193,1747,1940
17181,136,1086,1222
17182,205,1718,1923
17183,100,1106,1206
17184,115,995,1110
17185,88,1104,1192
17186,734,5577,6311
17187,655,6979,7634
17188,1534,12072,13606
17189,219,1842,2061
17190,638,4737,5375
17191,31,487,518
17192,466,3221,3687
17193,157,1259,1416
17194,4,165,169
17195,785,7227,8012
17196,357,3389,3746
17197,463,3737,4200
17198,154,1312,1466
17199,1170,9260,10430
17200,123,1244,1367
17201,565,5209,5774
17202,55,581,636
17203,245,1753,1998
17204,948,7225,8173
17205,64,968,1032
17206,487,4207,4694
18001,64,733,797
18002,19,215,234
18003,33,475,508
18004,399,3156,3555
18005,135,1405,1540
18006,35,349,384
18007,40,587,627
18008,79,786,865
18009,184,1571,1755
18011,77,881,958
18012,79,586,665
18013,620,5541,6161
18014,330,2763,3093
18015,253,2345,2598
18016,104,1192,1296
18017,36,366,402
18018,77,837,914
18019,334,2309,2643
18020,45,564,609
18021,16,512,528
18022,50,652,702
18023,322,3115,3437
18024,971,8382,9353
18025,9,99,108
18026,124,943,1067
18027,116,1348,1464
18029,124,1201,1325
18030,143,1273,1416
18031,37,420,457
18032,99,778,877
18033,230,2147,2377
18034,963,7820,8783
18035,677,6113,6790
18036,50,665,715
18037,542,5994,6536
18038,78,877,955
18039,96,970,1066
18040,40,496,536
18041,604,6015,6619
18042,23,206,229
18043,304,1930,2234
18044,11,165,176
18045,50,642,692
18046,637,4781,5418
18047,92,1044,1136
18048,382,3524,3906
18049,111,1186,1297
18050,459,4829,5288
18051,66,875,941
18052,129,1427,1556
18053,177,1516,1693
18054,58,690,748
18057,68,914,982
18058,42,334,376
18059,23,342,365
18060,607,4310,4917
18061,418,4101,4519
18062,114,986,1100
18063,68,735,803
18064,26,327,353
18065,94,1029,1123
18066,9,164,173
18067,10,192,202
18068,917,8703,9620
18069,835,8621,9456
18071,135,1249,1384
18072,637,4598,5235
18073,211,2982,3193
18074,11,168,179
18075,285,2430,2715
18076,398,3936,4334
18077,168,1292,1460
18078,827,5534,6361
18079,28,337,365
18080,85,1046,1131
18081,298,2506,2804
18082,13,116,129
18083,145,1910,2055
18084,217,2231,2448
18085,162,1590,1752
18086,273,2161,2434
18087,182,1474,1656
18088,556,5707,6263
18089,18,327,345
18090,86,959,1045
18091,36,425,461
18092,78,1263,1341
18093,386,3194,3580
18094,81,782,863
18095,86,1425,1511
18096,46,473,519
18097,38,373,411
18098,14,239,253
18099,57,587,644
18100,116,1500,1616
18101,30,572,602
18102,1414,13828,15242
18103,19,272,291
18104,65,658,723
18105,7,157,164
18106,91,976,1067
18107,157,1657,1814
18108,19,284,303
18109,179,1669,1848
18110,6087,64884,70971
18111,57,707,764
18112,59,783,842
18113,121,1637,1758
18114,230,2346,2576
18115,137,1531,1668
18116,54,638,692
18117,44,717,761
18118,115,1323,1438
18119,27,372,399
18120,100,927,1027
18121,164,1384,1548
18122,471,4720,5191
18123,487,5272,5759
18124,33,496,529
18125,13,53,66
18126,8,200,208
18127,91,538,629
18128,23,598,621
18129,214,1314,1528
18130,27,513,540
18131,81,777,858
18133,49,423,472
18134,40,590,630
18135,357,3649,4006
18136,71,962,1033
18137,628,5783,6411
18138,423,4720,5143
18139,170,1701,1871
18140,142,1399,1541
18141,130,820,950
18142,15,451,466
18143,196,2090,2286
18144,73,714,787
18145,43,497,540
18146,91,1410,1501
18147,78,785,863
18148,8,196,204
18149,57,595,652
18150,752,5561,6313
18151,99,1053,1152
18152,52,478,530
18153,1025,10514,11539
18154,45,554,599
18155,116,1453,1569
18156,49,476,525
18157,118,803,921
18158,15,300,315
18159,256,2129,2385
18160,426,3066,3492
18161,76,748,824
18162,425,4038,4463
18163,301,2017,2318
18164,349,3298,3647
18165,119,907,1026
18166,32,553,585
18167,15,182,197
18168,174,1920,2094
18169,115,1345,1460
18171,184,2875,3059
18172,8,87,95
18173,392,2947,3339
18174,38,333,371
18175,81,1144,1225
18176,773,5747,6520
18177,6224,55884,62108
18178,4,55,59
18179,68,699,767
18180,322,2969,3291
18181,167,1359,1526
18182,3340,35252,38592
18183,3,121,124
18184,67,891,958
18185,174,1502,1676
18186,63,932,995
18187,43,426,469
18188,26,367,393
18189,192,1489,1681
18190,302,2818,3120
18191,75,751,826
18192,273,2199,2472
18193,65,978,1043
19001,93,1033,1126
19002,445,3409,3854
19003,168,1785,1953
19004,35,555,590
19005,502,4360,4862
19006,149,1303,1452
19007,60,508,568
19009,102,1057,1159
19010,111,1103,1214
19011,45,629,674
19012,206,1960,2166
19013,62,479,541
19014,54,357,411
19015,186,2090,2276
19016,282,3384,3666
19017,181,1636,1817
19018,96,1040,1136
19019,64,459,523
19020,225,1548,1773
19021,1583,13544,15127
19022,169,1406,1575
19023,50,521,571
19024,53,394,447
19025,946,8332,9278
19026,559,4950,5509
19027,24,258,282
19028,35,446,481
19029,260,1993,2253
19030,87,802,889
19031,100,1045,1145
19032,114,914,1028
19033,131,1183,1314
19034,118,1444,1562
19035,3197,31045,34242
19036,6609,64914,71523
19037,221,1507,1728
19038,58,567,625
19039,37,374,411
19040,22,279,301
19041,353,3373,3726
19043,132,1061,1193
19044,86,913,999
19045,92,765,857
19046,199,1701,1900
19047,125,1015,1140
19048,142,1183,1325
19049,58,570,628
19050,173,1332,1505
19051,143,1543,1686
19052,246,2380,2626
19053,75,1024,1099
19054,156,1789,1945
19055,252,2524,2776
19056,232,1478,1710
19057,268,1798,2066
19058,259,2004,2263
19059,252,2201,2453
19060,64,654,718
19061,64,757,821
19062,626,5248,5874
19063,75,837,912
19064,285,2481,2766
19065,122,1202,1324
19066,349,3419,3768
19067,920,7932,8852
19068,342,2969,3311
19069,141,1370,1511
19070,35,551,586
19072,274,2217,2491
19073,113,1002,1115
19074,117,1141,1258
19075,177,1401,1578
19076,531,5771,6302
19077,144,1267,1411
19078,82,799,881
19079,195,1541,1736
19080,104,888,992
19081,349,3006,3355
19082,60,469,529
19083,161,1670,1831
19084,771,7148,7919
19085,237,2021,2258
19086,346,2726,3072
19087,108,1014,1122
19088,198,1911,2109
19089,98,1178,1276
19090,237,1667,1904
19091,20,373,393
19092,113,1197,1310
19093,38,482,520
19094,340,3154,3494
19095,333,2850,3183
19096,73,827,900
19097,738,6773,7511
19098,987,7572,8559
19099,253,2778,3031
19100,111,1377,1488
19101,60,538,598
19102,732,6100,6832
19103,152,1281,1433
19104,38,372,410
19105,50,440,490
19106,42,393,435
19107,193,1866,2059
19108,51,516,567
19109,287,2486,2773
19110,151,1482,1633
19111,323,3282,3605
19112,442,4047,4489
19113,388,3343,3731
19114,28,433,461
19115,15,322,337
19116,380,3545,3925
20001,240,2549,2789
20002,999,9011,10010
20003,564,5148,5712
20007,401,3581,3982
20008,422,3795,4217
20010,212,1952,2164
20011,356,2285,2641
20012,142,1336,1478
20013,392,2801,3193
20014,452,4037,4489
20015,1540,11000,12540
20016,549,4630,5179
20017,2649,20664,23313
20018,329,3381,3710
20019,254,2271,2525
20020,92,999,1091
20021,1497,13218,14715
20022,317,2993,3310
20024,329,2619,2948
20025,182,1946,2128
20026,1024,8996,10020
20027,939,7795,8734
20028,671,5210,5881
20029,111,1328,1439
20030,4419,44104,48523
20031,568,5775,6343
20032,118,667,785
20033,760,6901,7661
20034,483,3641,4124
20035,494,4817,5311
20036,518,4410,4928
20037,260,2191,2451
20038,584,5996,6580
20039,676,6222,6898
20041,171,1516,1687
20042,601,5830,6431
20043,135,1509,1644
20044,239,2087,2326
20045,1663,14689,16352
20046,91,966,1057
20047,470,4818,5288
20048,106,1096,1202
20050,219,2226,2445
20051,524,4669,5193
20052,674,6154,6828
20053,895,7617,8512
20054,370,3763,4133
20055,576,6177,6753
20056,115,1380,1495
20057,1166,10548,11714
20058,123,1113,1236
20059,125,1518,1643
20060,90,1006,1096
20061,586,6519,7105
20062,138,1328,1466
20063,274,2381,2655
20064,192,1780,1972
20065,2397,18635,21032
20066,2177,17370,19547
20068,207,1897,2104
20070,672,6515,7187
20071,1536,12879,14415
20072,534,4806,5340
20073,167,1748,1915
21001,203,1466,1669
21002,138,899,1037
21003,54,349,403
21004,1803,13014,14817
21005,101,700,801
21006,408,3125,3533
21007,254,1507,1761
21008,11749,96011,107760
21009,77,597,674
21010,274,2014,2288
21011,2952,19818,22770
21012,361,2413,2774
21013,2048,15002,17050
21014,40,355,395
21015,1009,7030,8039
21016,340,2344,2684
21017,703,4878,5581
21018,284,2037,2321
21019,841,6046,6887
21020,216,1344,1560
21021,373,2566,2939
21022,684,4513,5197
21023,435,3051,3486
21024,238,1960,2198
21025,74,574,648
21026,176,1192,1368
21027,299,2032,2331
21028,410,2928,3338
